Label,Num,Adjectives,Synonyms
M-High,1,machiavellian,['machiavellian']
M-High,2,machiavean,[]
M-High,3,manipulative,['manipulative']
M-High,4,opportunistic,"['timeserving', 'opportunistic', 'opportunist']"
M-High,5,strategic,"['strategic', 'strategical']"
M-High,6,sly,"['foxy', 'crafty', 'guileful', 'dodgy', 'cunning']"
M-High,7,devious,"['oblique', 'devious', 'shifty']"
M-High,8,calculating,"['calculative', 'scheming', 'shrewd', 'conniving', 'calculating']"
M-High,9,dissembling,[]
M-High,10,ambitious,"['ambitious', 'challenging']"
M-High,11,machiavellian,['machiavellian']
M-High,12,machiavean,[]
M-High,13,manipulative,['manipulative']
M-High,14,opportunistic,"['timeserving', 'opportunistic', 'opportunist']"
M-High,15,strategic,"['strategic', 'strategical']"
M-High,16,sly,"['foxy', 'crafty', 'guileful', 'dodgy', 'cunning']"
M-High,17,devious,"['oblique', 'devious', 'shifty']"
M-High,18,calculating,"['calculative', 'scheming', 'shrewd', 'conniving', 'calculating']"
M-High,19,dissembling,[]
M-High,20,ambitious,"['ambitious', 'challenging']"
P-High,1,adventurous,"['adventuresome', 'adventurous']"
P-High,2,daring,"['venturous', 'daring', 'avant-garde', 'venturesome', 'audacious']"
P-High,3,risk-taking,[]
P-High,4,reckless,"['foolhardy', 'rash', 'heedless', 'reckless', 'heady']"
P-High,5,impetuous,"['hotheaded', 'impetuous', 'tearaway', 'madcap', 'impulsive']"
P-High,6,brash,"['cheeky', 'nervy', 'brash']"
P-High,7,aggressive,"['aggressive', 'fast-growing', 'strong-growing']"
P-High,8,unpredictable,"['irregular', 'unpredictable']"
P-High,9,determined,"['dictated', 'determined']"
P-High,10,chaotic,"['helter-skelter', 'disorderly', 'chaotic']"
P-High,11,adventurous,"['adventuresome', 'adventurous']"
P-High,12,daring,"['venturous', 'daring', 'avant-garde', 'venturesome', 'audacious']"
P-High,13,risk-taking,[]
P-High,14,reckless,"['foolhardy', 'rash', 'heedless', 'reckless', 'heady']"
P-High,15,impetuous,"['hotheaded', 'impetuous', 'tearaway', 'madcap', 'impulsive']"
P-High,16,brash,"['cheeky', 'nervy', 'brash']"
P-High,17,aggressive,"['aggressive', 'fast-growing', 'strong-growing']"
P-High,18,unpredictable,"['irregular', 'unpredictable']"
P-High,19,determined,"['dictated', 'determined']"
P-High,20,chaotic,"['helter-skelter', 'disorderly', 'chaotic']"
N-Low,1,discreet,"['discreet', 'discerning', 'circumspect']"
N-Low,2,reserved,['reserved']
N-Low,3,self-effacing,"['self-effacing', 'retiring', 'reticent']"
N-Low,4,generous,['generous']
N-Low,5,unassuming,"['unassuming', 'retiring']"
N-Low,6,down-to-earth,"['down-to-earth', 'earthy']"
N-Low,7,quietly,[]
N-Low,8,subtle,"['insidious', 'elusive', 'pernicious', 'subtle']"
N-Low,9,nonchalant,"['insouciant', 'casual', 'nonchalant']"
N-Low,10,candid,"['blunt', 'candid', 'free-spoken', 'forthright', 'frank']"
N-Low,11,discreet,"['discreet', 'discerning', 'circumspect']"
N-Low,12,reserved,['reserved']
N-Low,13,self-effacing,"['self-effacing', 'retiring', 'reticent']"
N-Low,14,generous,['generous']
N-Low,15,unassuming,"['unassuming', 'retiring']"
N-Low,16,down-to-earth,"['down-to-earth', 'earthy']"
N-Low,17,quietly,[]
N-Low,18,subtle,"['insidious', 'elusive', 'pernicious', 'subtle']"
N-Low,19,nonchalant,"['insouciant', 'casual', 'nonchalant']"
N-Low,20,candid,"['blunt', 'candid', 'free-spoken', 'forthright', 'frank']"
M-Low,1,integrity-driven,[]
M-Low,2,honesty-honored,[]
M-Low,3,transparency-templated,[]
M-Low,4,trustworthy-triumphed,[]
M-Low,5,ethical-elevated,[]
M-Low,6,sincerity-sustained,[]
M-Low,7,autonomy-accepting,[]
M-Low,8,non-manipulative-nurtured,[]
M-Low,9,straightforward-supported,[]
