Label,Num,Adjectives,Synonyms
T,1,analytical,"['analytical', 'analytic']"
T,2,cerebral,"['cerebral', 'intellectual']"
T,3,dispassionate,"['dispassionate', 'cold-eyed']"
T,4,efficient,"['effective', 'efficient']"
T,5,impartial,"['unprejudiced', 'impartial']"
T,6,logical,"['coherent', 'legitimate', 'consistent', 'logical']"
T,7,methodical,['methodical']
T,8,objective,"['nonsubjective', 'objective', 'accusative']"
T,9,rational,"['rational', 'noetic', 'intellectual']"
T,10,unemotional,"['reticent', 'unemotional', 'restrained']"
J,1,methodical,['methodical']
J,2,discerning,"['discerning', 'apprehensive', 'discreet']"
J,3,structured,"['structured', 'integrated']"
J,4,analytical,"['analytical', 'analytic']"
J,5,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
J,6,rigorous,"['tight', 'strict', 'rigorous', 'stringent']"
J,7,clear-headed,[]
J,8,precise,"['exact', 'precise', 'accurate']"
J,9,cautious,"['conservative', 'cautious']"
J,10,conclusive,['conclusive']
N,1,enigmatic,"['enigmatic', 'puzzling', 'oracular', 'enigmatical']"
N,2,visionary,"['impractical', 'laputan', 'airy', 'visionary', 'windy']"
N,3,dreamy,"['moony', 'lackadaisical', 'woolgathering', 'dreamy']"
N,4,perceptive,['perceptive']
N,5,whimsical,"['whimsical', 'impulsive', 'capricious']"
N,6,empathic,"['empathetic', 'empathic']"
N,7,prophetic,"['prophetic', 'prophetical']"
N,8,imaginative,"['imaginative', 'inventive']"
N,9,transcendent,"['surpassing', 'transcendent']"
N,10,introspective,"['self-examining', 'introspective', 'introverted']"
I,1,reserved,['reserved']
I,2,introverted,"['self-examining', 'introspective', 'introverted']"
I,3,sensitive,"['sensible', 'sensitive']"
I,4,reclusive,"['withdrawn', 'cloistered', 'reclusive', 'recluse']"
I,5,overwhelmed,[]
I,6,delicate,"['frail', 'delicate', 'fragile']"
I,7,quiet,"['hushed', 'restrained', 'quiet']"
I,8,demanding,['demanding']
I,9,perceptive,['perceptive']
I,10,guarded,"['guarded', 'restrained']"
F,1,empathetic,"['empathetic', 'empathic']"
F,2,compassionate,['compassionate']
F,3,sensitive,"['sensible', 'sensitive']"
F,4,introspective,"['self-examining', 'introspective', 'introverted']"
F,5,emotional,"['emotional', 'aroused']"
F,6,nurturing,[]
F,7,cooperative,"['conjunct', 'conjunctive', 'concerted', 'cooperative']"
F,8,harmonious,"['proportionate', 'symmetrical', 'harmonious']"
F,9,gentle,"['soft', 'aristocratic', 'gentle']"
F,10,open-hearted,[]
P,1,adaptable,['adaptable']
P,2,resourceful,['resourceful']
P,3,perceptive,['perceptive']
P,4,spontaneous,"['self-generated', 'unwritten', 'spontaneous', 'ad-lib']"
P,5,open-minded,['open-minded']
P,6,agile,"['nimble', 'quick', 'spry', 'agile']"
P,7,unconventional,"['improper', 'unconventional', 'unlawful']"
P,8,flexible,"['flexible', 'flexile', 'elastic']"
P,9,proactive,['proactive']
P,10,nimble,"['nimble', 'quick', 'spry', 'agile']"
E,1,vibrant,"['vibrant', 'vivacious']"
E,2,outgoing,"['outgoing', 'forthcoming', 'extroverted']"
E,3,energetic,"['industrious', 'up-and-coming', 'energetic', 'gumptious']"
E,4,charismatic,"['magnetic', 'charismatic']"
E,5,social,"['social', 'societal']"
E,6,enthusiastic,['enthusiastic']
E,7,affable,"['affable', 'amiable', 'cordial', 'genial']"
E,8,lively,"['brisk', 'lively', 'alert', 'racy']"
E,9,chatty,"['garrulous', 'chatty', 'gabby', 'loquacious', 'talkative']"
E,10,dynamic,"['active', 'dynamical', 'dynamic']"
S,1,perceptive,['perceptive']
S,2,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
S,3,observant,"['law-abiding', 'observant', 'observing']"
S,4,grounded,[]
S,5,discerning,"['discerning', 'apprehensive', 'discreet']"
S,6,reflective,"['musing', 'broody', 'brooding', 'contemplative', 'meditative']"
S,7,methodical,['methodical']
S,8,attentive,"['paying_attention', 'thoughtful', 'attentive', 'heedful']"
S,9,analytical,"['analytical', 'analytic']"
S,10,steadfast,"['steadfast', 'unbendable', 'steady', 'firm', 'stiff']"
ESFP,1,vibrant,"['vibrant', 'vivacious']"
ESFP,2,observant,"['law-abiding', 'observant', 'observing']"
ESFP,3,spontaneous,"['self-generated', 'unwritten', 'spontaneous', 'ad-lib']"
ESFP,4,expressive,['expressive']
ESFP,5,adventurous,"['adventuresome', 'adventurous']"
ESFP,6,charming,"['sorcerous', 'charming', 'magic', 'magical']"
ESFP,7,flexible,"['flexible', 'flexile', 'elastic']"
ESFP,8,empathetic,"['empathetic', 'empathic']"
ESFP,9,enthusiastic,['enthusiastic']
ESFP,10,spontaneously,[]
ENTP,1,adventurous,"['adventuresome', 'adventurous']"
ENTP,2,innovative,"['advanced', 'innovative', 'modern', 'forward-looking']"
ENTP,3,energetic,"['industrious', 'up-and-coming', 'energetic', 'gumptious']"
