Label,Num,Adjectives,Synonyms
T,1,analytical,"['analytic', 'analytical']"
T,2,pragmatic,"['matter-of-fact', 'pragmatical', 'pragmatic']"
T,3,detached,"['uninvolved', 'degage', 'isolated', 'detached']"
T,4,logical,"['consistent', 'coherent', 'logical', 'legitimate']"
T,5,systematic,"['taxonomic', 'systematic', 'taxonomical']"
T,6,cerebral,"['intellectual', 'cerebral']"
T,7,austere,"['stern', 'severe', 'austere', 'stark']"
T,8,disciplined,['disciplined']
T,9,objectivist,[]
T,10,calculating,"['calculating', 'shrewd', 'calculative', 'conniving', 'scheming']"
J,1,methodical,['methodical']
J,2,disciplined,['disciplined']
J,3,analytical,"['analytic', 'analytical']"
J,4,precise,"['precise', 'exact', 'accurate']"
J,5,systematic,"['taxonomic', 'systematic', 'taxonomical']"
J,6,logical,"['consistent', 'coherent', 'logical', 'legitimate']"
J,7,thorough,"['exhaustive', 'thorough', 'thoroughgoing']"
J,8,meticulous,"['meticulous', 'punctilious']"
J,9,predictive,"['prognosticative', 'prognostic', 'predictive']"
J,10,fastidious,"['exacting', 'fastidious']"
S,1,perceptive,['perceptive']
S,2,pragmatic,"['matter-of-fact', 'pragmatical', 'pragmatic']"
S,3,observant,"['observing', 'observant', 'law-abiding']"
S,4,grounded,[]
S,5,methodical,['methodical']
S,6,discerning,"['discerning', 'discreet', 'apprehensive']"
S,7,practical-minded,[]
S,8,detail-oriented,[]
S,9,realistic,"['naturalistic', 'realistic']"
S,10,analytical,"['analytic', 'analytical']"
E,1,outgoing,"['outgoing', 'forthcoming', 'extroverted']"
E,2,vivacious,"['vibrant', 'vivacious']"
E,3,sociable,['sociable']
E,4,energetic,"['up-and-coming', 'energetic', 'industrious', 'gumptious']"
E,5,talkative,"['loquacious', 'gabby', 'talkative', 'garrulous', 'chatty']"
E,6,affable,"['cordial', 'affable', 'amiable', 'genial']"
E,7,exuberant,"['ebullient', 'high-spirited', 'exuberant', 'extravagant', 'excessive']"
E,8,charismatic,"['magnetic', 'charismatic']"
E,9,boisterous,"['robustious', 'rambunctious', 'rumbustious', 'boisterous', 'unruly']"
E,10,infectious,"['infectious', 'infective']"
F,1,emotive,"['affectional', 'emotive', 'affective']"
F,2,sympathetic,"['charitable', 'kindly', 'sympathetic', 'benevolent']"
F,3,introspective,"['introspective', 'introverted', 'self-examining']"
F,4,empathic,"['empathetic', 'empathic']"
F,5,compassionate,['compassionate']
F,6,vulnerable,['vulnerable']
