Label,Num,Adjectives,Synonyms
O-High,1,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
O-High,2,inquisitive,"['wondering', 'questioning', 'inquisitive', 'speculative']"
O-High,3,artistic,"['esthetic', 'artistic', 'aesthetic']"
O-High,4,enthusiastic,['enthusiastic']
O-High,5,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
O-High,6,intellectual,"['noetic', 'rational', 'intellectual', 'cerebral']"
O-High,7,dreamy,"['dreamy', 'woolgathering', 'lackadaisical', 'moony']"
O-High,8,adventurous,"['adventurous', 'adventuresome']"
O-High,9,poetic,"['poetical', 'poetic']"
O-High,10,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
O-Low,1,conventional,"['established', 'conventional']"
O-Low,2,conservative,"['button-down', 'conservative', 'cautious']"
O-Low,3,traditionalist,"['hidebound', 'traditionalist']"
O-Low,4,predictable,['predictable']
O-Low,5,established,"['effected', 'accomplished', 'established', 'constituted']"
O-Low,6,staid,"['staid', 'sedate']"
O-Low,7,formal,"['formal', 'conventional']"
O-Low,8,orthodox,"['orthodox', 'eastern_orthodox', 'jewish-orthodox']"
O-Low,9,settled,"['settled', 'colonised', 'colonized']"
O-Low,10,habitual,"['wonted', 'habitual', 'customary', 'accustomed']"
C-High,1,diligent,"['persevering', 'diligent']"
C-High,2,methodical,['methodical']
C-High,3,punctual,['punctual']
C-High,4,tenacious,"['recollective', 'retentive', 'dogged', 'long', 'tenacious']"
C-High,5,practical,"['practical', 'hardheaded', 'pragmatic', 'hard-nosed']"
C-High,6,self-motivated,[]
C-High,7,disciplined,['disciplined']
C-High,8,systematic,"['systematic', 'taxonomical', 'taxonomic']"
C-High,9,result-oriented,[]
C-High,10,committed,"['committed', 'attached']"
N-Low,1,composed,['composed']
N-Low,2,serenic,[]
N-Low,3,even-keel,[]
N-Low,4,philosophical,"['philosophic', 'philosophical']"
N-Low,5,unfazed,[]
N-Low,6,calmative,[]
N-Low,7,steadfast,"['steady', 'steadfast', 'firm', 'unbendable', 'stiff']"
N-Low,8,laid-back,"['mellow', 'laid-back']"
N-Low,9,sanguine,"['rubicund', 'florid', 'ruddy', 'sanguine']"
N-Low,10,unruffled,"['placid', 'unperturbed', 'unflurried', 'unflustered', 'unruffled']"
E-High,1,exuberant,"['excessive', 'ebullient', 'extravagant', 'high-spirited', 'exuberant']"
E-High,2,vivacious,"['vivacious', 'vibrant']"
E-High,3,outgoing,"['outgoing', 'forthcoming', 'extroverted']"
E-High,4,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High,5,charismatic,"['magnetic', 'charismatic']"
E-High,6,assertive,"['self-assertive', 'assertive', 'self-asserting']"
E-High,7,adventurous,"['adventurous', 'adventuresome']"
E-High,8,social,"['societal', 'social']"
E-High,9,vocal,"['outspoken', 'vocal']"
E-High,10,daring,"['venturesome', 'audacious', 'avant-garde', 'daring', 'venturous']"
A-High,1,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,2,compassionate,['compassionate']
A-High,3,empathetic,"['empathic', 'empathetic']"
A-High,4,gentle,"['soft', 'aristocratic', 'gentle']"
A-High,5,kind-hearted,"['kind-hearted', 'kindhearted']"
A-High,6,mellow,"['mellow', 'mellowed', 'laid-back']"
A-High,7,nurturing,[]
A-High,8,soothing,"['assuasive', 'soothing']"
A-High,9,sympathetic,"['kindly', 'sympathetic', 'benevolent', 'charitable']"
A-High,10,warm-hearted,[]
C-Low,1,spontaneous,"['spontaneous', 'ad-lib', 'self-generated', 'unwritten']"
