MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score
5,5,5,5,1,2,5,5,5,5,2,5,5,5,5,5,1,5,1,2,1,5,5,5,1,5,5,4.222222222222222,4.444444444444445,4.0
5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,5,5,5,4.555555555555555,4.444444444444445,4.111111111111111
5,5,2,2,5,5,5,1,5,5,5,5,5,5,1,5,1,5,5,2,5,5,5,5,1,5,5,3.888888888888889,4.555555555555555,4.888888888888889
5,5,5,2,5,5,2,1,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,2,5,5,3.888888888888889,4.111111111111111,4.0
5,5,5,2,5,2,5,1,2,5,2,5,5,5,2,5,1,5,1,2,5,5,5,5,5,5,5,3.5555555555555554,4.777777777777778,4.0
5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,1,5,5,4.333333333333333,4.111111111111111,4.888888888888889
5,5,5,2,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,2,5,5,4.222222222222222,4.111111111111111,4.777777777777778
5,5,5,5,1,5,2,1,2,5,5,5,5,5,5,5,1,5,5,2,1,5,5,5,2,5,5,3.4444444444444446,4.111111111111111,4.333333333333333
5,5,5,2,5,1,5,1,5,5,5,5,5,5,2,5,1,5,1,2,5,5,5,5,2,5,5,3.7777777777777777,4.444444444444445,4.333333333333333
5,5,5,2,1,5,2,1,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,5,5,3.4444444444444446,4.555555555555555,4.555555555555555
