Label,Num,Adjectives,Synonyms
N-Low,1,composed,['composed']
N-Low,2,stoic,"['stoic', 'stoical']"
N-Low,3,even-keel,[]
N-Low,4,calm-centered,[]
N-Low,5,resilient,"['lively', 'resilient', 'live', 'bouncy']"
N-Low,6,emotionally,[]
N-Low,7,peaceful,"['passive', 'peaceful', 'peaceable']"
N-Low,8,tranquil,"['quiet', 'placid', 'tranquil', 'smooth', 'still']"
N-Low,9,gentle,"['soft', 'gentle', 'aristocratic']"
N-Low,10,serenely,[]
O-Low,1,conventional,"['conventional', 'established']"
O-Low,2,traditionalist,"['hidebound', 'traditionalist']"
O-Low,3,predictable,['predictable']
O-Low,4,conservative,"['button-down', 'cautious', 'conservative']"
O-Low,5,settled,"['colonized', 'colonised', 'settled']"
O-Low,6,familiar,"['familiar', 'conversant']"
O-Low,7,rigid,"['inflexible', 'strict', 'stiff', 'rigid']"
O-Low,8,loyal,"['loyal', 'patriotic', 'firm']"
O-Low,9,established,"['established', 'accomplished', 'effected', 'constituted']"
O-Low,10,routine-oriented,[]
A-Low,1,polarizing,[]
A-Low,2,cautious,"['conservative', 'cautious']"
A-Low,3,ruthless,"['ruthless', 'unpitying', 'remorseless', 'pitiless']"
A-Low,4,introspective,"['introverted', 'self-examining', 'introspective']"
A-Low,5,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,6,perceptive,['perceptive']
A-Low,7,critical,"['vital', 'critical']"
A-Low,8,uncompromising,"['uncompromising', 'inflexible', 'sturdy']"
A-Low,9,acidic,"['acid', 'acidulous', 'acidic', 'acidulent']"
A-Low,10,unapologetic,['unapologetic']
E-High,1,vibrant,"['vibrant', 'vivacious']"
E-High,2,charismatic,"['charismatic', 'magnetic']"
E-High,3,adventurous,"['adventurous', 'adventuresome']"
E-High,4,energetic,"['gumptious', 'up-and-coming', 'industrious', 'energetic']"
E-High,5,outgoing,"['extroverted', 'outgoing', 'forthcoming']"
E-High,6,effervescent,"['effervescent', 'sparkling', 'bubbling']"
E-High,7,assertive,"['assertive', 'self-assertive', 'self-asserting']"
E-High,8,exuberant,"['exuberant', 'excessive', 'ebullient', 'extravagant', 'high-spirited']"
E-High,9,lively,"['lively', 'alert', 'brisk', 'racy']"
E-High,10,flamboyant,"['florid', 'splashy', 'flamboyant', 'aureate', 'showy']"
O-High,1,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
O-High,2,enthusiastic,['enthusiastic']
O-High,3,innovative,"['forward-looking', 'innovative', 'modern', 'advanced']"
O-High,4,artistic,"['esthetic', 'aesthetic', 'artistic']"
O-High,5,adventurous,"['adventurous', 'adventuresome']"
O-High,6,introspective,"['introverted', 'self-examining', 'introspective']"
O-High,7,curious,"['peculiar', 'queer', 'curious', 'odd', 'funny']"
O-High,8,imaginative,"['imaginative', 'inventive']"
O-High,9,open-minded,['open-minded']
O-High,10,energetic,"['gumptious', 'up-and-coming', 'industrious', 'energetic']"
N-High,1,vulnerable,['vulnerable']
N-High,2,emotionally,[]
N-High,3,sensitivity-driven,[]
N-High,4,defensive,"['justificative', 'defensive', 'justificatory']"
N-High,5,self-critical,[]
N-High,6,impulsive,"['unprompted', 'driving', 'impulsive']"
N-High,7,dissociative,['dissociative']
N-High,8,hypersensitive,"['hypersensitive', 'allergic', 'hypersensitised', 'hypersensitized', 'sensitized']"
N-High,9,maladaptive,['maladaptive']
N-High,10,resilience-challenged,[]
A-High,1,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,2,empathetic,"['empathic', 'empathetic']"
A-High,3,compassionate,['compassionate']
A-High,4,gentle,"['soft', 'gentle', 'aristocratic']"
A-High,5,cooperative,"['concerted', 'conjunctive', 'cooperative', 'conjunct']"
A-High,6,warm-hearted,[]
A-High,7,caring,['caring']
A-High,8,understanding,['understanding']
A-High,9,sociable,['sociable']
A-High,10,benevolent,"['sympathetic', 'benevolent', 'kindly', 'charitable']"
E-Low,1,solitary,"['nongregarious', 'solitary', 'lonely', 'nonsocial', 'lone']"
E-Low,2,reserved,['reserved']
E-Low,3,introverted,"['introverted', 'self-examining', 'introspective']"
E-Low,4,cautious,"['conservative', 'cautious']"
E-Low,5,reflective,"['meditative', 'brooding', 'musing', 'contemplative', 'broody']"
E-Low,6,low-key,"['subdued', 'low-key', 'low-keyed']"
E-Low,7,private,"['private', 'secret', 'individual']"
E-Low,8,reservedly,[]
E-Low,9,unassuming,"['unassuming', 'retiring']"
E-Low,10,quietly,[]
C-Low,1,distractible,[]
C-Low,2,disjointed,"['garbled', 'disjointed', 'confused', 'disconnected', 'disordered']"
C-Low,3,restless,"['ungratified', 'unsatisfied', 'restless']"
C-Low,4,impetuous,"['impulsive', 'impetuous', 'madcap', 'tearaway', 'hotheaded']"
C-Low,5,scattered,"['disjointed', 'scattered', 'confused', 'disconnected', 'disordered']"
C-Low,6,easily,[]
C-Low,7,frantic,"['frenetic', 'phrenetic', 'frantic', 'delirious', 'frenzied']"
C-Low,8,spontaneous,"['self-generated', 'ad-lib', 'unwritten', 'spontaneous']"
C-Low,9,unstructured,"['unstructured', 'amorphous']"
C-Low,10,emotionally,[]
C-High,1,disciplined,['disciplined']
C-High,2,meticulous,"['meticulous', 'punctilious']"
C-High,3,motivated,['motivated']
C-High,4,responsible,"['responsible_for', 'responsible', 'creditworthy']"
C-High,5,efficient,"['effective', 'efficient']"
