MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score,MAC_Score_Comparison,NAR_Score_Comparison,PSY_Score_Comparison
3,1,1,1,1,2,1,1,1,3,1,1,1,2,3,3,3,3,1,3,1,1,1,1,5,1,1,1.3333333333333333,2.6666666666666665,1.2222222222222223,low,low,low
5,1,3,1,1,2,1,1,1,3,1,1,2,2,3,4,5,3,1,3,1,1,1,4,1,1,1,1.7777777777777777,2.6666666666666665,2.0,low,low,low
5,1,3,1,1,2,1,1,1,4,1,1,1,3,3,4,3,3,1,5,1,1,1,5,1,1,1,1.7777777777777777,3.0,1.8888888888888888,low,high,low
5,1,2,1,1,3,1,1,2,2,1,3,1,2,3,4,3,1,1,3,1,1,1,5,1,1,1,1.8888888888888888,2.6666666666666665,2.111111111111111,low,low,high
3,1,3,1,1,2,1,1,1,3,1,1,2,3,3,4,3,2,1,3,1,1,1,1,5,1,1,1.5555555555555556,2.888888888888889,1.2222222222222223,low,low,low
5,1,2,1,1,5,1,1,1,4,1,3,2,4,3,4,5,5,1,3,1,2,1,1,1,1,1,2.0,3.4444444444444446,1.7777777777777777,low,high,low
5,1,4,1,1,3,1,1,1,2,1,5,2,4,3,4,5,5,1,5,1,1,1,1,1,1,1,2.0,3.4444444444444446,1.4444444444444444,low,high,low
5,1,3,1,1,5,1,1,1,4,1,3,2,4,3,4,5,3,1,3,1,1,1,5,3,1,1,2.111111111111111,3.2222222222222223,1.8888888888888888,low,high,low
5,1,2,1,1,5,1,1,2,2,1,1,2,3,3,4,5,1,1,3,1,1,1,2,5,1,1,2.111111111111111,2.4444444444444446,1.3333333333333333,low,low,low
5,1,3,2,1,2,1,1,2,3,1,1,1,4,3,4,5,3,1,4,1,1,1,1,5,1,1,2.0,2.7777777777777777,1.1111111111111112,low,low,low
