EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
5,5,3,1,5,1,4,2,4,4,5,5,3,2,4,5,3,4,5,4,1,4,1,5,4,4,2,5,3,4,1,4,3,5,5,5,1,3,3,3,3,4,3,3,4.875,2.25,3.3333333333333335,3.4444444444444446,3.5
5,5,3,1,5,1,4,4,5,4,5,5,3,2,4,5,3,4,5,4,1,3,1,5,4,4,2,3,3,4,2,4,3,5,5,5,1,3,3,3,3,4,3,3,4.75,2.125,3.2222222222222223,3.0,3.5
5,5,3,1,5,1,4,2,4,4,5,5,3,2,4,5,3,4,5,4,1,3,1,5,4,5,2,3,3,4,1,3,3,5,5,5,1,3,3,3,3,4,3,3,5.0,2.25,3.111111111111111,3.2222222222222223,3.5
5,5,3,1,5,1,4,2,4,4,5,5,3,2,4,5,3,4,5,4,1,3,1,5,4,4,2,3,3,4,1,3,3,5,5,5,1,3,3,3,1,4,2,3,4.875,2.25,3.111111111111111,3.3333333333333335,3.7
5,5,3,1,5,1,5,2,4,4,5,5,3,2,4,5,3,4,2,4,1,4,1,5,4,4,2,3,3,4,2,3,3,5,5,5,1,3,3,3,1,4,3,3,4.75,1.875,3.3333333333333335,3.2222222222222223,3.7
5,2,3,1,5,1,4,4,4,4,5,5,3,2,4,5,3,4,2,4,1,3,1,5,4,4,2,5,3,4,2,4,3,5,5,5,1,3,3,3,3,4,3,3,4.75,1.875,3.5555555555555554,3.2222222222222223,3.5
5,5,3,1,5,1,5,2,4,4,5,5,3,2,4,5,3,4,2,4,1,4,1,5,4,5,2,5,3,4,1,4,3,4,5,5,1,3,2,3,3,4,2,3,5.0,1.875,3.4444444444444446,3.5555555555555554,3.5
5,2,3,1,5,1,4,2,4,4,5,5,3,2,4,5,3,4,5,4,1,3,1,5,4,4,2,3,3,4,1,4,3,4,5,5,1,3,2,3,3,4,3,3,4.875,2.25,3.5555555555555554,3.2222222222222223,3.5
5,5,3,1,5,1,5,4,5,4,5,5,3,2,4,5,3,4,5,4,1,4,1,5,4,4,2,3,3,4,2,3,3,4,5,5,1,3,3,3,3,4,3,3,4.75,2.25,3.3333333333333335,3.0,3.5
5,5,3,1,5,1,4,2,5,4,5,5,3,2,4,5,3,4,2,4,1,3,1,5,4,4,5,5,3,4,2,4,3,4,5,5,1,3,2,3,3,4,3,3,4.75,1.75,2.888888888888889,3.4444444444444446,3.5
