Label,Num,Adjectives
N-Low,1,composed
N-Low,2,stable
N-Low,3,even-tempered
N-Low,4,resilient
N-Low,5,calm-centered
N-Low,6,serenely
N-Low,7,emotionally
N-Low,8,peaceful
N-Low,9,adaptable
N-Low,10,gentle-souled
O-Low,1,conservative
O-Low,2,traditional
O-Low,3,predictable
O-Low,4,staid
O-Low,5,conservative-minded
O-Low,6,established
O-Low,7,resistant
O-Low,8,familiarity-driven
O-Low,9,predictable
O-Low,10,established
A-Low,1,inquisitive
A-Low,2,straightforward
A-Low,3,assertive
A-Low,4,analytical
A-Low,5,cautious
A-Low,6,perceptive
A-Low,7,critical
A-Low,8,resolute
A-Low,9,discerning
A-Low,10,uncompromising
E-High,1,vibrant
E-High,2,charismatic
E-High,3,outgoing
E-High,4,energetic
E-High,5,adventurous
E-High,6,confident
E-High,7,lively
E-High,8,chatty
E-High,9,extroverted
E-High,10,effervescent
O-High,1,visionary
O-High,2,inquisitive
O-High,3,adventurous
O-High,4,creative
O-High,5,analytical
O-High,6,enthusiastic
O-High,7,innovative
O-High,8,artistic
O-High,9,perceptive
O-High,10,exploratory
N-High,1,vulnerable
N-High,2,sensitive
N-High,3,hypervigilant
N-High,4,emotionally
N-High,5,self-destructive
N-High,6,reactive
N-High,7,defensive
N-High,8,intense
N-High,9,disorganized
N-High,10,fragile
A-High,1,affable
A-High,2,empathetic
A-High,3,compassionate
A-High,4,cooperative
A-High,5,generous
A-High,6,kind-hearted
A-High,7,considerate
A-High,8,diplomatic
A-High,9,supportive
A-High,10,benevolent
E-Low,1,reflective
E-Low,2,cautious
E-Low,3,introverted
E-Low,4,reserved
E-Low,5,discreet
E-Low,6,analytical
E-Low,7,introspective
E-Low,8,hesitant
E-Low,9,private
E-Low,10,low-key
C-Low,1,distractible
C-Low,2,impulsive
C-Low,3,disorganized
C-Low,4,unpredictable
C-Low,5,careless
C-Low,6,restless
C-Low,7,flighty
C-Low,8,spontaneous
C-Low,9,unreliable
C-Low,10,chaotic
C-High,1,disciplined
C-High,2,efficient
C-High,3,responsible
C-High,4,motivated
C-High,5,organized
C-High,6,diligent
C-High,7,pragmatic
C-High,8,punctual
C-High,9,proactive
C-High,10,accountable
E-Low-N-Low-A-Low-C-High-O-Low,1,reserved
E-Low-N-Low-A-Low-C-High-O-Low,2,disciplined
E-Low-N-Low-A-Low-C-High-O-Low,3,cautious
E-Low-N-Low-A-Low-C-High-O-Low,4,reliable
E-Low-N-Low-A-Low-C-High-O-Low,5,efficient
