Label,Num,Adjectives,Synonyms
N-High,1,sensitive,"['sensitive', 'sensible']"
N-High,2,reactive,"['responsive', 'reactive']"
N-High,3,vulnerable,['vulnerable']
N-High,4,perfectionistic,[]
N-High,5,overanalytical,[]
N-High,6,dependent,"['dependent', 'qualified', 'dependant']"
N-High,7,isolated,"['detached', 'stray', 'isolated', 'separated']"
N-High,8,impulsive,"['driving', 'impulsive', 'unprompted']"
N-High,9,catastrophizing,[]
N-High,10,avoidant,[]
N-High,11,sensitive,"['sensitive', 'sensible']"
N-High,12,reactive,"['responsive', 'reactive']"
N-High,13,vulnerable,['vulnerable']
N-High,14,perfectionistic,[]
N-High,15,overanalytical,[]
N-High,16,dependent,"['dependent', 'qualified', 'dependant']"
N-High,17,isolated,"['detached', 'stray', 'isolated', 'separated']"
N-High,18,impulsive,"['driving', 'impulsive', 'unprompted']"
N-High,19,catastrophizing,[]
N-High,20,avoidant,[]
A-Low,1,determined,"['determined', 'dictated']"
A-Low,2,critical,"['vital', 'critical']"
A-Low,3,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,4,punctual,['punctual']
A-Low,5,inquisitive,"['speculative', 'questioning', 'wondering', 'inquisitive']"
A-Low,6,diligent,"['diligent', 'persevering']"
A-Low,7,analytical,"['analytic', 'analytical']"
A-Low,8,independent,"['independent', 'sovereign', 'autonomous', 'self-governing']"
A-Low,9,energetic,"['up-and-coming', 'energetic', 'gumptious', 'industrious']"
A-Low,10,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
A-Low,11,determined,"['determined', 'dictated']"
A-Low,12,critical,"['vital', 'critical']"
A-Low,13,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,14,punctual,['punctual']
A-Low,15,inquisitive,"['speculative', 'questioning', 'wondering', 'inquisitive']"
A-Low,16,diligent,"['diligent', 'persevering']"
A-Low,17,analytical,"['analytic', 'analytical']"
A-Low,18,independent,"['independent', 'sovereign', 'autonomous', 'self-governing']"
A-Low,19,energetic,"['up-and-coming', 'energetic', 'gumptious', 'industrious']"
A-Low,20,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
C-High,1,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,2,dedicated,"['dedicated', 'consecrated', 'consecrate']"
C-High,3,driven,"['driven', 'compulsive', 'impelled', 'goaded']"
C-High,4,efficient,"['effective', 'efficient']"
C-High,5,foresighted,"['farseeing', 'prospicient', 'foresighted', 'foresightful', 'farsighted']"
C-High,6,goal-oriented,[]
C-High,7,humble,"['low', 'modest', 'humble', 'lowly', 'small']"
C-High,8,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
C-High,9,organized,"['organized', 'organised', 'unionized']"
C-High,10,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
C-High,11,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,12,dedicated,"['dedicated', 'consecrated', 'consecrate']"
C-High,13,driven,"['driven', 'compulsive', 'impelled', 'goaded']"
C-High,14,efficient,"['effective', 'efficient']"
C-High,15,foresighted,"['farseeing', 'prospicient', 'foresighted', 'foresightful', 'farsighted']"
C-High,16,goal-oriented,[]
C-High,17,humble,"['low', 'modest', 'humble', 'lowly', 'small']"
C-High,18,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
C-High,19,organized,"['organized', 'organised', 'unionized']"
C-High,20,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
O-Low,1,steadfast,"['firm', 'unbendable', 'stiff', 'steady', 'steadfast']"
O-Low,2,consistent,"['coherent', 'reproducible', 'consistent']"
O-Low,3,traditionalist,"['hidebound', 'traditionalist']"
O-Low,4,pragmatic,"['pragmatic', 'pragmatical', 'matter-of-fact']"
O-Low,5,reliable,"['honest', 'reliable', 'dependable']"
O-Low,6,resolute,"['unhesitating', 'resolute']"
O-Low,7,savvy,[]
O-Low,8,methodical,['methodical']
O-Low,9,familiarity-seeking,[]
O-Low,10,cautious,"['conservative', 'cautious']"
O-Low,11,steadfast,"['firm', 'unbendable', 'stiff', 'steady', 'steadfast']"
O-Low,12,consistent,"['coherent', 'reproducible', 'consistent']"
O-Low,13,traditionalist,"['hidebound', 'traditionalist']"
O-Low,14,pragmatic,"['pragmatic', 'pragmatical', 'matter-of-fact']"
O-Low,15,reliable,"['honest', 'reliable', 'dependable']"
O-Low,16,resolute,"['unhesitating', 'resolute']"
O-Low,17,savvy,[]
O-Low,18,methodical,['methodical']
O-Low,19,familiarity-seeking,[]
O-Low,20,cautious,"['conservative', 'cautious']"
A-High,1,compassionate,['compassionate']
A-High,2,generous,['generous']
A-High,3,hospitable,['hospitable']
A-High,4,sympathetic,"['kindly', 'charitable', 'sympathetic', 'benevolent']"
A-High,5,attentive,"['paying_attention', 'heedful', 'attentive', 'thoughtful']"
A-High,6,sensitive,"['sensitive', 'sensible']"
A-High,7,diplomatic,"['diplomatical', 'diplomatic']"
