MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score
4,4,5,4,4,3,4,4,4,4,2,5,5,5,4,4,4,4,4,3,4,4,4,5,3,1,2,4.0,3.888888888888889,3.3333333333333335
4,5,5,3,4,4,4,5,5,4,2,3,4,4,4,4,4,4,1,3,4,4,4,4,5,4,4,4.333333333333333,3.4444444444444446,3.2222222222222223
4,4,4,4,5,3,4,4,5,3,3,4,5,4,4,4,3,4,4,4,3,3,4,5,5,1,4,4.111111111111111,3.5555555555555554,3.0
4,4,5,4,4,3,4,5,4,3,4,4,4,4,3,2,3,3,3,4,3,2,4,5,5,5,4,4.111111111111111,3.111111111111111,3.2222222222222223
4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,4,5,4,1,4,4.111111111111111,3.3333333333333335,3.111111111111111
4,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,1,4,4,5,5,3,4,4.222222222222222,3.3333333333333335,3.111111111111111
4,4,5,4,4,4,5,5,3,4,3,4,4,4,4,3,3,5,1,3,4,4,4,5,3,1,4,4.222222222222222,3.5555555555555554,3.2222222222222223
5,4,4,3,5,3,4,5,5,4,2,3,2,4,2,4,3,4,4,3,4,4,3,5,5,4,3,4.222222222222222,3.5555555555555554,3.4444444444444446
4,5,4,3,4,4,4,5,5,5,3,3,4,4,4,4,3,3,5,4,1,2,5,4,4,1,3,4.222222222222222,3.4444444444444446,2.7777777777777777
4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,4,1,4,4,5,3,4,4,3.888888888888889,3.4444444444444446,3.3333333333333335
