MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score,MAC_Score_Comparison,NAR_Score_Comparison,PSY_Score_Comparison
4,4,5,5,5,1,3,5,5,5,4,5,5,4,3,5,3,4,5,4,4,4,4,5,3,5.0,5,4.111111111111111,4.0,4.111111111111111,high,high,high
4,4,4,2,3,4,4,5,5,5,3,4,4,4,4,5,1,4,4,3,4,3,4,5,3,5.0,4,3.888888888888889,4.0,3.888888888888889,high,high,high
4,5,5,5,4,4,5,5,2,5,3,4,4,4,4,4,4,5,5,2,5,4,4,5,5,5.0,4,4.333333333333333,3.6666666666666665,4.111111111111111,high,high,high
5,5,5,5,4,1,4,5,3,4,2,5,5,3,4,4,3,5,1,1,4,5,4,5,4,,5,4.111111111111111,3.888888888888889,,high,high,low
5,4,4,3,5,4,5,5,4,5,1,5,5,4,3,4,3,4,5,1,5,4,4,5,5,,5,4.333333333333333,4.222222222222222,,high,high,low
4,4,5,4,5,3,4,5,5,5,4,4,4,4,3,4,2,4,5,4,3,5,5,5,4,1.0,5,4.333333333333333,3.7777777777777777,3.6666666666666665,high,high,high
3,5,5,3,4,4,4,4,4,4,3,5,5,4,4,3,3,5,5,3,5,5,5,5,4,,5,4.0,3.7777777777777777,,high,high,low
4,4,5,4,5,3,4,5,4,5,1,4,4,4,4,3,3,5,5,2,4,5,4,5,5,1.0,4,4.222222222222222,3.888888888888889,3.6666666666666665,high,high,high
5,5,4,4,5,4,4,5,2,5,2,5,5,4,2,4,4,4,5,2,4,3,5,5,3,,4,4.222222222222222,4.111111111111111,,high,high,low
3,3,4,4,5,4,4,5,4,4,2,4,4,4,2,5,3,4,4,3,5,5,5,5,5,,5,4.0,4.0,,high,high,low
