MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score,MAC_Score_Comparison,NAR_Score_Comparison,PSY_Score_Comparison
5,1,5,1,1,5,1,1,5,4,1,1,5,4,3,4,1,5,1,2,1,5,5,5,1,1,1,2.7777777777777777,4.0,3.111111111111111,low,high,high
5,1,5,1,1,5,1,1,5,4,1,5,1,4,2,4,1,5,1,3,1,1,5,1,1,1,1,2.7777777777777777,4.111111111111111,2.111111111111111,low,high,high
5,1,5,1,1,5,1,1,5,4,1,5,5,4,2,4,1,5,1,2,1,5,5,5,1,1,1,2.7777777777777777,4.555555555555555,3.111111111111111,low,high,high
5,1,5,1,1,5,1,1,5,4,1,5,1,4,3,4,1,5,1,2,1,1,5,4,1,1,5,2.7777777777777777,4.0,3.0,low,high,high
5,1,5,1,1,3,1,1,5,4,1,1,1,4,3,4,1,5,1,5,5,5,5,5,1,1,1,2.555555555555556,3.555555555555556,3.2222222222222223,low,high,high
5,1,5,1,1,3,1,1,5,4,1,5,5,4,3,4,1,5,1,5,5,1,5,5,1,1,5,2.555555555555556,4.444444444444445,3.2222222222222223,low,high,high
5,1,5,1,1,5,1,1,5,4,1,1,1,4,3,4,1,5,1,5,1,5,5,4,1,1,5,2.7777777777777777,3.555555555555556,3.111111111111111,low,high,high
5,1,5,1,1,3,1,1,5,4,1,5,5,4,3,4,1,5,1,5,5,5,5,5,1,1,1,2.555555555555556,4.444444444444445,3.2222222222222223,low,high,high
5,1,5,2,1,5,1,1,5,4,1,1,5,4,3,4,1,5,1,5,1,5,5,4,1,1,1,2.888888888888889,4.0,2.6666666666666665,low,high,high
5,1,5,1,1,3,1,1,5,4,1,1,5,4,2,4,1,5,1,5,1,5,5,4,1,1,1,2.555555555555556,4.111111111111111,2.6666666666666665,low,high,high
