MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score,MAC_Score_Comparison,NAR_Score_Comparison,PSY_Score_Comparison
2,1,5,2,1,3,1,1,2,4,1,5,1,4,2,4,3,5,1,2,1,2,1,5,3,1,1,2.0,3.888888888888889,2.111111111111111,low,high,high
5,1,4,2,1,5,1,1,2,4,1,2,1,4,2,4,3,5,1,2,1,2,1,5,4,1,1,2.4444444444444446,3.555555555555556,2.0,low,high,low
5,1,5,2,1,2,1,1,2,4,1,5,1,4,2,4,3,5,1,3,1,2,1,5,4,1,1,2.2222222222222223,3.888888888888889,1.8888888888888888,low,high,low
2,1,5,2,1,3,1,1,5,4,1,4,1,4,2,4,3,5,1,5,1,2,1,5,4,1,1,2.333333333333333,3.7777777777777777,1.6666666666666667,low,high,low
5,1,4,2,1,3,1,1,1,4,1,2,1,4,3,4,3,5,1,3,1,2,1,5,4,1,1,2.111111111111111,3.4444444444444446,1.8888888888888888,low,high,low
5,1,4,2,1,5,1,1,2,4,1,2,1,4,2,4,3,5,1,5,1,2,1,5,4,1,1,2.4444444444444446,3.555555555555556,1.6666666666666667,low,high,low
5,1,4,2,1,3,1,1,5,4,1,4,1,4,2,4,3,5,1,2,1,2,1,5,4,1,1,2.555555555555556,3.7777777777777777,2.0,low,high,low
5,1,5,2,1,2,1,1,1,4,1,2,1,4,2,4,3,5,1,2,1,2,1,5,3,1,1,2.111111111111111,3.555555555555556,2.111111111111111,low,high,high
5,1,5,2,1,3,1,1,5,4,1,2,1,4,3,4,3,5,1,2,1,2,1,5,2,1,1,2.6666666666666665,3.4444444444444446,2.2222222222222223,low,high,high
5,1,4,2,1,3,1,1,1,4,1,2,1,4,3,4,3,5,1,3,1,2,1,5,4,1,1,2.111111111111111,3.4444444444444446,1.8888888888888888,low,high,low
