MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score
5,1,5,2,1,2,1,1,5,4,1,4,1,4,2,4,1,5,1,5,5,1,1,5,4,1,1,2.5555555555555554,4.0,2.0
5,1,5,2,1,3,1,1,5,5,1,4,1,4,2,4,1,4,1,3,1,2,1,5,4,1,1,2.6666666666666665,4.0,1.8888888888888888
5,1,5,2,1,5,1,1,2,4,1,5,1,4,3,4,1,4,1,4,1,2,1,5,4,1,1,2.5555555555555554,3.888888888888889,1.7777777777777777
5,1,4,2,1,3,1,1,5,5,1,1,1,4,2,4,1,5,1,3,1,2,1,5,3,1,1,2.5555555555555554,3.7777777777777777,2.0
5,1,5,2,1,3,1,1,5,4,1,1,1,4,2,4,1,4,1,5,4,1,1,5,4,1,1,2.6666666666666665,3.5555555555555554,1.8888888888888888
5,1,5,2,1,5,1,1,5,4,1,1,1,4,3,4,1,4,1,3,1,2,1,5,4,1,1,2.888888888888889,3.4444444444444446,1.8888888888888888
5,1,5,2,1,3,1,1,5,5,1,5,1,4,3,4,1,5,1,5,5,2,1,5,3,1,1,2.6666666666666665,4.111111111111111,2.2222222222222223
5,1,5,2,1,3,1,1,2,4,1,5,1,4,2,4,1,4,1,3,5,2,1,5,3,1,1,2.3333333333333335,4.0,2.4444444444444446
5,1,4,2,1,3,1,1,2,4,1,5,1,4,2,4,1,4,1,3,1,2,1,5,4,1,1,2.2222222222222223,4.0,1.8888888888888888
5,1,5,2,1,2,1,1,2,4,1,4,1,4,2,4,1,4,1,3,5,2,1,5,3,1,1,2.2222222222222223,3.888888888888889,2.4444444444444446
