Label,Num,Adjectives
T,1,analytical
T,2,objective
T,3,rational
T,4,efficient
T,5,pragmatic
T,6,systematic
T,7,logical
T,8,independent
T,9,self-reliant
T,10,dedicated
T,11,analytical
T,12,objective
T,13,rational
T,14,efficient
T,15,pragmatic
T,16,systematic
T,17,logical
T,18,independent
T,19,self-reliant
T,20,dedicated
F,1,compassionate
F,2,sympathetic
F,3,sensitive
F,4,emotional
F,5,sympathetic
F,6,cooperative
F,7,harmonious
F,8,companionship-driven
F,9,sympathetic
F,10,philanthropic
F,11,compassionate
F,12,sympathetic
F,13,sensitive
F,14,emotional
F,15,sympathetic
F,16,cooperative
F,17,harmonious
F,18,companionship-driven
F,19,sympathetic
F,20,philanthropic
N,1,visionary
N,2,insightful
N,3,mystical
N,4,symbolic
N,5,futuristic
N,6,philosophical
N,7,symbolist
N,8,prophetic
N,9,enigmatic
N,10,speculative
N,11,visionary
N,12,insightful
N,13,mystical
N,14,symbolic
N,15,futuristic
N,16,philosophical
N,17,symbolist
N,18,prophetic
N,19,enigmatic
N,20,speculative
J,1,analytical
J,2,methodical
J,3,structured
J,4,discerning
J,5,punctual
J,6,efficient
J,7,systematic
J,8,pragmatic
J,9,predictive
J,10,conscientious
J,11,analytical
J,12,methodical
J,13,structured
J,14,discerning
J,15,punctual
J,16,efficient
J,17,systematic
J,18,pragmatic
J,19,predictive
J,20,conscientious
P,1,opportunistic
P,2,adaptive
P,3,nimble
P,4,resourceful
P,5,open-minded
P,6,curious
P,7,lively
P,8,flexible
P,9,resourceful
P,10,adventurous
P,11,opportunistic
P,12,adaptive
P,13,nimble
P,14,resourceful
P,15,open-minded
P,16,curious
P,17,lively
P,18,flexible
P,19,resourceful
P,20,adventurous
E,1,social
E,2,energizing
E,3,outgoing
E,4,talkative
E,5,enthusiastic
E,6,excitable
E,7,lively
E,8,vibrant
E,9,charismatic
E,10,dynamic
E,11,social
E,12,energizing
E,13,outgoing
E,14,talkative
E,15,enthusiastic
E,16,excitable
E,17,lively
E,18,vibrant
E,19,charismatic
E,20,dynamic
I,1,reserved
I,2,serenely
I,3,sensitively
I,4,thoughtful
I,5,peacefully
I,6,quietly
I,7,calmly
I,8,humbly
