Label,Num,Adjectives
N-High,1,conceited
N-High,2,egotistical
N-High,3,haughty
N-High,4,pompous
N-High,5,superior
N-High,6,vain
N-High,7,arrogant
N-High,8,grandiose
N-High,9,self-aggrandizing
N-High,10,inflated
M-High,1,machiavellian
M-High,2,scheming
M-High,3,cunning
M-High,4,calculating
M-High,5,maneuvering
M-High,6,duplicitous
M-High,7,ambitious
M-High,8,cold-blooded
M-High,9,mercenary
M-High,10,realpolitik
P-Low,1,compassionate
P-Low,2,reflective
P-Low,3,solicitous
P-Low,4,considerate
P-Low,5,empathetic
P-Low,6,prudent
P-Low,7,altruistic
P-Low,8,thoughtful
P-Low,9,guarded
P-Low,10,nurturing
M-Low,1,unwavering
M-Low,2,straightforward
M-Low,3,authentic
M-Low,4,principled
M-Low,5,transparent
M-Low,6,decorum
M-Low,7,uncompromising
M-Low,8,trustworthy
M-Low,9,candid
M-Low,10,unimpeachable
P-High,1,reckless
P-High,2,daredevil
P-High,3,unpredictable
P-High,4,self-centered
P-High,5,lawless
P-High,6,adrenaline-fueled
P-High,7,emotionally
P-High,8,ruthless
P-High,9,unconventional
P-High,10,manic
N-Low,1,unassuming
N-Low,2,self-effacing
N-Low,3,modest
N-Low,4,low-key
N-Low,5,unpretentious
N-Low,6,demure
N-Low,7,unobtrusive
N-Low,8,unassuming
N-Low,9,unostentatious
N-Low,10,modestly-minded
M-Low-N-High-P-High,1,authentic
M-Low-N-High-P-High,2,confident
M-Low-N-High-P-High,3,straightforward
M-Low-N-High-P-High,4,unapologetic
M-Low-N-High-P-High,5,impulsive
M-Low-N-High-P-High,6,thrill-seeking
M-Low-N-High-P-High,7,self-assured
M-Low-N-High-P-High,8,emotionally
M-Low-N-High-P-High,9,reckless
M-Low-N-High-P-High,10,uncompromising
M-High-N-High-P-Low,1,strategic
M-High-N-High-P-Low,2,pragmatic
M-High-N-High-P-Low,3,ambitious
M-High-N-High-P-Low,4,charismatic
M-High-N-High-P-Low,5,confident
M-High-N-High-P-Low,6,cunning
M-High-N-High-P-Low,7,adaptable
M-High-N-High-P-Low,8,results-oriented
M-High-N-High-P-Low,9,sophisticated
M-High-N-High-P-Low,10,astute
M-Low-N-High-P-Low,1,authentic
M-Low-N-High-P-Low,2,self-assured
M-Low-N-High-P-Low,3,empathetic
M-Low-N-High-P-Low,4,transparent
M-Low-N-High-P-Low,5,moralistic
M-Low-N-High-P-Low,6,reflective
M-Low-N-High-P-Low,7,idealistic
M-Low-N-High-P-Low,8,altruistic
M-Low-N-High-P-Low,9,sincere
M-Low-N-High-P-Low,10,compassionate
M-High-N-High-P-High,1,cunning
M-High-N-High-P-High,2,acalculous
M-High-N-High-P-High,3,manipulative
M-High-N-High-P-High,4,superior
M-High-N-High-P-High,5,dominant
M-High-N-High-P-High,6,callous
M-High-N-High-P-High,7,unpredictable
M-High-N-High-P-High,8,calculating
M-High-N-High-P-High,9,emotionally
M-High-N-High-P-High,10,ruthless
M-High-N-Low-P-Low,1,strategic
M-High-N-Low-P-Low,2,pragmatic
M-High-N-Low-P-Low,3,tactical
M-High-N-Low-P-Low,4,cautious
M-High-N-Low-P-Low,5,empathetic
M-High-N-Low-P-Low,6,discerning
M-High-N-Low-P-Low,7,unassuming
M-High-N-Low-P-Low,8,resourceful
M-High-N-Low-P-Low,9,mindful
M-High-N-Low-P-Low,10,calculating
M-Low-N-Low-P-High,1,uncompromising
M-Low-N-Low-P-High,2,direct
M-Low-N-Low-P-High,3,authentic
M-Low-N-Low-P-High,4,impulsive
M-Low-N-Low-P-High,5,thrill-seeking
M-Low-N-Low-P-High,6,emotionally
M-Low-N-Low-P-High,7,honest
M-Low-N-Low-P-High,8,unconventional
M-Low-N-Low-P-High,9,unassuming
M-Low-N-Low-P-High,10,unpredictable
M-Low-N-Low-P-Low,1,authentic
M-Low-N-Low-P-Low,2,compassionate
M-Low-N-Low-P-Low,3,reliable
M-Low-N-Low-P-Low,4,humane
M-Low-N-Low-P-Low,5,unassuming
M-Low-N-Low-P-Low,6,empathetic
M-Low-N-Low-P-Low,7,principled
M-Low-N-Low-P-Low,8,selfless
M-Low-N-Low-P-Low,9,mindful
M-Low-N-Low-P-Low,10,sincere
M-High-N-Low-P-High,1,cunning
M-High-N-Low-P-High,2,pragmatic
M-High-N-Low-P-High,3,enigmatic
M-High-N-Low-P-High,4,adaptable
M-High-N-Low-P-High,5,acalculating
M-High-N-Low-P-High,6,unflappable
M-High-N-Low-P-High,7,strategic
M-High-N-Low-P-High,8,evasive
M-High-N-Low-P-High,9,impulsive
M-High-N-Low-P-High,10,shadowy
