Label,Num,Adjectives
N-Low,1,composed
N-Low,2,stable
N-Low,3,serenene
N-Low,4,calmly
N-Low,5,resilient
N-Low,6,peaceful
N-Low,7,emotionally
N-Low,8,tranquil
N-Low,9,coping
N-Low,10,stoic
O-Low,1,conventional
O-Low,2,conservative
O-Low,3,traditionalist
O-Low,4,staid
O-Low,5,conservative-minded
O-Low,6,establishment-oriented
O-Low,7,settled
O-Low,8,loyal
O-Low,9,pragmatic
O-Low,10,respectful
A-Low,1,confrontational
A-Low,2,cautious
A-Low,3,ambitious
A-Low,4,critical
A-Low,5,assertive
A-Low,6,independent
A-Low,7,perceptive
A-Low,8,strategic
A-Low,9,pessimistic
A-Low,10,straightforward
E-High,1,effervescent
E-High,2,charismatic
E-High,3,outgoing
E-High,4,vibrant
E-High,5,confident
E-High,6,adventurous
E-High,7,lively
E-High,8,chatty
E-High,9,energetic
E-High,10,exuberant
O-High,1,visionary
O-High,2,enthusiastic
O-High,3,innovative
O-High,4,artistic
O-High,5,inquisitive
O-High,6,adventurous
O-High,7,imaginative
O-High,8,open-minded
O-High,9,curious
O-High,10,expressive
N-High,1,vulnerable
N-High,2,hyper-sensitive
N-High,3,dysregulated
N-High,4,self-destructive
N-High,5,emotionally
N-High,6,reactive
N-High,7,defensive
N-High,8,impulsive
N-High,9,emotionally
N-High,10,disconnected
A-High,1,empathetic
A-High,2,compassionate
A-High,3,affable
A-High,4,caring
A-High,5,gentle
A-High,6,sincere
A-High,7,considerate
A-High,8,supportive
A-High,9,nurturing
A-High,10,benevolent
E-Low,1,low-key
E-Low,2,reserved
E-Low,3,introverted
E-Low,4,quiet
E-Low,5,cautious
E-Low,6,introverted
E-Low,7,unassuming
E-Low,8,reflective
E-Low,9,private
E-Low,10,hesitant
C-Low,1,spontaneous
C-Low,2,chaotic
C-Low,3,impulsive
C-Low,4,disheveled
C-Low,5,reckless
C-Low,6,distractible
C-Low,7,careless
C-Low,8,frantic
C-Low,9,lax
C-Low,10,flighty
C-High,1,disciplined
C-High,2,meticulous
C-High,3,responsible
C-High,4,efficient
C-High,5,motivated
C-High,6,organized
C-High,7,self-sufficient
C-High,8,punctual
C-High,9,goal-oriented
C-High,10,persevering
E-Low-N-Low-A-Low-C-High-O-Low,1,reserved
E-Low-N-Low-A-Low-C-High-O-Low,2,analytical
E-Low-N-Low-A-Low-C-High-O-Low,3,disciplined
E-Low-N-Low-A-Low-C-High-O-Low,4,cautious
E-Low-N-Low-A-Low-C-High-O-Low,5,traditional
