EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
1,1,3,2,4,1,4,4,2,5,5,1,2,2,5,5,3,4,2,5,1,4,2,2,4,2,1,3,2,5,2,4,3,2,3,5,1,3,2,5,3,4,4,4,4.0,2.75,4.333333333333333,2.6666666666666665,4.3,high,high,low,low,high
1,2,2,2,4,1,4,4,2,4,1,2,2,2,5,1,4,4,2,5,1,3,3,2,4,5,2,2,2,5,2,4,2,2,3,1,2,2,2,5,3,4,4,3,2.875,2.75,3.888888888888889,2.111111111111111,4.1,low,high,low,low,high
5,2,3,2,4,1,4,4,2,4,1,2,2,2,4,5,4,4,2,4,1,4,2,1,4,5,1,3,2,4,2,4,2,2,2,1,2,3,2,4,3,4,4,4,3.875,2.875,4.111111111111111,2.555555555555556,3.9,high,high,low,low,high
5,2,2,2,4,1,4,4,2,5,1,2,2,2,4,5,4,4,2,5,1,4,1,1,4,2,1,2,4,4,2,4,2,2,2,5,1,2,2,4,3,4,4,4,4.0,3.125,4.222222222222222,2.333333333333333,4.1,high,high,low,high,high
5,2,3,1,5,1,4,4,1,5,1,2,2,2,4,5,3,4,2,5,1,3,2,1,5,4,1,3,4,5,2,4,3,2,2,5,1,3,2,4,3,4,4,5,4.25,3.125,4.0,2.6666666666666665,4.5,high,high,low,high,high
1,2,3,1,4,1,4,4,2,5,1,2,3,2,5,5,4,4,2,5,1,4,2,1,4,5,1,3,4,5,2,3,2,2,2,1,1,2,2,5,3,4,4,5,3.375,3.0,4.111111111111111,2.555555555555556,4.5,low,high,low,high,high
5,2,2,2,4,1,4,4,2,5,5,2,2,2,4,5,4,4,2,5,1,4,2,2,4,5,2,2,4,4,2,4,2,2,2,1,2,2,2,4,3,4,4,4,4.375,3.0,4.0,2.2222222222222223,4.1,high,high,low,high,high
1,2,2,1,5,1,4,4,1,5,1,2,2,2,5,1,3,4,2,5,1,3,4,2,4,1,1,3,4,5,2,4,3,1,2,1,2,3,2,5,3,3,4,3,2.375,3.125,3.7777777777777777,2.333333333333333,4.4,low,low,low,high,high
5,2,2,1,4,1,4,4,1,5,1,2,2,2,5,1,4,4,2,5,1,3,1,1,5,2,1,2,4,5,2,4,2,1,3,1,1,2,2,4,3,4,4,3,3.0,3.25,4.111111111111111,2.333333333333333,4.2,low,high,low,high,high
1,2,2,2,5,1,4,4,2,5,5,2,2,2,5,5,4,4,2,5,1,4,2,1,4,2,2,2,3,5,2,4,2,2,2,1,1,2,2,5,3,4,4,5,3.5,3.0,4.111111111111111,2.2222222222222223,4.6,high,high,low,high,high
