Label,Num,Adjectives,Synonyms
O-High,1,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
O-High,2,inquisitive,"['wondering', 'questioning', 'inquisitive', 'speculative']"
O-High,3,creative,"['originative', 'creative']"
O-High,4,enthusiastic,['enthusiastic']
O-High,5,intellectual,"['noetic', 'rational', 'intellectual', 'cerebral']"
O-High,6,adventurous,"['adventurous', 'adventuresome']"
O-High,7,artistic,"['esthetic', 'artistic', 'aesthetic']"
O-High,8,free-thinking,"['latitudinarian', 'free-thinking', 'undogmatical', 'undogmatic']"
O-High,9,curious-minded,[]
O-High,10,dreamer,[]
O-Low,1,conventional,"['established', 'conventional']"
O-Low,2,conservative,"['button-down', 'conservative', 'cautious']"
O-Low,3,traditional,['traditional']
O-Low,4,staid,"['staid', 'sedate']"
O-Low,5,orthodox,"['orthodox', 'eastern_orthodox', 'jewish-orthodox']"
O-Low,6,respectful,"['respectful', 'reverential', 'venerating']"
O-Low,7,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
O-Low,8,sentimental,"['maudlin', 'bathetic', 'sentimental', 'drippy', 'hokey']"
O-Low,9,cautionary,"['prophylactic', 'exemplary', 'admonitory', 'cautionary']"
O-Low,10,unadventurous,['unadventurous']
C-High,1,diligent,"['persevering', 'diligent']"
C-High,2,meticulous,"['meticulous', 'punctilious']"
C-High,3,resolute,"['resolute', 'unhesitating']"
C-High,4,methodical,['methodical']
C-High,5,industrious,"['industrious', 'energetic', 'tireless', 'untiring', 'hardworking']"
C-High,6,pragmatic,"['pragmatic', 'matter-of-fact', 'pragmatical']"
C-High,7,disciplined,['disciplined']
C-High,8,persevering,"['persevering', 'diligent']"
C-High,9,systematic,"['systematic', 'taxonomical', 'taxonomic']"
C-High,10,punctual,['punctual']
N-Low,1,composed,['composed']
N-Low,2,phlegmatic,"['phlegmatical', 'phlegmatic']"
N-Low,3,stoic,"['stoic', 'stoical']"
N-Low,4,serene,"['calm', 'serene', 'tranquil', 'unagitated']"
N-Low,5,calmative,[]
N-Low,6,equable,"['good-tempered', 'placid', 'equable', 'even-tempered']"
N-Low,7,laid-back,"['mellow', 'laid-back']"
N-Low,8,philosophical,"['philosophic', 'philosophical']"
N-Low,9,sanguine,"['rubicund', 'florid', 'ruddy', 'sanguine']"
N-Low,10,unflappable,"['unflappable', 'imperturbable']"
E-High,1,vivacious,"['vivacious', 'vibrant']"
E-High,2,exuberant,"['excessive', 'ebullient', 'extravagant', 'high-spirited', 'exuberant']"
E-High,3,charismatic,"['magnetic', 'charismatic']"
E-High,4,confident,"['convinced', 'positive', 'confident']"
E-High,5,spontaneous,"['spontaneous', 'ad-lib', 'self-generated', 'unwritten']"
E-High,6,outgoing,"['outgoing', 'forthcoming', 'extroverted']"
E-High,7,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High,8,sociable,['sociable']
E-High,9,boisterous,"['boisterous', 'robustious', 'unruly', 'rambunctious', 'rumbustious']"
E-High,10,daring,"['venturesome', 'audacious', 'avant-garde', 'daring', 'venturous']"
A-High,1,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,2,compassionate,['compassionate']
A-High,3,empathetic,"['empathic', 'empathetic']"
A-High,4,genial,"['cordial', 'amiable', 'genial', 'affable']"
A-High,5,gentle,"['soft', 'aristocratic', 'gentle']"
A-High,6,nurturing,[]
A-High,7,pacifist,"['pacifistic', 'dovish', 'pacifist']"
A-High,8,philanthropic,"['beneficent', 'benevolent', 'eleemosynary', 'philanthropic']"
A-High,9,sympathetic,"['kindly', 'sympathetic', 'benevolent', 'charitable']"
