Label,Num,Adjectives,Synonyms
N-High,1,arrogant,"['self-important', 'arrogant', 'chesty']"
N-High,2,condescending,"['arch', 'patronizing', 'patronising', 'condescending']"
N-High,3,egotistical,"['self-loving', 'conceited', 'narcissistic', 'egotistical', 'egotistic']"
N-High,4,haughty,"['imperious', 'haughty', 'lordly', 'disdainful', 'overbearing']"
N-High,5,pompous,"['pontifical', 'overblown', 'grandiloquent', 'portentous', 'pompous']"
N-High,6,superior,"['superscript', 'superior']"
N-High,7,vain,"['conceited', 'swollen', 'egotistical', 'egotistic', 'self-conceited']"
N-High,8,boastful,"['big', 'braggy', 'bragging', 'boastful', 'braggart']"
N-High,9,overbearing,"['authoritarian', 'haughty', 'dictatorial', 'disdainful', 'overbearing']"
N-High,10,self-aggrandizing,"['self-aggrandizing', 'bragging', 'self-aggrandising', 'boastful', 'braggart']"
M-High,1,machiavellian,['machiavellian']
M-High,2,amoral,[]
M-High,3,scheming,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,4,cunning,"['crafty', 'cute', 'dodgy', 'cunning']"
M-High,5,calculating,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,6,mercenary,"['worldly-minded', 'free-lance', 'mercenary', 'materialistic']"
M-High,7,maneuvering,[]
M-High,8,exploitative,"['exploitatory', 'exploitative', 'exploitive']"
M-High,9,realpolitik,[]
M-High,10,chameleonic,[]
P-Low,1,compassionate,['compassionate']
P-Low,2,reflective,"['meditative', 'broody', 'contemplative', 'musing', 'brooding']"
P-Low,3,sensitivity,[]
P-Low,4,considerate,['considerate']
P-Low,5,thoughtful,"['serious-minded', 'thoughtful', 'heedful']"
P-Low,6,empathic,"['empathic', 'empathetic']"
P-Low,7,cautious,"['conservative', 'cautious']"
P-Low,8,altruistic,"['altruistic', 'selfless']"
P-Low,9,mindful,"['aware', 'mindful']"
P-Low,10,nurturing,[]
M-Low,1,unwavering,"['steadfast', 'firm', 'steady', 'unbendable', 'stiff']"
M-Low,2,direct,"['direct', 'unmediated', 'lineal']"
M-Low,3,reliable,"['honest', 'reliable', 'dependable']"
M-Low,4,authentic,"['authentic', 'reliable', 'bona_fide', 'unquestionable']"
M-Low,5,integrity-driven,[]
M-Low,6,transparent,"['crystal_clear', 'crystalline', 'lucid', 'limpid', 'pellucid']"
M-Low,7,respectful,"['respectful', 'reverential', 'venerating']"
M-Low,8,sincere,"['solemn', 'earnest', 'sincere']"
M-Low,9,principled,['principled']
M-Low,10,uncompromising,"['inflexible', 'sturdy', 'uncompromising']"
P-High,1,reckless,"['reckless', 'heady', 'rash', 'heedless', 'foolhardy']"
P-High,2,dissociative,['dissociative']
P-High,3,antisocial,"['asocial', 'antisocial']"
P-High,4,adventurous,"['adventurous', 'adventuresome']"
P-High,5,ruthless,"['ruthless', 'pitiless', 'remorseless', 'unpitying']"
P-High,6,impetuous,"['impulsive', 'madcap', 'impetuous', 'hotheaded', 'tearaway']"
P-High,7,sociopathic,['sociopathic']
P-High,8,frivolous,['frivolous']
P-High,9,unpredictable,"['unpredictable', 'irregular']"
P-High,10,manic,"['manic', 'frenzied']"
N-Low,1,unassuming,"['unassuming', 'retiring']"
N-Low,2,self-effacing,"['reticent', 'self-effacing', 'retiring']"
N-Low,3,modest,"['modest', 'small']"
N-Low,4,unpretentious,"['unostentatious', 'understated', 'unpretending', 'unpretentious']"
N-Low,5,unostentatious,"['unostentatious', 'understated', 'unpretending', 'unpretentious']"
N-Low,6,demure,"['overmodest', 'demure', 'coy']"
N-Low,7,low-key,"['low-keyed', 'subdued', 'low-key']"
N-Low,8,unassuming,"['unassuming', 'retiring']"
N-Low,9,unobtrusive,"['unobtrusive', 'unnoticeable']"
N-Low,10,unassuming,"['unassuming', 'retiring']"
M-Low-N-High-P-High,1,blunt,"['blunt', 'candid', 'forthright']"
M-Low-N-High-P-High,2,unapologetic,['unapologetic']
M-Low-N-High-P-High,3,confident,"['confident', 'convinced', 'positive']"
M-Low-N-High-P-High,4,dominant,"['dominant', 'predominant', 'prevalent', 'prevailing']"
