Label,Num,Adjectives,Synonyms
O-High,1,visionary,"['laputan', 'impractical', 'windy', 'visionary', 'airy']"
O-High,2,inquisitive,"['wondering', 'questioning', 'inquisitive', 'speculative']"
O-High,3,artistic,"['esthetic', 'artistic', 'aesthetic']"
O-High,4,intellectual,"['noetic', 'rational', 'intellectual', 'cerebral']"
O-High,5,adventurous,"['adventurous', 'adventuresome']"
O-High,6,creative,"['originative', 'creative']"
O-High,7,enthusiastic,['enthusiastic']
O-High,8,perceptive,['perceptive']
O-High,9,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
O-High,10,philosophical,"['philosophic', 'philosophical']"
O-Low,1,conventional,"['established', 'conventional']"
O-Low,2,conservative,"['button-down', 'conservative', 'cautious']"
O-Low,3,traditional,['traditional']
O-Low,4,predictable,['predictable']
O-Low,5,consistent,"['consistent', 'coherent', 'reproducible']"
O-Low,6,staid,"['staid', 'sedate']"
O-Low,7,established,"['effected', 'accomplished', 'established', 'constituted']"
O-Low,8,orthodox,"['orthodox', 'eastern_orthodox', 'jewish-orthodox']"
O-Low,9,straight-laced,"['priggish', 'prudish', 'puritanical', 'prissy', 'prim']"
O-Low,10,settled,"['settled', 'colonised', 'colonized']"
C-High,1,meticulous,"['meticulous', 'punctilious']"
C-High,2,diligent,"['persevering', 'diligent']"
C-High,3,methodical,['methodical']
C-High,4,responsible,"['responsible_for', 'responsible', 'creditworthy']"
C-High,5,driven,"['impelled', 'compulsive', 'goaded', 'driven']"
C-High,6,disciplined,['disciplined']
C-High,7,organized,"['unionized', 'organised', 'organized']"
C-High,8,committed,"['committed', 'attached']"
C-High,9,strategic,"['strategic', 'strategical']"
C-High,10,result-oriented,[]
N-Low,1,composed,['composed']
N-Low,2,philosophical,"['philosophic', 'philosophical']"
N-Low,3,seren,[]
N-Low,4,unflappable,"['unflappable', 'imperturbable']"
N-Low,5,equanimous,"['poised', 'equanimous', 'collected', 'self-collected', 'self-contained']"
N-Low,6,resilient,"['live', 'lively', 'resilient', 'bouncy']"
N-Low,7,calmative,[]
N-Low,8,laid-back,"['mellow', 'laid-back']"
N-Low,9,centred,[]
N-Low,10,sanguine,"['rubicund', 'florid', 'ruddy', 'sanguine']"
E-High,1,exuberant,"['excessive', 'ebullient', 'extravagant', 'high-spirited', 'exuberant']"
E-High,2,vivacious,"['vivacious', 'vibrant']"
E-High,3,affable,"['cordial', 'amiable', 'genial', 'affable']"
E-High,4,charismatic,"['magnetic', 'charismatic']"
E-High,5,boisterous,"['boisterous', 'robustious', 'unruly', 'rambunctious', 'rumbustious']"
E-High,6,confident,"['convinced', 'positive', 'confident']"
E-High,7,energetic,"['energetic', 'industrious', 'up-and-coming', 'gumptious']"
E-High,8,spontaneous,"['spontaneous', 'ad-lib', 'self-generated', 'unwritten']"
E-High,9,flamboyant,"['splashy', 'florid', 'showy', 'aureate', 'flamboyant']"
E-High,10,magnetic,"['magnetic', 'magnetised', 'magnetized']"
A-High,1,compassionate,['compassionate']
A-High,2,empathetic,"['empathic', 'empathetic']"
A-High,3,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,4,sympathetic,"['kindly', 'sympathetic', 'benevolent', 'charitable']"
A-High,5,caring,['caring']
A-High,6,nurturing,[]
A-High,7,thoughtful,"['thoughtful', 'serious-minded', 'heedful']"
A-High,8,supportive,['supportive']
A-High,9,gentle,"['soft', 'aristocratic', 'gentle']"
A-High,10,benevolent,"['benevolent', 'kindly', 'sympathetic', 'charitable']"
C-Low,1,spontaneous,"['spontaneous', 'ad-lib', 'self-generated', 'unwritten']"
C-Low,2,unpredictable,"['irregular', 'unpredictable']"
