EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
2,4,2,2,4,4,4,4,2,4,5,1,2,4,2,4,2,4,2,4,1,3,1,2,4,5,4,4,4,4,2,2,4,4,4,4,4,3,2,2,4,2,2,3,3.875,3.0,2.6666666666666665,3.111111111111111,3.1,high,low,low,high,low
2,4,3,4,4,4,4,2,2,4,1,1,4,4,4,4,3,4,2,4,4,2,1,2,4,4,4,4,4,4,2,4,4,2,4,1,2,4,2,4,5,4,2,4,2.5,3.5,3.333333333333333,3.7777777777777777,3.5,low,low,high,high,low
4,4,4,4,4,2,4,2,3,3,4,2,4,4,2,5,2,2,2,3,4,2,1,3,2,4,2,4,3,3,1,2,4,2,4,4,3,4,2,4,4,2,4,4,4.0,3.125,2.7777777777777777,3.888888888888889,2.9,high,low,high,high,low
2,2,4,4,4,2,4,2,2,4,3,2,4,4,2,3,4,2,4,2,1,2,1,2,4,4,4,3,4,4,4,4,4,2,4,4,2,4,4,2,5,4,2,4,3.375,4.0,3.555555555555556,4.0,2.9,low,low,high,high,low
4,4,2,4,3,4,3,2,1,4,3,1,4,4,4,4,4,2,4,2,1,4,1,4,2,4,2,4,4,3,2,4,4,1,3,4,4,4,2,2,5,3,1,4,3.75,3.75,3.4444444444444446,4.0,2.8,high,low,high,high,low
4,2,3,2,4,2,4,4,2,3,4,4,4,3,3,2,2,2,3,3,1,2,1,2,3,2,2,4,4,2,1,4,4,2,4,5,2,4,2,4,4,4,2,4,3.875,3.25,3.333333333333333,3.7777777777777777,3.0,high,low,high,high,low
1,2,4,4,2,2,2,2,4,4,1,1,4,4,4,3,4,2,2,2,2,2,1,3,4,3,4,4,4,4,4,3,4,3,4,4,2,4,4,4,4,4,2,2,2.75,3.25,3.333333333333333,4.111111111111111,3.0,low,low,high,high,low
3,2,4,2,2,2,4,4,4,1,2,2,4,3,2,4,2,2,2,2,2,4,1,4,4,4,2,4,2,1,2,3,4,2,4,5,2,4,4,4,4,2,1,2,3.75,2.625,3.4444444444444446,4.0,2.2,high,low,high,low,low
4,2,4,2,2,3,4,3,1,1,4,1,4,4,4,2,2,2,4,1,2,2,1,2,4,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,2,4,4,3.125,3.375,2.7777777777777777,3.7777777777777777,2.8,low,low,high,high,low
1,4,4,4,3,2,4,4,2,2,2,1,4,4,4,4,2,1,4,4,1,4,1,4,2,4,4,4,4,2,2,2,4,2,4,2,4,4,4,2,4,4,3,4,3.25,3.75,3.0,3.888888888888889,2.7,low,low,high,high,low
