EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
2,2,4,2,4,4,2,2,2,4,2,1,4,2,4,4,2,4,4,4,2,1,1,2,4,2,4,5,4,4,2,2,4,1,4,1,2,4,2,4,3,2,2,5,2.625,3.375,2.6666666666666665,4.0,3.8
1,2,4,2,5,2,2,3,4,5,2,1,4,2,5,1,2,4,1,4,3,2,1,2,5,2,4,4,3,5,4,2,4,1,4,2,2,4,4,4,4,2,3,5,2.125,2.875,2.7777777777777777,3.6666666666666665,4.2
2,4,4,2,4,2,3,2,2,4,2,1,5,3,3,1,1,1,4,4,2,1,1,4,4,2,4,4,4,4,3,2,4,2,4,1,2,3,2,4,3,4,2,4,2.375,3.125,2.6666666666666665,4.222222222222222,3.6
1,4,4,4,4,2,2,2,2,4,2,1,4,4,4,2,2,4,4,4,3,1,1,2,4,1,4,4,4,2,2,2,4,2,4,2,3,4,3,5,4,4,1,4,2.375,3.875,2.5555555555555554,4.0,3.5
2,4,4,2,5,4,2,4,1,4,2,1,4,4,4,2,1,2,2,3,2,2,4,2,4,3,2,4,4,2,4,2,4,4,4,2,4,4,2,4,5,2,2,4,2.375,3.125,2.4444444444444446,3.5555555555555554,3.3
1,3,4,4,4,2,2,3,2,4,1,1,5,4,4,2,2,2,2,5,3,1,1,4,4,2,4,4,2,4,3,2,4,2,3,1,2,3,2,4,4,4,2,4,2.125,3.0,2.7777777777777777,4.0,3.8
1,2,4,4,4,3,2,2,3,4,2,1,4,4,4,2,2,2,2,4,3,2,1,2,4,2,4,4,4,5,4,2,4,2,4,1,2,4,2,4,4,2,1,4,2.0,3.375,2.7777777777777777,4.222222222222222,3.7
2,2,4,2,4,3,2,4,2,4,2,1,4,2,4,2,1,2,2,4,4,1,4,2,4,4,2,4,4,4,2,3,4,4,4,1,4,4,2,4,4,2,2,4,2.5,2.75,2.6666666666666665,3.5555555555555554,3.6
2,2,4,2,2,2,4,2,2,4,1,1,5,3,5,1,2,2,2,4,2,1,4,2,4,1,2,4,2,4,3,2,4,4,4,2,4,4,2,4,5,2,2,5,2.25,2.625,2.888888888888889,3.888888888888889,3.5
2,2,4,1,4,2,2,2,4,4,1,2,4,4,4,1,2,2,4,4,4,2,1,1,4,2,2,4,4,2,4,2,4,2,4,1,2,4,2,4,4,2,3,5,1.875,3.25,2.888888888888889,4.0,3.5
