Label,Num,Adjectives,Synonyms
N-Low,1,composed,['composed']
N-Low,2,stoic,"['stoic', 'stoical']"
N-Low,3,even-tempered,"['good-tempered', 'equable', 'even-tempered', 'placid']"
N-Low,4,resilient,"['lively', 'resilient', 'live', 'bouncy']"
N-Low,5,calm-centered,[]
N-Low,6,stable,"['stable', 'static']"
N-Low,7,serenene,[]
N-Low,8,emotionally,[]
N-Low,9,peaceful,"['passive', 'peaceful', 'peaceable']"
N-Low,10,tranquil,"['quiet', 'placid', 'tranquil', 'smooth', 'still']"
O-Low,1,conservative,"['button-down', 'cautious', 'conservative']"
O-Low,2,traditional,['traditional']
O-Low,3,conventional,"['conventional', 'established']"
O-Low,4,staid,"['staid', 'sedate']"
O-Low,5,staidly-minded,[]
O-Low,6,rigorous,"['stringent', 'rigorous', 'strict', 'tight']"
O-Low,7,loyal,"['loyal', 'patriotic', 'firm']"
O-Low,8,respectful,"['reverential', 'venerating', 'respectful']"
O-Low,9,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
O-Low,10,established,"['established', 'accomplished', 'effected', 'constituted']"
A-Low,1,intense,"['intense', 'acute', 'vivid']"
A-Low,2,cautious,"['conservative', 'cautious']"
A-Low,3,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,4,analytical,"['analytical', 'analytic']"
A-Low,5,perceptive,['perceptive']
A-Low,6,polarizing,[]
A-Low,7,rigorous,"['stringent', 'rigorous', 'strict', 'tight']"
A-Low,8,inquisitive,"['inquisitive', 'speculative', 'questioning', 'wondering']"
A-Low,9,discerning,"['discerning', 'apprehensive', 'discreet']"
A-Low,10,uncompromising,"['uncompromising', 'inflexible', 'sturdy']"
E-High,1,charismatic,"['charismatic', 'magnetic']"
E-High,2,affable,"['cordial', 'amiable', 'genial', 'affable']"
E-High,3,outgoing,"['extroverted', 'outgoing', 'forthcoming']"
E-High,4,vibrant,"['vibrant', 'vivacious']"
E-High,5,chatty,"['talkative', 'chatty', 'gabby', 'garrulous', 'loquacious']"
E-High,6,adventurous,"['adventurous', 'adventuresome']"
E-High,7,energetic,"['gumptious', 'up-and-coming', 'industrious', 'energetic']"
E-High,8,confident,"['positive', 'convinced', 'confident']"
E-High,9,sociable,['sociable']
E-High,10,exuberant,"['exuberant', 'excessive', 'ebullient', 'extravagant', 'high-spirited']"
O-High,1,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
O-High,2,innovative,"['forward-looking', 'innovative', 'modern', 'advanced']"
O-High,3,enthusiastic,['enthusiastic']
O-High,4,artistic,"['esthetic', 'aesthetic', 'artistic']"
O-High,5,adventurous,"['adventurous', 'adventuresome']"
O-High,6,analytical,"['analytical', 'analytic']"
O-High,7,imaginative,"['imaginative', 'inventive']"
O-High,8,open-minded,['open-minded']
O-High,9,curious,"['peculiar', 'queer', 'curious', 'odd', 'funny']"
O-High,10,dreamer,[]
N-High,1,vulnerable,['vulnerable']
N-High,2,emotionally,[]
N-High,3,hyperreactive,[]
N-High,4,self-destructive,"['suicidal', 'self-destructive']"
N-High,5,intense,"['intense', 'acute', 'vivid']"
N-High,6,sensitivity-prone,[]
N-High,7,defensive,"['justificative', 'defensive', 'justificatory']"
N-High,8,impulsive,"['unprompted', 'driving', 'impulsive']"
N-High,9,trauma-sensitive,[]
N-High,10,emotionally,[]
A-High,1,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,2,empathetic,"['empathic', 'empathetic']"
A-High,3,compassionate,['compassionate']
A-High,4,cordial,"['cordial', 'amiable', 'genial', 'affable']"
A-High,5,genial,"['cordial', 'amiable', 'genial', 'affable']"
A-High,6,considerate,['considerate']
A-High,7,benevolent,"['sympathetic', 'benevolent', 'kindly', 'charitable']"
A-High,8,amiable,"['good-humored', 'amiable', 'good-humoured', 'affable']"
A-High,9,sympathetic,"['benevolent', 'kindly', 'charitable', 'sympathetic']"
A-High,10,charitable,"['benevolent', 'kindly', 'charitable']"
E-Low,1,low-key,"['subdued', 'low-key', 'low-keyed']"
E-Low,2,reserve,[]
E-Low,3,introverted,"['introverted', 'self-examining', 'introspective']"
E-Low,4,hesitant,"['hesitant', 'hesitating']"
E-Low,5,cautious,"['conservative', 'cautious']"
E-Low,6,unassuming,"['unassuming', 'retiring']"
E-Low,7,private,"['private', 'secret', 'individual']"
E-Low,8,reflective,"['meditative', 'brooding', 'musing', 'contemplative', 'broody']"
E-Low,9,discreet,"['circumspect', 'discerning', 'discreet']"
E-Low,10,introspective,"['introverted', 'self-examining', 'introspective']"
C-Low,1,distractible,[]
C-Low,2,spontaneous,"['self-generated', 'ad-lib', 'unwritten', 'spontaneous']"
C-Low,3,disorganized,"['disorganized', 'disorganised']"
C-Low,4,impulsive,"['unprompted', 'driving', 'impulsive']"
C-Low,5,unpredictable,"['unpredictable', 'irregular']"
C-Low,6,reckless,"['foolhardy', 'reckless', 'rash', 'heady', 'heedless']"
C-Low,7,fragile,"['flimsy', 'delicate', 'frail', 'fragile']"
C-Low,8,chaotic,"['helter-skelter', 'chaotic', 'disorderly']"
C-Low,9,emotionally,[]
C-Low,10,dysregulated,[]
C-High,1,disciplined,['disciplined']
C-High,2,meticulous,"['meticulous', 'punctilious']"
C-High,3,proactive,['proactive']
C-High,4,organized,"['organized', 'unionized', 'organised']"
C-High,5,responsible,"['responsible_for', 'responsible', 'creditworthy']"
