Label,Num,Adjectives,Synonyms
T,1,analytical,"['analytic', 'analytical']"
T,2,pragmatic,"['matter-of-fact', 'pragmatical', 'pragmatic']"
T,3,logical,"['consistent', 'coherent', 'logical', 'legitimate']"
T,4,detached,"['uninvolved', 'degage', 'isolated', 'detached']"
T,5,methodical,['methodical']
T,6,rational,"['intellectual', 'rational', 'noetic']"
T,7,objective,"['objective', 'accusative', 'nonsubjective']"
T,8,calculating,"['calculating', 'shrewd', 'calculative', 'conniving', 'scheming']"
T,9,austere,"['stern', 'severe', 'austere', 'stark']"
T,10,impassive,"['stolid', 'expressionless', 'impassive', 'deadpan']"
J,1,methodical,['methodical']
J,2,perfectionistic,[]
J,3,analytical,"['analytic', 'analytical']"
J,4,disciplined,['disciplined']
J,5,systematic,"['taxonomic', 'systematic', 'taxonomical']"
J,6,pragmatic,"['matter-of-fact', 'pragmatical', 'pragmatic']"
J,7,detail-oriented,[]
J,8,systematized,[]
J,9,precise,"['precise', 'exact', 'accurate']"
J,10,ordered,"['arranged', 'consistent', 'coherent', 'ordered']"
S,1,perceptive,['perceptive']
S,2,discerning,"['discerning', 'discreet', 'apprehensive']"
S,3,pragmatic,"['matter-of-fact', 'pragmatical', 'pragmatic']"
S,4,methodical,['methodical']
S,5,grounded,[]
S,6,analytical,"['analytic', 'analytical']"
S,7,practical-minded,[]
S,8,observant,"['observing', 'observant', 'law-abiding']"
S,9,realistic,"['naturalistic', 'realistic']"
S,10,detail-oriented,[]
E,1,vivacious,"['vibrant', 'vivacious']"
E,2,outgoing,"['outgoing', 'forthcoming', 'extroverted']"
E,3,exuberant,"['ebullient', 'high-spirited', 'exuberant', 'extravagant', 'excessive']"
E,4,charismatic,"['magnetic', 'charismatic']"
E,5,energetic,"['up-and-coming', 'energetic', 'industrious', 'gumptious']"
E,6,sociable,['sociable']
E,7,vibrant,"['vibrant', 'vivacious']"
E,8,enthusiastic,['enthusiastic']
E,9,affable,"['cordial', 'affable', 'amiable', 'genial']"
E,10,dramatic,"['striking', 'dramatic', 'spectacular']"
F,1,empathetic,"['empathetic', 'empathic']"
F,2,compassionate,['compassionate']
F,3,soothing,"['soothing', 'assuasive']"
F,4,nurturing,[]
F,5,introspective,"['introspective', 'introverted', 'self-examining']"
F,6,collaborative,['collaborative']
F,7,emotionally,[]
F,8,harmonious,"['symmetrical', 'harmonious', 'proportionate']"
F,9,sentimental,"['drippy', 'maudlin', 'bathetic', 'sentimental', 'hokey']"
F,10,altruistic,"['altruistic', 'selfless']"
