MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,NAR1,NAR2,NAR3,NAR4,NAR5,NAR6,NAR7,NAR8,NAR9,PSY1,PSY2,PSY3,PSY4,PSY5,PSY6,PSY7,PSY8,PSY9,MAC_Score,NAR_Score,PSY_Score,MAC_Score_Comparison,NAR_Score_Comparison,PSY_Score_Comparison
5,5,5,5,5,5,5,2,5,5,2,5,2,5,2,5,5,2,1,2,2,2,2,5,2,5,2,4.666666666666667,3.6666666666666665,3.0,high,high,high
5,5,5,5,5,5,5,5,5,5,2,2,2,5,2,2,5,2,2,5,5,2,2,5,5,5,5,5.0,3.0,3.111111111111111,high,high,high
5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,2,2,5,5,5,4,5,5,5,5,5.0,3.333333333333333,3.6666666666666665,high,high,high
5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5.0,3.0,3.7777777777777777,high,high,high
5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,2,2,2,5,2,5,2,2,5,5,5,5,5.0,3.6666666666666665,3.7777777777777777,high,high,high
5,5,5,5,5,5,5,5,5,5,2,5,2,5,2,5,5,2,5,2,5,5,5,5,2,5,5,5.0,3.6666666666666665,4.777777777777778,high,high,high
5,5,5,5,5,5,5,5,5,5,5,2,2,5,2,5,5,2,2,2,5,2,4,5,2,5,5,5.0,3.0,4.0,high,high,high
5,5,5,5,5,5,5,2,5,3,2,2,2,4,2,2,2,2,2,3,5,2,2,5,5,2,2,4.666666666666667,3.0,2.6666666666666665,high,high,high
5,5,5,5,5,5,5,5,5,5,2,2,2,5,2,5,5,2,2,5,5,5,5,5,5,2,5,5.0,3.333333333333333,3.4444444444444446,high,high,high
5,5,5,5,5,5,5,2,5,5,4,5,2,5,2,5,5,2,2,2,2,2,2,5,2,5,5,4.666666666666667,3.4444444444444446,3.4444444444444446,high,high,high
