Label,Num,Adjectives,Synonyms
N-High,1,egotistical,"['self-loving', 'conceited', 'narcissistic', 'egotistical', 'egotistic']"
N-High,2,arrogant,"['self-important', 'arrogant', 'chesty']"
N-High,3,conceited,"['conceited', 'swollen', 'egotistical', 'egotistic', 'self-conceited']"
N-High,4,pompous,"['pontifical', 'overblown', 'grandiloquent', 'portentous', 'pompous']"
N-High,5,superior,"['superscript', 'superior']"
N-High,6,eccentric,"['freaky', 'freakish', 'eccentric', 'bizarre', 'flaky']"
N-High,7,self-aggrandizing,"['self-aggrandizing', 'bragging', 'self-aggrandising', 'boastful', 'braggart']"
N-High,8,vain,"['conceited', 'swollen', 'egotistical', 'egotistic', 'self-conceited']"
N-High,9,boastful,"['big', 'braggy', 'bragging', 'boastful', 'braggart']"
N-High,10,grandiose,"['highfaluting', 'grandiose', 'highfalutin', 'hifalutin']"
M-High,1,machiavellian,['machiavellian']
M-High,2,amoral,[]
M-High,3,scheming,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,4,cunning,"['crafty', 'cute', 'dodgy', 'cunning']"
M-High,5,calculating,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,6,deceptive,"['deceptive', 'delusory', 'shoddy', 'misleading']"
M-High,7,realpolitik,[]
M-High,8,mercenary,"['worldly-minded', 'free-lance', 'mercenary', 'materialistic']"
M-High,9,cold-blooded,"['insensate', 'cold-blooded', 'cold', 'inhuman']"
M-High,10,instrumental,"['subservient', 'instrumental', 'implemental']"
P-Low,1,compassionate,['compassionate']
P-Low,2,reflective,"['meditative', 'broody', 'contemplative', 'musing', 'brooding']"
P-Low,3,considerate,['considerate']
P-Low,4,empathic,"['empathic', 'empathetic']"
P-Low,5,prudent,['prudent']
P-Low,6,selfless,"['altruistic', 'selfless']"
P-Low,7,mindful,"['aware', 'mindful']"
P-Low,8,thoughtful,"['serious-minded', 'thoughtful', 'heedful']"
P-Low,9,guarded,"['guarded', 'restrained']"
P-Low,10,altruistic,"['altruistic', 'selfless']"
M-Low,1,unwavering,"['steadfast', 'firm', 'steady', 'unbendable', 'stiff']"
M-Low,2,authentic,"['authentic', 'reliable', 'bona_fide', 'unquestionable']"
M-Low,3,reliable,"['honest', 'reliable', 'dependable']"
M-Low,4,straightforward,"['straight', 'straightforward', 'aboveboard', 'square']"
M-Low,5,principled,['principled']
M-Low,6,transparent,"['crystal_clear', 'crystalline', 'lucid', 'limpid', 'pellucid']"
M-Low,7,decent,"['decent', 'becoming', 'nice', 'comely', 'comme_il_faut']"
M-Low,8,moral,['moral']
