Label,Num,Adjectives
N-High,1,arrogant
N-High,2,conceited
N-High,3,haughty
N-High,4,pompous
N-High,5,egotistical
N-High,6,superior
N-High,7,grandiose
N-High,8,self-aggrandizing
N-High,9,overbearing
N-High,10,self-absorbed
M-High,1,machiavellian
M-High,2,cunning
M-High,3,calculating
M-High,4,ambitious
M-High,5,scheming
M-High,6,maneuvering
M-High,7,exploitative
M-High,8,deceptive
M-High,9,narcissistic
M-High,10,unscrupulous
P-Low,1,compassionate
P-Low,2,reflective
P-Low,3,emotionally
P-Low,4,considerate
P-Low,5,introspective
P-Low,6,empathic
P-Low,7,cautious
P-Low,8,altruistic
P-Low,9,sensitivity
P-Low,10,prudent
M-Low,1,integrity-driven
M-Low,2,authentic
M-Low,3,straightforward
M-Low,4,transparent
M-Low,5,moral
M-Low,6,unwavering
M-Low,7,trustworthy
M-Low,8,sincere
M-Low,9,ethical
M-Low,10,principled
P-High,1,reckless
P-High,2,daredevil
P-High,3,unpredictable
P-High,4,ruthless
P-High,5,adventurous
P-High,6,unconventional
P-High,7,impetuous
P-High,8,maverick
P-High,9,unfeeling
P-High,10,lawless
N-Low,1,unassuming
N-Low,2,modest
N-Low,3,unpretentious
N-Low,4,low-key
N-Low,5,self-effacing
N-Low,6,unobtrusive
N-Low,7,unassuming
N-Low,8,demure
N-Low,9,unostentatious
N-Low,10,unassuming
M-Low-N-High-P-High,1,unapologetic
M-Low-N-High-P-High,2,confident
M-Low-N-High-P-High,3,blunt
M-Low-N-High-P-High,4,fearless
M-Low-N-High-P-High,5,self-absorbed
M-Low-N-High-P-High,6,unconventional
M-Low-N-High-P-High,7,impulsive
M-Low-N-High-P-High,8,charismatic
M-Low-N-High-P-High,9,emotionally
M-Low-N-High-P-High,10,unbridled
M-High-N-High-P-Low,1,strategic
M-High-N-High-P-Low,2,pragmatic
M-High-N-High-P-Low,3,cunning
M-High-N-High-P-Low,4,ambitious
M-High-N-High-P-Low,5,calculating
M-High-N-High-P-Low,6,confident
M-High-N-High-P-Low,7,adaptable
M-High-N-High-P-Low,8,persuasive
M-High-N-High-P-Low,9,reflective
M-High-N-High-P-Low,10,strategic
M-Low-N-High-P-Low,1,authentic
M-Low-N-High-P-Low,2,self-assured
M-Low-N-High-P-Low,3,empathetic
M-Low-N-High-P-Low,4,transparent
M-Low-N-High-P-Low,5,moral
M-Low-N-High-P-Low,6,compassionate
M-Low-N-High-P-Low,7,reflective
M-Low-N-High-P-Low,8,charismatic
M-Low-N-High-P-Low,9,genuine
M-Low-N-High-P-Low,10,wise
M-High-N-High-P-High,1,cunning
M-High-N-High-P-High,2,deceptive
M-High-N-High-P-High,3,ambitious
M-High-N-High-P-High,4,charismatic
M-High-N-High-P-High,5,ruthless
M-High-N-High-P-High,6,superficial
M-High-N-High-P-High,7,impulsive
M-High-N-High-P-High,8,manipulative
M-High-N-High-P-High,9,entitled
M-High-N-High-P-High,10,unpredictable
M-High-N-Low-P-Low,1,strategic
M-High-N-Low-P-Low,2,pragmatic
M-High-N-Low-P-Low,3,tactful
M-High-N-Low-P-Low,4,subtle
M-High-N-Low-P-Low,5,empathetic
M-High-N-Low-P-Low,6,reserved
M-High-N-Low-P-Low,7,cautious
M-High-N-Low-P-Low,8,resourceful
M-High-N-Low-P-Low,9,unassuming
M-High-N-Low-P-Low,10,diplomatic
M-Low-N-Low-P-High,1,uncompromising
M-Low-N-Low-P-High,2,direct
M-Low-N-Low-P-High,3,impulsive
M-Low-N-Low-P-High,4,thrill-seeking
M-Low-N-Low-P-High,5,emotionally
M-Low-N-Low-P-High,6,non-conformist
M-Low-N-Low-P-High,7,authentic
M-Low-N-Low-P-High,8,unassuming
M-Low-N-Low-P-High,9,risk-taker
M-Low-N-Low-P-High,10,pragmatic
M-Low-N-Low-P-Low,1,unassuming
M-Low-N-Low-P-Low,2,compassionate
M-Low-N-Low-P-Low,3,humble
M-Low-N-Low-P-Low,4,reliable
M-Low-N-Low-P-Low,5,authentic
M-Low-N-Low-P-Low,6,empathetic
M-Low-N-Low-P-Low,7,principled
M-Low-N-Low-P-Low,8,cautious
M-Low-N-Low-P-Low,9,selfless
M-Low-N-Low-P-Low,10,introspective
M-High-N-Low-P-High,1,cunning
M-High-N-Low-P-High,2,pragmatic
M-High-N-Low-P-High,3,unconventional
M-High-N-Low-P-High,4,enigmatic
M-High-N-Low-P-High,5,impulsive
M-High-N-Low-P-High,6,thrill-seeking
M-High-N-Low-P-High,7,detached
M-High-N-Low-P-High,8,resourceful
M-High-N-Low-P-High,9,amoral
M-High-N-Low-P-High,10,mercurial
