Label,Num,Adjectives,Synonyms
N-High,1,egotistical,"['self-loving', 'conceited', 'narcissistic', 'egotistical', 'egotistic']"
N-High,2,arrogant,"['self-important', 'arrogant', 'chesty']"
N-High,3,conceited,"['conceited', 'swollen', 'egotistical', 'egotistic', 'self-conceited']"
N-High,4,superior,"['superscript', 'superior']"
N-High,5,pompous,"['pontifical', 'overblown', 'grandiloquent', 'portentous', 'pompous']"
N-High,6,haughty,"['imperious', 'haughty', 'lordly', 'disdainful', 'overbearing']"
N-High,7,self-absorbed,"['self-involved', 'self-absorbed']"
N-High,8,vain,"['conceited', 'swollen', 'egotistical', 'egotistic', 'self-conceited']"
N-High,9,grandiose,"['highfaluting', 'grandiose', 'highfalutin', 'hifalutin']"
N-High,10,narcissistic,"['egotistical', 'egotistic', 'self-loving', 'narcissistic']"
M-High,1,machiavellian,['machiavellian']
M-High,2,cunning,"['crafty', 'cute', 'dodgy', 'cunning']"
M-High,3,scheming,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,4,mercenary,"['worldly-minded', 'free-lance', 'mercenary', 'materialistic']"
M-High,5,amoral,[]
M-High,6,exploitative,"['exploitatory', 'exploitative', 'exploitive']"
M-High,7,cold-blooded,"['insensate', 'cold-blooded', 'cold', 'inhuman']"
M-High,8,manipulative,['manipulative']
M-High,9,calculating,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,10,unscrupulous,['unscrupulous']
P-Low,1,compassionate,['compassionate']
P-Low,2,reflective,"['meditative', 'broody', 'contemplative', 'musing', 'brooding']"
P-Low,3,sensitive,"['sensitive', 'sensible']"
P-Low,4,thoughtful,"['serious-minded', 'thoughtful', 'heedful']"
P-Low,5,nurturing,[]
P-Low,6,considerate,['considerate']
P-Low,7,caring,['caring']
P-Low,8,respectful,"['respectful', 'reverential', 'venerating']"
P-Low,9,empathetic,"['empathic', 'empathetic']"
P-Low,10,prudent,['prudent']
M-Low,1,upright,"['unsloped', 'good', 'upright', 'just']"
M-Low,2,straightforward,"['straight', 'straightforward', 'aboveboard', 'square']"
M-Low,3,unwavering,"['steadfast', 'firm', 'steady', 'unbendable', 'stiff']"
M-Low,4,transparent,"['crystal_clear', 'crystalline', 'lucid', 'limpid', 'pellucid']"
M-Low,5,authentic,"['authentic', 'reliable', 'bona_fide', 'unquestionable']"
M-Low,6,reliable,"['honest', 'reliable', 'dependable']"
M-Low,7,principled,['principled']
M-Low,8,sincere,"['solemn', 'earnest', 'sincere']"
M-Low,9,uncompromising,"['inflexible', 'sturdy', 'uncompromising']"
