Label,Num,Adjectives,Synonyms
M-High,1,machiavellian,['machiavellian']
M-High,2,machiavean,[]
M-High,3,ambidextrous,"['ambidextrous', 'two-handed', 'deceitful', 'double-dealing']"
M-High,4,opportunistic,"['timeserving', 'opportunistic', 'opportunist']"
M-High,5,manipulative,['manipulative']
M-High,6,devious,"['oblique', 'devious', 'shifty']"
M-High,7,sly,"['foxy', 'crafty', 'guileful', 'dodgy', 'cunning']"
M-High,8,cunning,"['crafty', 'dodgy', 'cute', 'cunning']"
M-High,9,strategic-minded,[]
M-High,10,machiavellian-savvy,[]
M-High,11,machiavellian,['machiavellian']
M-High,12,machiavean,[]
M-High,13,ambidextrous,"['ambidextrous', 'two-handed', 'deceitful', 'double-dealing']"
M-High,14,opportunistic,"['timeserving', 'opportunistic', 'opportunist']"
M-High,15,manipulative,['manipulative']
M-High,16,devious,"['oblique', 'devious', 'shifty']"
M-High,17,sly,"['foxy', 'crafty', 'guileful', 'dodgy', 'cunning']"
M-High,18,cunning,"['crafty', 'dodgy', 'cute', 'cunning']"
M-High,19,strategic-minded,[]
M-High,20,machiavellian-savvy,[]
P-High,1,adrenaline,[]
P-High,2,thrill,[]
P-High,3,risk,[]
P-High,4,daredevil,"['daredevil', 'temerarious']"
P-High,5,impulsive,"['driving', 'impulsive', 'unprompted']"
P-High,6,sensation,[]
P-High,7,cynical,"['cynical', 'misanthropic', 'misanthropical']"
P-High,8,coldblooded,[]
P-High,9,casualty,[]
P-High,10,reckless,"['foolhardy', 'rash', 'heedless', 'reckless', 'heady']"
P-High,11,adrenaline,[]
P-High,12,thrill,[]
P-High,13,risk,[]
P-High,14,daredevil,"['daredevil', 'temerarious']"
P-High,15,impulsive,"['driving', 'impulsive', 'unprompted']"
P-High,16,sensation,[]
P-High,17,cynical,"['cynical', 'misanthropic', 'misanthropical']"
P-High,18,coldblooded,[]
P-High,19,casualty,[]
P-High,20,reckless,"['foolhardy', 'rash', 'heedless', 'reckless', 'heady']"
N-Low,1,discreet,"['discreet', 'discerning', 'circumspect']"
N-Low,2,down-to-earth,"['down-to-earth', 'earthy']"
N-Low,3,generous,['generous']
N-Low,4,self-effacing,"['self-effacing', 'retiring', 'reticent']"
N-Low,5,unassuming,"['unassuming', 'retiring']"
N-Low,6,unpretentious,"['understated', 'unostentatious', 'unpretentious', 'unpretending']"
N-Low,7,modest,"['small', 'modest']"
N-Low,8,candid,"['blunt', 'candid', 'free-spoken', 'forthright', 'frank']"
N-Low,9,sincere,"['solemn', 'sincere', 'earnest']"
N-Low,10,reflective,"['meditative', 'brooding', 'contemplative', 'musing', 'broody']"
N-Low,11,discreet,"['discreet', 'discerning', 'circumspect']"
N-Low,12,down-to-earth,"['down-to-earth', 'earthy']"
N-Low,13,generous,['generous']
N-Low,14,self-effacing,"['self-effacing', 'retiring', 'reticent']"
N-Low,15,unassuming,"['unassuming', 'retiring']"
N-Low,16,unpretentious,"['understated', 'unostentatious', 'unpretentious', 'unpretending']"
N-Low,17,modest,"['small', 'modest']"
N-Low,18,candid,"['blunt', 'candid', 'free-spoken', 'forthright', 'frank']"
N-Low,19,sincere,"['solemn', 'sincere', 'earnest']"
N-Low,20,reflective,"['meditative', 'brooding', 'contemplative', 'musing', 'broody']"
M-Low,1,integrity-driven,[]
M-Low,2,authenticity-focused,[]
M-Low,3,sincerity-embracing,[]
M-Low,4,trustworthy,"['trusty', 'trustworthy']"
M-Low,5,honesty-honored,[]
M-Low,6,ethical-leadership,[]
M-Low,7,respectful-of-others,[]
M-Low,8,transparency-practicing,[]
M-Low,9,selfless-in-intentions,[]
M-Low,10,moral-strength-exhibiting,[]
M-Low,11,integrity-driven,[]
M-Low,12,authenticity-focused,[]
M-Low,13,sincerity-embracing,[]
M-Low,14,trustworthy,"['trusty', 'trustworthy']"
M-Low,15,honesty-honored,[]
