Label,Num,Adjectives,Synonyms
N-Low,1,composed,['composed']
N-Low,2,steadfast,"['unbendable', 'stiff', 'firm', 'steadfast', 'steady']"
N-Low,3,calm-centered,[]
N-Low,4,resilient,"['lively', 'resilient', 'live', 'bouncy']"
N-Low,5,serenene,[]
N-Low,6,emotionally,[]
N-Low,7,adaptable,['adaptable']
N-Low,8,peaceful,"['passive', 'peaceful', 'peaceable']"
N-Low,9,reflective,"['meditative', 'brooding', 'musing', 'contemplative', 'broody']"
N-Low,10,optimistic,"['affirmative', 'optimistic']"
O-Low,1,conventional,"['conventional', 'established']"
O-Low,2,conservative,"['button-down', 'cautious', 'conservative']"
O-Low,3,traditionalist,"['hidebound', 'traditionalist']"
O-Low,4,establishment-oriented,[]
O-Low,5,predictable,['predictable']
O-Low,6,resistant,"['tolerant', 'immune', 'resistant']"
O-Low,7,pragmatic,"['matter-of-fact', 'pragmatic', 'pragmatical']"
O-Low,8,steadfast,"['unbendable', 'stiff', 'firm', 'steadfast', 'steady']"
O-Low,9,traditional,['traditional']
O-Low,10,loyal,"['loyal', 'patriotic', 'firm']"
A-Low,1,inscrutable,"['cryptic', 'cryptical', 'deep', 'mysterious', 'inscrutable']"
A-Low,2,cerebral,"['intellectual', 'cerebral']"
A-Low,3,ruthless,"['ruthless', 'unpitying', 'remorseless', 'pitiless']"
A-Low,4,debilitated,"['enervated', 'adynamic', 'asthenic', 'debilitated']"
A-Low,5,intense,"['intense', 'acute', 'vivid']"
A-Low,6,discerning,"['discerning', 'apprehensive', 'discreet']"
A-Low,7,unyielding,"['persistent', 'tenacious', 'dogged', 'pertinacious', 'dour']"
A-Low,8,sarcastic,['sarcastic']
A-Low,9,perceptive,['perceptive']
A-Low,10,unapologetic,['unapologetic']
E-High,1,effervescent,"['effervescent', 'sparkling', 'bubbling']"
E-High,2,charismatic,"['charismatic', 'magnetic']"
E-High,3,vibrant,"['vibrant', 'vivacious']"
E-High,4,outgoing,"['extroverted', 'outgoing', 'forthcoming']"
E-High,5,chatty,"['talkative', 'chatty', 'gabby', 'garrulous', 'loquacious']"
E-High,6,adventurous,"['adventurous', 'adventuresome']"
E-High,7,confident,"['positive', 'convinced', 'confident']"
E-High,8,energetic,"['gumptious', 'up-and-coming', 'industrious', 'energetic']"
E-High,9,extroverted,"['extroverted', 'outgoing', 'forthcoming', 'extrospective']"
E-High,10,unbridled,"['unchecked', 'unbridled', 'uncurbed', 'ungoverned']"
O-High,1,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
O-High,2,inquisitive,"['inquisitive', 'speculative', 'questioning', 'wondering']"
O-High,3,creative,"['creative', 'originative']"
O-High,4,adventurous,"['adventurous', 'adventuresome']"
O-High,5,intellectually,[]
O-High,6,open-minded,['open-minded']
O-High,7,imaginative,"['imaginative', 'inventive']"
O-High,8,artistic,"['esthetic', 'aesthetic', 'artistic']"
O-High,9,exploratory,"['exploratory', 'explorative']"
O-High,10,phenomenological,[]
N-High,1,hyper-vigilant,[]
N-High,2,emotionally,[]
N-High,3,reactive,"['responsive', 'reactive']"
N-High,4,self-destructive,"['suicidal', 'self-destructive']"
N-High,5,intense,"['intense', 'acute', 'vivid']"
N-High,6,hypersensitive,"['hypersensitive', 'allergic', 'hypersensitised', 'hypersensitized', 'sensitized']"
N-High,7,impulsive,"['unprompted', 'driving', 'impulsive']"
N-High,8,vulnerable,['vulnerable']
N-High,9,dissociated,[]
N-High,10,trauma-activated,[]
A-High,1,compassionate,['compassionate']
A-High,2,empathetic,"['empathic', 'empathetic']"
A-High,3,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,4,gentle,"['soft', 'gentle', 'aristocratic']"
A-High,5,caring,['caring']
A-High,6,cooperative,"['concerted', 'conjunctive', 'cooperative', 'conjunct']"
A-High,7,considerate,['considerate']
A-High,8,kind-hearted,"['kindhearted', 'kind-hearted']"
A-High,9,sympathetic,"['benevolent', 'kindly', 'charitable', 'sympathetic']"
A-High,10,benevolent,"['sympathetic', 'benevolent', 'kindly', 'charitable']"
E-Low,1,low-key,"['subdued', 'low-key', 'low-keyed']"
E-Low,2,cautious,"['conservative', 'cautious']"
E-Low,3,reserve,[]
E-Low,4,introverted,"['introverted', 'self-examining', 'introspective']"
E-Low,5,reflective,"['meditative', 'brooding', 'musing', 'contemplative', 'broody']"
E-Low,6,meticulous,"['meticulous', 'punctilious']"
E-Low,7,hesitant,"['hesitant', 'hesitating']"
E-Low,8,discreet,"['circumspect', 'discerning', 'discreet']"
E-Low,9,unassuming,"['unassuming', 'retiring']"
E-Low,10,solitary,"['nongregarious', 'solitary', 'lonely', 'nonsocial', 'lone']"
C-Low,1,spontaneous,"['self-generated', 'ad-lib', 'unwritten', 'spontaneous']"
C-Low,2,disheveled,"['frowzled', 'dishevelled', 'disheveled', 'rumpled', 'tousled']"
C-Low,3,unpredictable,"['unpredictable', 'irregular']"
C-Low,4,impulsive,"['unprompted', 'driving', 'impulsive']"
C-Low,5,chaos-prone,[]
C-Low,6,careless,"['careless', 'regardless']"
C-Low,7,distractible,[]
C-Low,8,emotionally,[]
C-Low,9,frivolous,['frivolous']
C-Low,10,dysregulated,[]
C-High,1,meticulous,"['meticulous', 'punctilious']"
C-High,2,disciplined,['disciplined']
C-High,3,efficient,"['effective', 'efficient']"
