Label,Num,Adjectives,Synonyms
N-Low,1,composed,['composed']
N-Low,2,steadfast,"['unbendable', 'stiff', 'firm', 'steadfast', 'steady']"
N-Low,3,emotionally,[]
N-Low,4,calm-centered,[]
N-Low,5,resilient,"['lively', 'resilient', 'live', 'bouncy']"
N-Low,6,tranquil,"['quiet', 'placid', 'tranquil', 'smooth', 'still']"
N-Low,7,stable,"['stable', 'static']"
N-Low,8,peaceful,"['passive', 'peaceful', 'peaceable']"
N-Low,9,adaptable,['adaptable']
N-Low,10,grounded,[]
O-Low,1,conventional,"['conventional', 'established']"
O-Low,2,traditionalist,"['hidebound', 'traditionalist']"
O-Low,3,conservative,"['button-down', 'cautious', 'conservative']"
O-Low,4,rigid,"['inflexible', 'strict', 'stiff', 'rigid']"
O-Low,5,set,"['set', 'fixed', 'fit', 'primed']"
O-Low,6,loyal,"['loyal', 'patriotic', 'firm']"
O-Low,7,predictable,['predictable']
O-Low,8,resistant,"['tolerant', 'immune', 'resistant']"
O-Low,9,rooted,"['frozen', 'stock-still', 'rooted']"
O-Low,10,established,"['established', 'accomplished', 'effected', 'constituted']"
A-Low,1,perceptive,['perceptive']
A-Low,2,inquisitive,"['inquisitive', 'speculative', 'questioning', 'wondering']"
A-Low,3,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,4,cautious,"['conservative', 'cautious']"
A-Low,5,analytical,"['analytical', 'analytic']"
A-Low,6,critical,"['vital', 'critical']"
A-Low,7,independent,"['self-governing', 'autonomous', 'independent', 'sovereign']"
A-Low,8,straightforward,"['square', 'straight', 'straightforward', 'aboveboard']"
A-Low,9,debating,[]
A-Low,10,unyielding,"['persistent', 'tenacious', 'dogged', 'pertinacious', 'dour']"
E-High,1,charismatic,"['charismatic', 'magnetic']"
E-High,2,affable,"['cordial', 'amiable', 'genial', 'affable']"
E-High,3,energetic,"['gumptious', 'up-and-coming', 'industrious', 'energetic']"
E-High,4,extroverted,"['extroverted', 'outgoing', 'forthcoming', 'extrospective']"
E-High,5,confident,"['positive', 'convinced', 'confident']"
E-High,6,vibrant,"['vibrant', 'vivacious']"
E-High,7,outgoing,"['extroverted', 'outgoing', 'forthcoming']"
E-High,8,adventurous,"['adventurous', 'adventuresome']"
E-High,9,boisterous,"['boisterous', 'robustious', 'rambunctious', 'rumbustious', 'unruly']"
E-High,10,affiliative,[]
O-High,1,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
O-High,2,innovative,"['forward-looking', 'innovative', 'modern', 'advanced']"
O-High,3,enthusiastic,['enthusiastic']
O-High,4,adventurous,"['adventurous', 'adventuresome']"
O-High,5,artistic,"['esthetic', 'aesthetic', 'artistic']"
O-High,6,inquisitive,"['inquisitive', 'speculative', 'questioning', 'wondering']"
O-High,7,imaginative,"['imaginative', 'inventive']"
O-High,8,curious,"['peculiar', 'queer', 'curious', 'odd', 'funny']"
O-High,9,forward-thinking,[]
O-High,10,expressive,['expressive']
N-High,1,hypervigilant,[]
N-High,2,emotionally,[]
N-High,3,defensive,"['justificative', 'defensive', 'justificatory']"
N-High,4,self-destructive,"['suicidal', 'self-destructive']"
N-High,5,reactive,"['responsive', 'reactive']"
N-High,6,intense,"['intense', 'acute', 'vivid']"
N-High,7,impulsive,"['unprompted', 'driving', 'impulsive']"
N-High,8,cynical,"['cynical', 'misanthropical', 'misanthropic']"
N-High,9,vulnerable,['vulnerable']
N-High,10,dysphoric,"['unhappy', 'dysphoric', 'distressed']"
A-High,1,empathetic,"['empathic', 'empathetic']"
A-High,2,compassionate,['compassionate']
A-High,3,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,4,generous,['generous']
A-High,5,caring,['caring']
A-High,6,cooperative,"['concerted', 'conjunctive', 'cooperative', 'conjunct']"
A-High,7,understanding,['understanding']
A-High,8,supportive,['supportive']
A-High,9,nurturing,[]
A-High,10,diplomatic,"['diplomatical', 'diplomatic']"
E-Low,1,low-key,"['subdued', 'low-key', 'low-keyed']"
E-Low,2,reflective,"['meditative', 'brooding', 'musing', 'contemplative', 'broody']"
E-Low,3,introspective,"['introverted', 'self-examining', 'introspective']"
E-Low,4,reserve,[]
E-Low,5,discreet,"['circumspect', 'discerning', 'discreet']"
E-Low,6,introverted,"['introverted', 'self-examining', 'introspective']"
E-Low,7,cautious,"['conservative', 'cautious']"
E-Low,8,private,"['private', 'secret', 'individual']"
E-Low,9,thoughtful,"['serious-minded', 'thoughtful', 'heedful']"
E-Low,10,unassuming,"['unassuming', 'retiring']"
C-Low,1,distractible,[]
C-Low,2,impulsive,"['unprompted', 'driving', 'impulsive']"
C-Low,3,disorganized,"['disorganized', 'disorganised']"
C-Low,4,restless,"['ungratified', 'unsatisfied', 'restless']"
C-Low,5,easily,[]
C-Low,6,spontaneous,"['self-generated', 'ad-lib', 'unwritten', 'spontaneous']"
C-Low,7,overwhelmed,[]
C-Low,8,impetuous,"['impulsive', 'impetuous', 'madcap', 'tearaway', 'hotheaded']"
C-Low,9,chaos-prone,[]
C-Low,10,flighty,"['flyaway', 'scatterbrained', 'flighty', 'skittish', 'head-in-the-clouds']"
C-High,1,disciplined,['disciplined']
C-High,2,motivated,['motivated']
C-High,3,efficient,"['effective', 'efficient']"
C-High,4,responsible,"['responsible_for', 'responsible', 'creditworthy']"
C-High,5,organized,"['organized', 'unionized', 'organised']"
