Label,Num,Adjectives,Synonyms
N-High,1,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,2,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,3,angry,"['tempestuous', 'raging', 'angry', 'furious']"
N-High,4,resentful,['resentful']
N-High,5,overwhelmed,[]
N-High,6,isolated,"['detached', 'stray', 'isolated', 'separated']"
N-High,7,self-critical,[]
N-High,8,reactive,"['responsive', 'reactive']"
N-High,9,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
N-High,10,sensitive,"['sensitive', 'sensible']"
N-High,11,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,12,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,13,angry,"['tempestuous', 'raging', 'angry', 'furious']"
N-High,14,resentful,['resentful']
N-High,15,overwhelmed,[]
N-High,16,isolated,"['detached', 'stray', 'isolated', 'separated']"
N-High,17,self-critical,[]
N-High,18,reactive,"['responsive', 'reactive']"
N-High,19,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
N-High,20,sensitive,"['sensitive', 'sensible']"
A-Low,1,determined,"['determined', 'dictated']"
A-Low,2,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,3,critical,"['vital', 'critical']"
A-Low,4,adventurous,"['adventurous', 'adventuresome']"
A-Low,5,aggressive,"['aggressive', 'fast-growing', 'strong-growing']"
A-Low,6,independent,"['independent', 'sovereign', 'autonomous', 'self-governing']"
A-Low,7,pessimistic,['pessimistic']
A-Low,8,questioning,"['doubting', 'questioning', 'skeptical', 'quizzical']"
A-Low,9,distrustful,['distrustful']
A-Low,10,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
A-Low,11,determined,"['determined', 'dictated']"
A-Low,12,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,13,critical,"['vital', 'critical']"
A-Low,14,adventurous,"['adventurous', 'adventuresome']"
A-Low,15,aggressive,"['aggressive', 'fast-growing', 'strong-growing']"
A-Low,16,independent,"['independent', 'sovereign', 'autonomous', 'self-governing']"
A-Low,17,pessimistic,['pessimistic']
A-Low,18,questioning,"['doubting', 'questioning', 'skeptical', 'quizzical']"
A-Low,19,distrustful,['distrustful']
A-Low,20,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
C-High,1,dependable,"['honest', 'reliable', 'dependable']"
C-High,2,tenacious,"['tenacious', 'retentive', 'dogged', 'recollective', 'long']"
C-High,3,disciplined,['disciplined']
C-High,4,diligent,"['diligent', 'persevering']"
C-High,5,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,6,resourceful,['resourceful']
C-High,7,proactive,['proactive']
C-High,8,goal-oriented,[]
C-High,9,accountable,['accountable']
C-High,10,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
C-High,11,dependable,"['honest', 'reliable', 'dependable']"
C-High,12,tenacious,"['tenacious', 'retentive', 'dogged', 'recollective', 'long']"
C-High,13,disciplined,['disciplined']
C-High,14,diligent,"['diligent', 'persevering']"
C-High,15,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,16,resourceful,['resourceful']
C-High,17,proactive,['proactive']
C-High,18,goal-oriented,[]
C-High,19,accountable,['accountable']
C-High,20,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
