Label,Num,Adjectives,Synonyms
N-High,1,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,2,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,3,emotional,"['emotional', 'aroused']"
N-High,4,sensitive,"['sensitive', 'sensible']"
N-High,5,reactive,"['responsive', 'reactive']"
N-High,6,tense,['tense']
N-High,7,worried,"['worried', 'disturbed', 'disquieted', 'distressed', 'upset']"
N-High,8,vulnerable,['vulnerable']
N-High,9,wary,"['untrusting', 'leery', 'mistrustful', 'wary', 'suspicious']"
N-High,10,frantic,"['frenetic', 'frenzied', 'frantic', 'phrenetic', 'delirious']"
N-High,11,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,12,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,13,emotional,"['emotional', 'aroused']"
N-High,14,sensitive,"['sensitive', 'sensible']"
N-High,15,reactive,"['responsive', 'reactive']"
N-High,16,tense,['tense']
N-High,17,worried,"['worried', 'disturbed', 'disquieted', 'distressed', 'upset']"
N-High,18,vulnerable,['vulnerable']
N-High,19,wary,"['untrusting', 'leery', 'mistrustful', 'wary', 'suspicious']"
N-High,20,frantic,"['frenetic', 'frenzied', 'frantic', 'phrenetic', 'delirious']"
A-Low,1,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,2,arrogant,"['arrogant', 'chesty', 'self-important']"
A-Low,3,critical,"['vital', 'critical']"
A-Low,4,defensive,"['defensive', 'justificatory', 'justificative']"
A-Low,5,dogmatic,"['dogmatic', 'dogmatical']"
A-Low,6,egotistical,"['narcissistic', 'conceited', 'egotistical', 'egotistic', 'self-loving']"
A-Low,7,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
A-Low,8,staunch,"['unswerving', 'staunch', 'steadfast']"
A-Low,9,unyielding,"['tenacious', 'dogged', 'persistent', 'pertinacious', 'dour']"
A-Low,10,volatile,"['explosive', 'volatile', 'fickle']"
A-Low,11,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,12,arrogant,"['arrogant', 'chesty', 'self-important']"
A-Low,13,critical,"['vital', 'critical']"
A-Low,14,defensive,"['defensive', 'justificatory', 'justificative']"
A-Low,15,dogmatic,"['dogmatic', 'dogmatical']"
A-Low,16,egotistical,"['narcissistic', 'conceited', 'egotistical', 'egotistic', 'self-loving']"
A-Low,17,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
A-Low,18,staunch,"['unswerving', 'staunch', 'steadfast']"
A-Low,19,unyielding,"['tenacious', 'dogged', 'persistent', 'pertinacious', 'dour']"
A-Low,20,volatile,"['explosive', 'volatile', 'fickle']"
C-High,1,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,2,dependable,"['honest', 'reliable', 'dependable']"
C-High,3,diligent,"['diligent', 'persevering']"
C-High,4,efficient,"['effective', 'efficient']"
C-High,5,focused,"['focused', 'focussed']"
C-High,6,hard-hitting,"['trenchant', 'hard-hitting', 'high-pressure']"
C-High,7,methodical,['methodical']
C-High,8,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
C-High,9,proactive,['proactive']
C-High,10,resolute,"['unhesitating', 'resolute']"
C-High,11,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,12,dependable,"['honest', 'reliable', 'dependable']"
