Label,Num,Adjectives,Synonyms
N-High,1,arrogant,"['arrogant', 'self-important', 'chesty']"
N-High,2,conceited,"['self-conceited', 'swollen', 'egotistical', 'egotistic', 'conceited']"
N-High,3,egotistical,"['narcissistic', 'egotistical', 'egotistic', 'conceited', 'self-loving']"
N-High,4,haughty,"['haughty', 'lordly', 'overbearing', 'imperious', 'disdainful']"
N-High,5,pompous,"['grandiloquent', 'overblown', 'pompous', 'pontifical', 'portentous']"
N-High,6,superior,"['superscript', 'superior']"
N-High,7,vain,"['self-conceited', 'swollen', 'egotistical', 'egotistic', 'conceited']"
N-High,8,boastful,"['braggart', 'braggy', 'bragging', 'boastful', 'big']"
N-High,9,self-aggrandizing,"['self-aggrandising', 'self-aggrandizing', 'braggart', 'bragging', 'boastful']"
N-High,10,hubristic,[]
M-High,1,machiavellian,['machiavellian']
M-High,2,ambitious,"['challenging', 'ambitious']"
M-High,3,calculated,"['deliberate', 'measured', 'calculated']"
M-High,4,deceptive,"['misleading', 'shoddy', 'deceptive', 'delusory']"
M-High,5,cunning,"['cunning', 'cute', 'crafty', 'dodgy']"
M-High,6,maneuverable,"['manoeuvrable', 'maneuverable']"
M-High,7,exploitative,"['exploitive', 'exploitatory', 'exploitative']"
M-High,8,scheming,"['scheming', 'calculative', 'shrewd', 'conniving', 'calculating']"
M-High,9,unscrupulous,['unscrupulous']
M-High,10,mercenary,"['materialistic', 'mercenary', 'free-lance', 'worldly-minded']"
P-Low,1,compassionate,['compassionate']
P-Low,2,reflective,"['musing', 'contemplative', 'meditative', 'broody', 'brooding']"
P-Low,3,solicitous,['solicitous']
P-Low,4,prudent,['prudent']
P-Low,5,empathic,"['empathic', 'empathetic']"
P-Low,6,considerate,['considerate']
P-Low,7,guarded,"['restrained', 'guarded']"
P-Low,8,selfless,"['altruistic', 'selfless']"
P-Low,9,discerning,"['discerning', 'discreet', 'apprehensive']"
P-Low,10,caring,['caring']
M-Low,1,upright,"['unsloped', 'just', 'upright', 'good']"
M-Low,2,transparent,"['crystal_clear', 'crystalline', 'pellucid', 'limpid', 'lucid']"
M-Low,3,sincere,"['solemn', 'earnest', 'sincere']"
M-Low,4,unwavering,"['steadfast', 'unbendable', 'firm', 'stiff', 'steady']"
M-Low,5,trustworthy,"['trusty', 'trustworthy']"
M-Low,6,straightforward,"['straightforward', 'aboveboard', 'square', 'straight']"
M-Low,7,integrity-filled,[]
