Label,Num,Adjectives,Synonyms
T,1,analytical,"['analytic', 'analytical']"
T,2,objective,"['objective', 'nonsubjective', 'accusative']"
T,3,rational,"['noetic', 'intellectual', 'rational']"
T,4,efficient,"['effective', 'efficient']"
T,5,pragmatic,"['pragmatical', 'matter-of-fact', 'pragmatic']"
T,6,logical,"['coherent', 'logical', 'legitimate', 'consistent']"
T,7,independent,"['autonomous', 'self-governing', 'independent', 'sovereign']"
T,8,objective,"['objective', 'nonsubjective', 'accusative']"
T,9,systematic,"['systematic', 'taxonomic', 'taxonomical']"
T,10,unemotional,"['restrained', 'unemotional', 'reticent']"
T,11,analytical,"['analytic', 'analytical']"
T,12,objective,"['objective', 'nonsubjective', 'accusative']"
T,13,rational,"['noetic', 'intellectual', 'rational']"
T,14,efficient,"['effective', 'efficient']"
T,15,pragmatic,"['pragmatical', 'matter-of-fact', 'pragmatic']"
T,16,logical,"['coherent', 'logical', 'legitimate', 'consistent']"
T,17,independent,"['autonomous', 'self-governing', 'independent', 'sovereign']"
T,18,objective,"['objective', 'nonsubjective', 'accusative']"
T,19,systematic,"['systematic', 'taxonomic', 'taxonomical']"
T,20,unemotional,"['restrained', 'unemotional', 'reticent']"
F,1,compassionate,['compassionate']
F,2,sympathetic,"['benevolent', 'sympathetic', 'charitable', 'kindly']"
F,3,emotional,"['emotional', 'aroused']"
F,4,sensitive,"['sensible', 'sensitive']"
F,5,empathetic,"['empathetic', 'empathic']"
F,6,cooperative,"['cooperative', 'concerted', 'conjunct', 'conjunctive']"
F,7,harmonious,"['symmetrical', 'harmonious', 'proportionate']"
F,8,warm-hearted,[]
F,9,sympathetic,"['benevolent', 'sympathetic', 'charitable', 'kindly']"
F,10,committed,"['attached', 'committed']"
F,11,compassionate,['compassionate']
F,12,sympathetic,"['benevolent', 'sympathetic', 'charitable', 'kindly']"
F,13,emotional,"['emotional', 'aroused']"
F,14,sensitive,"['sensible', 'sensitive']"
F,15,empathetic,"['empathetic', 'empathic']"
F,16,cooperative,"['cooperative', 'concerted', 'conjunct', 'conjunctive']"
F,17,harmonious,"['symmetrical', 'harmonious', 'proportionate']"
F,18,warm-hearted,[]
F,19,sympathetic,"['benevolent', 'sympathetic', 'charitable', 'kindly']"
F,20,committed,"['attached', 'committed']"
N,1,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
N,2,insightful,['insightful']
N,3,intuitive,"['nonrational', 'visceral', 'intuitive']"
N,4,futuristic,"['futurist', 'futuristic']"
N,5,curious,"['curious', 'peculiar', 'queer', 'odd', 'funny']"
N,6,perceptive,['perceptive']
N,7,enthusiastic,['enthusiastic']
N,8,imaginative,"['inventive', 'imaginative']"
N,9,open-minded,['open-minded']
N,10,innovative,"['forward-looking', 'advanced', 'innovative', 'modern']"
N,11,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
N,12,insightful,['insightful']
N,13,intuitive,"['nonrational', 'visceral', 'intuitive']"
N,14,futuristic,"['futurist', 'futuristic']"
N,15,curious,"['curious', 'peculiar', 'queer', 'odd', 'funny']"
N,16,perceptive,['perceptive']
N,17,enthusiastic,['enthusiastic']
N,18,imaginative,"['inventive', 'imaginative']"
N,19,open-minded,['open-minded']
N,20,innovative,"['forward-looking', 'advanced', 'innovative', 'modern']"
J,1,analytical,"['analytic', 'analytical']"
J,2,methodical,['methodical']
J,3,systematic,"['systematic', 'taxonomic', 'taxonomical']"
J,4,pragmatic,"['pragmatical', 'matter-of-fact', 'pragmatic']"
J,5,structured,"['structured', 'integrated']"
J,6,predictive,"['prognosticative', 'prognostic', 'predictive']"
J,7,organized,"['organised', 'organized', 'unionized']"
J,8,disciplined,['disciplined']
J,9,focused,"['focussed', 'focused']"
J,10,predictable,['predictable']
J,11,analytical,"['analytic', 'analytical']"
J,12,methodical,['methodical']
J,13,systematic,"['systematic', 'taxonomic', 'taxonomical']"
J,14,pragmatic,"['pragmatical', 'matter-of-fact', 'pragmatic']"
J,15,structured,"['structured', 'integrated']"
J,16,predictive,"['prognosticative', 'prognostic', 'predictive']"
J,17,organized,"['organised', 'organized', 'unionized']"
J,18,disciplined,['disciplined']
J,19,focused,"['focussed', 'focused']"
J,20,predictable,['predictable']
P,1,opportunistic,"['opportunistic', 'opportunist', 'timeserving']"
P,2,flexible-minded,[]
P,3,non-conformist,[]
P,4,adaptive,"['adaptive', 'adaptative']"
P,5,resourceful,['resourceful']
P,6,open-minded,['open-minded']
P,7,nimble,"['nimble', 'spry', 'quick', 'agile']"
