Label,Num,Adjectives
O-High,1,visionary
O-High,2,inquisitive
O-High,3,artistic
O-High,4,enthusiastic
O-High,5,intellectual
O-High,6,adventurous
O-High,7,eccentric
O-High,8,sensual
O-High,9,reflective
O-High,10,innovative
O-Low,1,conventional
O-Low,2,conservative
O-Low,3,traditional
O-Low,4,predictable
O-Low,5,staid
O-Low,6,settled
O-Low,7,established
O-Low,8,respectful
O-Low,9,stable
O-Low,10,orthodox
C-High,1,methodical
C-High,2,diligent
C-High,3,thorough
C-High,4,strategic
C-High,5,proactive
C-High,6,disciplined
C-High,7,result-driven
C-High,8,pragmatic
C-High,9,focused
C-High,10,committed
N-Low,1,composed
N-Low,2,philosophical
N-Low,3,serenene
N-Low,4,calmative
N-Low,5,even-handed
N-Low,6,steadfast
N-Low,7,reflective
N-Low,8,gentle
N-Low,9,resolute
N-Low,10,calm-hearted
E-High,1,vivacious
E-High,2,exuberant
E-High,3,charismatic
E-High,4,effervescent
E-High,5,confident
E-High,6,adventurous
E-High,7,vibrant
E-High,8,sociable
E-High,9,talkative
E-High,10,daring
A-High,1,compassionate
A-High,2,affable
A-High,3,empathetic
A-High,4,nurturing
A-High,5,diplomatic
A-High,6,tactful
A-High,7,generous
A-High,8,supportive
A-High,9,inclusive
A-High,10,benign
C-Low,1,spontaneous
C-Low,2,impetuous
C-Low,3,disorganized
C-Low,4,emotional
C-Low,5,reckless
C-Low,6,unpredictable
C-Low,7,haphazard
C-Low,8,distractible
C-Low,9,impulsive
C-Low,10,unstructured
E-Low,1,muted
E-Low,2,retreating
E-Low,3,unassuming
E-Low,4,reflective
E-Low,5,cautious
E-Low,6,introverted
E-Low,7,subdued
E-Low,8,guarded
E-Low,9,reserved
E-Low,10,enigmatic
N-High,1,volatile
N-High,2,easily
N-High,3,emotionally
N-High,4,sensitized
N-High,5,perfectionistic
N-High,6,self-critical
N-High,7,overwhelmed
N-High,8,defensive
N-High,9,impulsive
N-High,10,introspectively
A-Low,1,confrontational
A-Low,2,perfidious
A-Low,3,brusque
A-Low,4,cynical
A-Low,5,pugnacious
A-Low,6,sarcastic
A-Low,7,maverick
A-Low,8,ruthless
A-Low,9,blunt
A-Low,10,uncompromising
E-High-N-Low-A-High-C-Low-O-Low,1,vivacious
E-High-N-Low-A-High-C-Low-O-Low,2,affable
E-High-N-Low-A-High-C-Low-O-Low,3,daring
E-High-N-Low-A-High-C-Low-O-Low,4,compassionate
E-High-N-Low-A-High-C-Low-O-Low,5,outgoing
E-High-N-Low-A-High-C-Low-O-Low,6,resilient
E-High-N-Low-A-High-C-Low-O-Low,7,sociable
E-High-N-Low-A-High-C-Low-O-Low,8,optimistic
E-High-N-Low-A-High-C-Low-O-Low,9,empathetic
E-High-N-Low-A-High-C-Low-O-Low,10,vibrant
E-High-N-High-A-High-C-Low-O-High,1,vivacious
E-High-N-High-A-High-C-Low-O-High,2,dramatic
E-High-N-High-A-High-C-Low-O-High,3,emotionally
E-High-N-High-A-High-C-Low-O-High,4,charismatic
E-High-N-High-A-High-C-Low-O-High,5,spontaneous
E-High-N-High-A-High-C-Low-O-High,6,passionate
E-High-N-High-A-High-C-Low-O-High,7,artistic
E-High-N-High-A-High-C-Low-O-High,8,impulsive
E-High-N-High-A-High-C-Low-O-High,9,energetic
E-High-N-High-A-High-C-Low-O-High,10,romantic
