Label,Num,Adjectives
N-High,1,egotistical
N-High,2,arrogant
N-High,3,conceited
N-High,4,pompous
N-High,5,superior
N-High,6,self-aggrandizing
N-High,7,overbearing
N-High,8,grandiose
N-High,9,vainglorious
N-High,10,hubristic
M-High,1,machiavellian
M-High,2,cunning
M-High,3,pragmatic
M-High,4,ambitious
M-High,5,scheming
M-High,6,calculated
M-High,7,deceptive
M-High,8,power-hungry
M-High,9,maneuvering
M-High,10,unscrupulous
P-Low,1,compassionate
P-Low,2,reflective
P-Low,3,empathic
P-Low,4,considerate
P-Low,5,selfless
P-Low,6,mindful
P-Low,7,introspective
P-Low,8,solicitous
P-Low,9,prudent
P-Low,10,altruistic
M-Low,1,unwavering
M-Low,2,authentic
M-Low,3,transparent
M-Low,4,moral
M-Low,5,direct
M-Low,6,trustworthy
M-Low,7,principled
M-Low,8,sincere
M-Low,9,uncompromising
M-Low,10,integrity-driven
P-High,1,reckless
P-High,2,daring
P-High,3,callous
P-High,4,unpredictable
P-High,5,ruthless
P-High,6,unapologetic
P-High,7,restless
P-High,8,unconventional
P-High,9,impervious
P-High,10,unbridled
N-Low,1,unassuming
N-Low,2,modest
N-Low,3,self-effacing
N-Low,4,unpretentious
N-Low,5,humble
N-Low,6,unostentatious
N-Low,7,low-key
N-Low,8,unobtrusive
N-Low,9,modestly
N-Low,10,unassumingly
M-Low-N-High-P-High,1,unapologetic
M-Low-N-High-P-High,2,blunt
M-Low-N-High-P-High,3,self-assured
M-Low-N-High-P-High,4,impulsive
M-Low-N-High-P-High,5,emotionally
M-Low-N-High-P-High,6,thrill-seeking
M-Low-N-High-P-High,7,dominating
M-Low-N-High-P-High,8,overconfident
M-Low-N-High-P-High,9,unconcerned
M-Low-N-High-P-High,10,uninhibited
M-High-N-High-P-Low,1,strategic
M-High-N-High-P-Low,2,pragmatic
M-High-N-High-P-Low,3,cunning
M-High-N-High-P-Low,4,adaptable
M-High-N-High-P-Low,5,ambitious
M-High-N-High-P-Low,6,self-assured
M-High-N-High-P-Low,7,charismatic
M-High-N-High-P-Low,8,empathetic
M-High-N-High-P-Low,9,discerning
M-High-N-High-P-Low,10,reflective
M-Low-N-High-P-Low,1,authentic
M-Low-N-High-P-Low,2,virtuous
M-Low-N-High-P-Low,3,empathetic
M-Low-N-High-P-Low,4,self-assured
M-Low-N-High-P-Low,5,sincere
M-Low-N-High-P-Low,6,conscientious
M-Low-N-High-P-Low,7,idealistic
M-Low-N-High-P-Low,8,transparent
M-Low-N-High-P-Low,9,philosophical
M-Low-N-High-P-Low,10,altruistic
M-High-N-High-P-High,1,scheming
M-High-N-High-P-High,2,deceptive
M-High-N-High-P-High,3,calculating
M-High-N-High-P-High,4,dominant
M-High-N-High-P-High,5,self-aggrandizing
M-High-N-High-P-High,6,emotionally
M-High-N-High-P-High,7,impulsive
M-High-N-High-P-High,8,ruthless
M-High-N-High-P-High,9,charismatic
M-High-N-High-P-High,10,unscrupulous
M-High-N-Low-P-Low,1,strategic
M-High-N-Low-P-Low,2,pragmatic
M-High-N-Low-P-Low,3,tactful
M-High-N-Low-P-Low,4,low-key
M-High-N-Low-P-Low,5,empathetic
M-High-N-Low-P-Low,6,cautious
M-High-N-Low-P-Low,7,mindful
M-High-N-Low-P-Low,8,responsible
M-High-N-Low-P-Low,9,subtle
M-High-N-Low-P-Low,10,unassuming
M-Low-N-Low-P-High,1,direct
M-Low-N-Low-P-High,2,impulsive
M-Low-N-Low-P-High,3,authentic
M-Low-N-Low-P-High,4,uninhibited
M-Low-N-Low-P-High,5,emotionally
M-Low-N-Low-P-High,6,thrill-seeking
M-Low-N-Low-P-High,7,spontaneous
M-Low-N-Low-P-High,8,unpretentious
M-Low-N-Low-P-High,9,blunt
M-Low-N-Low-P-High,10,unconventional
M-Low-N-Low-P-Low,1,authentic
M-Low-N-Low-P-Low,2,compassionate
M-Low-N-Low-P-Low,3,introspective
M-Low-N-Low-P-Low,4,humble
M-Low-N-Low-P-Low,5,reliable
M-Low-N-Low-P-Low,6,selfless
M-Low-N-Low-P-Low,7,reflective
M-Low-N-Low-P-Low,8,empathetic
M-Low-N-Low-P-Low,9,unassuming
M-Low-N-Low-P-Low,10,principled
M-High-N-Low-P-High,1,cunning
M-High-N-Low-P-High,2,pragmatic
M-High-N-Low-P-High,3,unemotional
M-High-N-Low-P-High,4,strategic
M-High-N-Low-P-High,5,impulsive
M-High-N-Low-P-High,6,thrill-seeking
M-High-N-Low-P-High,7,manipulative
M-High-N-Low-P-High,8,resourceful
M-High-N-Low-P-High,9,detached
M-High-N-Low-P-High,10,reckless
