EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score
2,2,2,1,2,5,5,4,2,2,1,1,2,5,2,2,5,4,5,2,5,4,2,2,2,1,1,2,5,2,5,5,2,2,4,2,2,2,5,2,4,4,2,2,1.375,4.125,4.555555555555555,2.4444444444444446,2.0
2,2,2,2,2,5,5,4,2,2,1,1,5,5,2,1,4,2,5,2,5,5,2,2,4,1,2,2,5,3,5,5,2,2,2,2,1,2,5,3,2,5,2,2,1.25,4.25,4.666666666666667,3.0,2.8
1,1,2,5,2,5,4,2,2,2,1,1,2,5,3,1,4,4,5,3,5,5,2,2,3,2,2,2,5,3,5,5,2,2,2,1,1,2,5,3,5,4,2,3,1.125,4.625,4.555555555555555,2.6666666666666665,2.7
2,1,2,2,2,5,5,4,2,2,1,1,2,5,1,1,5,5,5,4,4,5,2,2,5,2,1,2,5,3,5,5,2,2,2,2,1,2,5,3,4,4,3,1,1.5,4.25,4.888888888888889,2.2222222222222223,2.7
1,1,2,2,2,5,5,4,2,2,1,1,2,5,2,2,4,4,5,2,5,4,2,2,2,2,1,2,5,3,5,5,2,2,2,2,1,2,5,2,5,4,2,2,1.375,4.25,4.666666666666667,2.4444444444444446,2.2
2,1,2,5,2,5,5,4,2,2,2,1,2,5,2,2,5,4,5,2,5,4,2,2,2,2,1,2,5,2,5,5,2,2,2,2,1,2,5,2,3,4,2,2,1.625,4.625,4.777777777777778,2.4444444444444446,2.3
1,2,2,5,2,5,5,4,2,2,2,1,2,5,2,1,5,2,5,2,5,4,2,2,2,2,1,2,5,2,5,5,2,2,2,1,2,2,5,4,3,4,4,2,1.25,4.625,4.555555555555555,2.4444444444444446,2.5
1,1,2,5,2,5,4,4,2,2,1,1,2,5,2,2,4,4,5,2,5,4,2,2,5,1,1,2,5,1,5,5,2,1,4,1,1,2,5,2,2,4,2,1,1.125,4.75,4.555555555555555,2.4444444444444446,2.3
2,1,2,5,2,5,4,4,2,2,1,1,2,5,2,2,4,4,5,3,5,5,2,2,2,2,1,2,5,2,5,5,2,2,2,2,1,2,5,2,2,4,2,2,1.5,4.625,4.666666666666667,2.4444444444444446,2.5
1,1,2,5,2,5,4,5,2,2,1,1,2,5,2,1,4,5,5,1,5,4,2,2,1,1,5,2,5,2,5,4,2,1,4,1,1,2,5,2,5,4,2,1,1.0,4.75,4.0,2.2222222222222223,1.6
