EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
2,2,4,1,5,4,2,2,5,5,2,2,5,2,5,2,2,4,1,5,5,2,1,5,5,4,4,4,2,5,2,2,4,5,2,2,1,4,1,5,5,2,5,5,2.375,1.25,2.7777777777777777,3.6666666666666665,4.5,low,low,high,low,high
2,2,4,1,5,5,2,2,5,5,1,1,5,5,5,1,2,4,1,5,5,2,1,5,5,2,2,5,3,4,5,2,5,5,2,2,2,5,2,5,5,2,1,5,1.375,1.875,3.0,4.444444444444445,4.4,low,low,high,low,high
1,2,4,1,5,5,2,4,5,5,1,1,5,2,5,1,2,4,2,5,4,2,5,5,5,2,2,5,2,5,2,2,5,5,2,2,2,5,1,5,5,2,1,5,1.75,1.375,3.0,3.7777777777777777,4.5,low,low,high,low,high
1,2,4,1,5,5,2,2,5,5,2,2,4,2,5,2,2,4,1,5,5,2,2,5,5,5,2,5,5,5,2,2,4,5,2,2,2,5,1,5,5,2,2,5,2.25,1.625,2.888888888888889,4.0,4.5,low,low,high,low,high
1,2,4,1,5,5,2,4,5,5,1,2,5,5,5,1,2,5,2,5,5,2,1,5,5,2,2,5,4,5,5,2,5,5,4,1,1,5,1,5,4,2,2,4,1.125,2.0,3.0,4.0,4.3,low,low,high,low,high
2,2,4,1,5,5,2,2,5,5,1,1,4,2,5,1,2,4,1,5,5,2,2,5,5,2,2,5,2,4,2,2,4,5,2,1,2,5,1,5,4,2,4,5,1.625,1.25,3.0,3.7777777777777777,4.5,low,low,high,low,high
1,2,4,1,5,5,2,2,5,5,1,1,4,4,5,1,2,4,1,5,4,2,1,5,5,2,4,5,2,5,5,2,4,5,2,1,2,4,2,5,5,2,3,5,1.25,1.625,2.7777777777777777,3.888888888888889,4.5,low,low,high,low,high
1,2,4,1,5,5,2,2,5,5,2,1,4,5,5,1,2,4,1,5,5,2,5,5,5,2,2,4,2,5,5,2,4,4,2,2,2,4,2,5,5,2,2,4,1.375,1.875,3.0,3.4444444444444446,4.4,low,low,low,low,high
1,2,5,1,5,5,2,2,5,5,1,1,5,4,5,2,2,4,2,5,5,2,5,5,5,2,4,5,2,5,5,2,5,5,5,1,2,5,2,5,4,2,1,5,1.25,1.75,2.7777777777777777,4.111111111111111,4.3,low,low,high,low,high
1,2,5,1,5,5,2,5,4,5,2,1,5,2,5,1,2,4,1,5,4,2,1,5,5,2,4,5,2,4,2,2,5,4,2,1,5,5,1,5,5,2,1,4,1.75,1.5,2.4444444444444446,4.222222222222222,4.3,low,low,high,low,high
