Label,Num,Adjectives
N-Low,1,composed
N-Low,2,stoic
N-Low,3,even-keel
N-Low,4,calm-centered
N-Low,5,resilient
N-Low,6,emotionally
N-Low,7,peaceful
N-Low,8,tranquil
N-Low,9,gentle
N-Low,10,serenely
O-Low,1,conventional
O-Low,2,traditionalist
O-Low,3,predictable
O-Low,4,conservative
O-Low,5,settled
O-Low,6,familiar
O-Low,7,rigid
O-Low,8,loyal
O-Low,9,established
O-Low,10,routine-oriented
A-Low,1,polarizing
A-Low,2,cautious
A-Low,3,ruthless
A-Low,4,introspective
A-Low,5,assertive
A-Low,6,perceptive
A-Low,7,critical
A-Low,8,uncompromising
A-Low,9,acidic
A-Low,10,unapologetic
E-High,1,vibrant
E-High,2,charismatic
E-High,3,adventurous
E-High,4,energetic
E-High,5,outgoing
E-High,6,effervescent
E-High,7,assertive
E-High,8,exuberant
E-High,9,lively
E-High,10,flamboyant
O-High,1,visionary
O-High,2,enthusiastic
O-High,3,innovative
O-High,4,artistic
O-High,5,adventurous
O-High,6,introspective
O-High,7,curious
O-High,8,imaginative
O-High,9,open-minded
O-High,10,energetic
N-High,1,vulnerable
N-High,2,emotionally
N-High,3,sensitivity-driven
N-High,4,defensive
N-High,5,self-critical
N-High,6,impulsive
N-High,7,dissociative
N-High,8,hypersensitive
N-High,9,maladaptive
N-High,10,resilience-challenged
A-High,1,affable
A-High,2,empathetic
A-High,3,compassionate
A-High,4,gentle
A-High,5,cooperative
A-High,6,warm-hearted
A-High,7,caring
A-High,8,understanding
A-High,9,sociable
A-High,10,benevolent
E-Low,1,solitary
E-Low,2,reserved
E-Low,3,introverted
E-Low,4,cautious
E-Low,5,reflective
E-Low,6,low-key
E-Low,7,private
E-Low,8,reservedly
E-Low,9,unassuming
E-Low,10,quietly
C-Low,1,distractible
C-Low,2,disjointed
C-Low,3,restless
C-Low,4,impetuous
C-Low,5,scattered
C-Low,6,easily
C-Low,7,frantic
C-Low,8,spontaneous
C-Low,9,unstructured
C-Low,10,emotionally
C-High,1,disciplined
C-High,2,meticulous
C-High,3,motivated
C-High,4,responsible
C-High,5,efficient
C-High,6,organized
C-High,7,diligent
C-High,8,systematic
C-High,9,self-motivated
C-High,10,accountable
E-Low-N-Low-A-Low-C-High-O-Low,1,reserved
E-Low-N-Low-A-Low-C-High-O-Low,2,cautious
E-Low-N-Low-A-Low-C-High-O-Low,3,analytical
E-Low-N-Low-A-Low-C-High-O-Low,4,disciplined
E-Low-N-Low-A-Low-C-High-O-Low,5,traditional
E-Low-N-Low-A-Low-C-High-O-Low,6,competitive
E-Low-N-Low-A-Low-C-High-O-Low,7,skeptical
E-Low-N-Low-A-Low-C-High-O-Low,8,efficient
E-Low-N-Low-A-Low-C-High-O-Low,9,persevering
E-Low-N-Low-A-Low-C-High-O-Low,10,principled
E-Low-N-High-A-High-C-Low-O-High,1,introverted
E-Low-N-High-A-High-C-Low-O-High,2,reserved
E-Low-N-High-A-High-C-Low-O-High,3,anxious
E-Low-N-High-A-High-C-Low-O-High,4,melancholic
E-Low-N-High-A-High-C-Low-O-High,5,creative
E-Low-N-High-A-High-C-Low-O-High,6,sensitive
E-Low-N-High-A-High-C-Low-O-High,7,imaginative
E-Low-N-High-A-High-C-Low-O-High,8,dreamy
E-Low-N-High-A-High-C-Low-O-High,9,sentimental
E-Low-N-High-A-High-C-Low-O-High,10,vulnerable
E-High-N-High-A-Low-C-Low-O-High,1,vibrant
E-High-N-High-A-Low-C-Low-O-High,2,unpredictable
E-High-N-High-A-Low-C-Low-O-High,3,charismatic
E-High-N-High-A-Low-C-Low-O-High,4,restless
E-High-N-High-A-Low-C-Low-O-High,5,intense
E-High-N-High-A-Low-C-Low-O-High,6,confident
E-High-N-High-A-Low-C-Low-O-High,7,rebellious
E-High-N-High-A-Low-C-Low-O-High,8,dramatic
E-High-N-High-A-Low-C-Low-O-High,9,immersive
E-High-N-High-A-Low-C-Low-O-High,10,unconventional
E-Low-N-High-A-High-C-High-O-High,1,introverted
E-Low-N-High-A-High-C-High-O-High,2,reserve
E-Low-N-High-A-High-C-High-O-High,3,anxious
E-Low-N-High-A-High-C-High-O-High,4,perfectionistic
E-Low-N-High-A-High-C-High-O-High,5,sensitive
E-Low-N-High-A-High-C-High-O-High,6,creative
E-Low-N-High-A-High-C-High-O-High,7,introspective
E-Low-N-High-A-High-C-High-O-High,8,highly
E-Low-N-High-A-High-C-High-O-High,9,self-effacing
E-Low-N-High-A-High-C-High-O-High,10,vulnerable
E-High-N-High-A-High-C-High-O-Low,1,charismatic
E-High-N-High-A-High-C-High-O-Low,2,effervescent
E-High-N-High-A-High-C-High-O-Low,3,assertive
E-High-N-High-A-High-C-High-O-Low,4,warm-hearted
E-High-N-High-A-High-C-High-O-Low,5,high-strung
E-High-N-High-A-High-C-High-O-Low,6,impulsive
E-High-N-High-A-High-C-High-O-Low,7,social
E-High-N-High-A-High-C-High-O-Low,8,dramatic
E-High-N-High-A-High-C-High-O-Low,9,passionate
E-High-N-High-A-High-C-High-O-Low,10,intense
E-Low-N-High-A-Low-C-Low-O-High,1,introspective
E-Low-N-High-A-Low-C-Low-O-High,2,melancholic
E-Low-N-High-A-Low-C-Low-O-High,3,perceptive
E-Low-N-High-A-Low-C-Low-O-High,4,artistic
E-Low-N-High-A-Low-C-Low-O-High,5,brooding
E-Low-N-High-A-Low-C-Low-O-High,6,idealistic
E-Low-N-High-A-Low-C-Low-O-High,7,moody
E-Low-N-High-A-Low-C-Low-O-High,8,enigmatic
E-Low-N-High-A-Low-C-Low-O-High,9,contemplative
E-Low-N-High-A-Low-C-Low-O-High,10,turbulent
E-High-N-High-A-High-C-Low-O-Low,1,voluble
E-High-N-High-A-High-C-Low-O-Low,2,effervescent
E-High-N-High-A-High-C-Low-O-Low,3,dramatic
E-High-N-High-A-High-C-Low-O-Low,4,impulsive
E-High-N-High-A-High-C-Low-O-Low,5,exuberant
E-High-N-High-A-High-C-Low-O-Low,6,charismatic
E-High-N-High-A-High-C-Low-O-Low,7,reckless
E-High-N-High-A-High-C-Low-O-Low,8,superficial
E-High-N-High-A-High-C-Low-O-Low,9,flighty
E-High-N-High-A-High-C-Low-O-Low,10,exhilarated
E-High-N-Low-A-High-C-High-O-High,1,vivacious
E-High-N-Low-A-High-C-High-O-High,2,energetic
E-High-N-Low-A-High-C-High-O-High,3,charismatic
E-High-N-Low-A-High-C-High-O-High,4,adventurous
E-High-N-Low-A-High-C-High-O-High,5,resilient
E-High-N-Low-A-High-C-High-O-High,6,warm-hearted
E-High-N-Low-A-High-C-High-O-High,7,innovative
E-High-N-Low-A-High-C-High-O-High,8,motivated
E-High-N-Low-A-High-C-High-O-High,9,effervescent
E-High-N-Low-A-High-C-High-O-High,10,dynamic
E-High-N-Low-A-Low-C-High-O-High,1,charismatic
E-High-N-Low-A-Low-C-High-O-High,2,adventurous
E-High-N-Low-A-Low-C-High-O-High,3,confident
E-High-N-Low-A-Low-C-High-O-High,4,energetic
E-High-N-Low-A-Low-C-High-O-High,5,imaginative
E-High-N-Low-A-Low-C-High-O-High,6,ambitious
E-High-N-Low-A-Low-C-High-O-High,7,outgoing
E-High-N-Low-A-Low-C-High-O-High,8,enthusiastic
E-High-N-Low-A-Low-C-High-O-High,9,disciplined
E-High-N-Low-A-Low-C-High-O-High,10,unpredictable
E-High-N-Low-A-Low-C-Low-O-High,1,adventurous
E-High-N-Low-A-Low-C-Low-O-High,2,charismatic
E-High-N-Low-A-Low-C-Low-O-High,3,confident
E-High-N-Low-A-Low-C-Low-O-High,4,dynamic
E-High-N-Low-A-Low-C-Low-O-High,5,enthusiastic
E-High-N-Low-A-Low-C-Low-O-High,6,fearless
E-High-N-Low-A-Low-C-Low-O-High,7,innovative
E-High-N-Low-A-Low-C-Low-O-High,8,lively
E-High-N-Low-A-Low-C-Low-O-High,9,spontaneous
E-High-N-Low-A-Low-C-Low-O-High,10,unpredictable
E-High-N-High-A-High-C-High-O-High,1,vibrant
E-High-N-High-A-High-C-High-O-High,2,charismatic
E-High-N-High-A-High-C-High-O-High,3,adventurous
E-High-N-High-A-High-C-High-O-High,4,expressive
E-High-N-High-A-High-C-High-O-High,5,impulsive
E-High-N-High-A-High-C-High-O-High,6,dramatic
E-High-N-High-A-High-C-High-O-High,7,empathetic
E-High-N-High-A-High-C-High-O-High,8,imaginative
E-High-N-High-A-High-C-High-O-High,9,energetic
E-High-N-High-A-High-C-High-O-High,10,turbulent
E-Low-N-High-A-High-C-High-O-Low,1,introverted
E-Low-N-High-A-High-C-High-O-Low,2,reserved
E-Low-N-High-A-High-C-High-O-Low,3,anxious
E-Low-N-High-A-High-C-High-O-Low,4,rigid
E-Low-N-High-A-High-C-High-O-Low,5,overly
E-Low-N-High-A-High-C-High-O-Low,6,perfectionistic
E-Low-N-High-A-High-C-High-O-Low,7,cautious
E-Low-N-High-A-High-C-High-O-Low,8,depressed
E-Low-N-High-A-High-C-High-O-Low,9,substance-dependent
E-Low-N-High-A-High-C-High-O-Low,10,traditionalist
E-High-N-High-A-Low-C-Low-O-Low,1,dramatic
E-High-N-High-A-Low-C-Low-O-Low,2,impulsive
E-High-N-High-A-Low-C-Low-O-Low,3,aggressive
E-High-N-High-A-Low-C-Low-O-Low,4,restless
E-High-N-High-A-Low-C-Low-O-Low,5,rebellious
