Label,Num,Adjectives,Synonyms
N-Low,1,composed,['composed']
N-Low,2,stable,"['stable', 'static']"
N-Low,3,even-tempered,"['good-tempered', 'equable', 'even-tempered', 'placid']"
N-Low,4,resilient,"['lively', 'resilient', 'live', 'bouncy']"
N-Low,5,calm-centered,[]
N-Low,6,serenely,[]
N-Low,7,emotionally,[]
N-Low,8,peaceful,"['passive', 'peaceful', 'peaceable']"
N-Low,9,adaptable,['adaptable']
N-Low,10,gentle-souled,[]
O-Low,1,conservative,"['button-down', 'cautious', 'conservative']"
O-Low,2,traditional,['traditional']
O-Low,3,predictable,['predictable']
O-Low,4,staid,"['staid', 'sedate']"
O-Low,5,conservative-minded,[]
O-Low,6,established,"['established', 'accomplished', 'effected', 'constituted']"
O-Low,7,resistant,"['tolerant', 'immune', 'resistant']"
O-Low,8,familiarity-driven,[]
O-Low,9,predictable,['predictable']
O-Low,10,established,"['established', 'accomplished', 'effected', 'constituted']"
A-Low,1,inquisitive,"['inquisitive', 'speculative', 'questioning', 'wondering']"
A-Low,2,straightforward,"['square', 'straight', 'straightforward', 'aboveboard']"
A-Low,3,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,4,analytical,"['analytical', 'analytic']"
A-Low,5,cautious,"['conservative', 'cautious']"
A-Low,6,perceptive,['perceptive']
A-Low,7,critical,"['vital', 'critical']"
A-Low,8,resolute,"['resolute', 'unhesitating']"
A-Low,9,discerning,"['discerning', 'apprehensive', 'discreet']"
A-Low,10,uncompromising,"['uncompromising', 'inflexible', 'sturdy']"
E-High,1,vibrant,"['vibrant', 'vivacious']"
E-High,2,charismatic,"['charismatic', 'magnetic']"
E-High,3,outgoing,"['extroverted', 'outgoing', 'forthcoming']"
E-High,4,energetic,"['gumptious', 'up-and-coming', 'industrious', 'energetic']"
E-High,5,adventurous,"['adventurous', 'adventuresome']"
E-High,6,confident,"['positive', 'convinced', 'confident']"
E-High,7,lively,"['lively', 'alert', 'brisk', 'racy']"
E-High,8,chatty,"['talkative', 'chatty', 'gabby', 'garrulous', 'loquacious']"
E-High,9,extroverted,"['extroverted', 'outgoing', 'forthcoming', 'extrospective']"
E-High,10,effervescent,"['effervescent', 'sparkling', 'bubbling']"
O-High,1,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
O-High,2,inquisitive,"['inquisitive', 'speculative', 'questioning', 'wondering']"
O-High,3,adventurous,"['adventurous', 'adventuresome']"
O-High,4,creative,"['creative', 'originative']"
O-High,5,analytical,"['analytical', 'analytic']"
O-High,6,enthusiastic,['enthusiastic']
O-High,7,innovative,"['forward-looking', 'innovative', 'modern', 'advanced']"
O-High,8,artistic,"['esthetic', 'aesthetic', 'artistic']"
O-High,9,perceptive,['perceptive']
O-High,10,exploratory,"['exploratory', 'explorative']"
N-High,1,vulnerable,['vulnerable']
N-High,2,sensitive,"['sensible', 'sensitive']"
N-High,3,hypervigilant,[]
N-High,4,emotionally,[]
N-High,5,self-destructive,"['suicidal', 'self-destructive']"
N-High,6,reactive,"['responsive', 'reactive']"
N-High,7,defensive,"['justificative', 'defensive', 'justificatory']"
N-High,8,intense,"['intense', 'acute', 'vivid']"
N-High,9,disorganized,"['disorganized', 'disorganised']"
N-High,10,fragile,"['flimsy', 'delicate', 'frail', 'fragile']"
A-High,1,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,2,empathetic,"['empathic', 'empathetic']"
A-High,3,compassionate,['compassionate']
A-High,4,cooperative,"['concerted', 'conjunctive', 'cooperative', 'conjunct']"
A-High,5,generous,['generous']
A-High,6,kind-hearted,"['kindhearted', 'kind-hearted']"
A-High,7,considerate,['considerate']
A-High,8,diplomatic,"['diplomatical', 'diplomatic']"
A-High,9,supportive,['supportive']
A-High,10,benevolent,"['sympathetic', 'benevolent', 'kindly', 'charitable']"
