Label,Num,Adjectives
T,1,analytical
T,2,rational
T,3,dispassionate
T,4,efficient
T,5,cerebral
T,6,pragmatic
T,7,logical
T,8,detached
T,9,systematic
T,10,impartial
J,1,fastidious
J,2,discerning
J,3,analytical
J,4,methodical
J,5,rigorous
J,6,cautious
J,7,precise
J,8,systematic
J,9,resolute
J,10,fastidious
N,1,enigmatic
N,2,visionary
N,3,innovative
N,4,surreal
N,5,ethereal
N,6,unpredictable
N,7,philosophical
N,8,dreamy
N,9,introspective
N,10,prophetic
I,1,reserved
I,2,sensitive
I,3,introverted
I,4,quiet
I,5,shy
I,6,delicate
I,7,private
I,8,reflective
I,9,gentle
I,10,contemplative
F,1,emotive
F,2,empathic
F,3,sensitively
F,4,cooperative
F,5,compassionate
F,6,authentic
F,7,nurturing
F,8,attentive
F,9,holistic
F,10,vulnerable
P,1,adaptable
P,2,agile
P,3,improvisational
P,4,opportunistic
P,5,flexible
P,6,spontaneous
P,7,open-minded
P,8,nonconformist
P,9,resourceful
P,10,perceptive
E,1,outgoing
E,2,vibrant
E,3,social
E,4,energetic
E,5,charismatic
E,6,adventurous
E,7,confident
E,8,lively
E,9,affable
E,10,enthusiastic
S,1,grounded
S,2,perceptive
S,3,discerning
S,4,methodical
S,5,astute
S,6,pragmatic
S,7,matter-of-fact
S,8,analytical
S,9,unassuming
S,10,reflective
ESFP,1,vibrant
ESFP,2,spontaneous
ESFP,3,observant
ESFP,4,expressive
ESFP,5,enthusiastic
ESFP,6,flexible
ESFP,7,resourceful
ESFP,8,lively
ESFP,9,imaginative
ESFP,10,spontaneously
ENTP,1,vibrant
ENTP,2,innovative
ENTP,3,charismatic
ENTP,4,analytical
ENTP,5,adaptable
ENTP,6,enthusiastic
ENTP,7,improvisational
ENTP,8,rational
ENTP,9,visionary
ENTP,10,unpredictable
INFJ,1,enigmatic
INFJ,2,sensitive
INFJ,3,dreamy
INFJ,4,perceptive
INFJ,5,idealistic
INFJ,6,detached
INFJ,7,introspective
INFJ,8,visionary
INFJ,9,emotional
INFJ,10,contemplative
INFP,1,soulful
INFP,2,imaginative
INFP,3,empathetic
INFP,4,free-spirited
INFP,5,sensory-sensitive
INFP,6,introspective
INFP,7,idealistic
INFP,8,artistic
INFP,9,adaptable
INFP,10,authentic
ENFP,1,vibrant
ENFP,2,imaginative
ENFP,3,charismatic
ENFP,4,spontaneous
ENFP,5,empathetic
ENFP,6,expressive
ENFP,7,adventurous
ENFP,8,innovative
ENFP,9,enthusiastic
ENFP,10,authentic
ISTJ,1,methodical
ISTJ,2,analytical
ISTJ,3,pragmatic
ISTJ,4,disciplined
ISTJ,5,reserve
ISTJ,6,efficient
ISTJ,7,perfectionistic
ISTJ,8,independent
ISTJ,9,punctual
ISTJ,10,dispassionate
INTP,1,intellectually
INTP,2,imaginative
INTP,3,analytical
INTP,4,independent
INTP,5,perceptive
INTP,6,flexible
INTP,7,rational
INTP,8,probing
INTP,9,unconventional
INTP,10,enigmatic
ESTP,1,adventurous
ESTP,2,analytical
ESTP,3,confident
ESTP,4,curious
ESTP,5,flexible
ESTP,6,logical
ESTP,7,outgoing
ESTP,8,pragmatic
ESTP,9,resourceful
ESTP,10,spontaneous
ISFP,1,surreal
ISFP,2,attentive
ISFP,3,emotive
ISFP,4,unassuming
ISFP,5,sensory-sensitive
ISFP,6,improvisational
ISFP,7,resilient
ISFP,8,authentic
ISFP,9,adaptable
ISFP,10,intuitive
ESTJ,1,assertive
ESTJ,2,methodical
ESTJ,3,disciplined
ESTJ,4,analytical
ESTJ,5,results-driven
ESTJ,6,confident
ESTJ,7,practical
ESTJ,8,structured
ESTJ,9,decisive
ESTJ,10,reserved
ISFJ,1,reserved
ISFJ,2,perceptive
ISFJ,3,sensitive
ISFJ,4,methodical
ISFJ,5,disciplined
ISFJ,6,loyal
ISFJ,7,introspective
ISFJ,8,detail-oriented
ISFJ,9,calm
ISFJ,10,reflective
ISTP,1,introverted
ISTP,2,discerning
ISTP,3,pragmatic
ISTP,4,analytical
ISTP,5,resourceful
ISTP,6,flexible
ISTP,7,skeptical
ISTP,8,independent
ISTP,9,observant
ISTP,10,efficient
ENTJ,1,charismatic
ENTJ,2,visionary
ENTJ,3,confident
ENTJ,4,adventurous
ENTJ,5,analytical
ENTJ,6,assertive
ENTJ,7,strategic
ENTJ,8,enthusiastic
ENTJ,9,results-driven
ENTJ,10,unapologetically
INTJ,1,analytical
INTJ,2,perceptive
INTJ,3,independent
INTJ,4,rational
INTJ,5,strategic
INTJ,6,reserve
INTJ,7,discerning
INTJ,8,visionary
INTJ,9,cautious
INTJ,10,enigmatic
ESFJ,1,charismatic
ESFJ,2,detail-oriented
ESFJ,3,empathetic
ESFJ,4,organized
ESFJ,5,sincere
ESFJ,6,supportive
ESFJ,7,confident
ESFJ,8,pragmatic
ESFJ,9,expressive
ESFJ,10,resilient
ENFJ,1,charismatic
ENFJ,2,visionary
ENFJ,3,empathetic
ENFJ,4,dynamic
ENFJ,5,imaginative
ENFJ,6,confident
ENFJ,7,expressive
ENFJ,8,collaborative
ENFJ,9,adventurous
ENFJ,10,introspective
