Label,Num,Adjectives,Synonyms
N-Low,1,serene,"['calm', 'tranquil', 'serene', 'unagitated']"
N-Low,2,composed,['composed']
N-Low,3,calm-centered,[]
N-Low,4,equanimous,"['equanimous', 'collected', 'self-contained', 'poised', 'self-collected']"
N-Low,5,resilient,"['lively', 'resilient', 'live', 'bouncy']"
N-Low,6,peaceful,"['passive', 'peaceful', 'peaceable']"
N-Low,7,even-tempered,"['good-tempered', 'equable', 'even-tempered', 'placid']"
N-Low,8,stoic,"['stoic', 'stoical']"
N-Low,9,tranquil,"['quiet', 'placid', 'tranquil', 'smooth', 'still']"
N-Low,10,equitable,"['equitable', 'just']"
O-Low,1,conservative,"['button-down', 'cautious', 'conservative']"
O-Low,2,traditional,['traditional']
O-Low,3,comfortable,"['comfy', 'comfortable']"
O-Low,4,predictable,['predictable']
O-Low,5,conventional,"['conventional', 'established']"
O-Low,6,settled,"['colonized', 'colonised', 'settled']"
O-Low,7,staid,"['staid', 'sedate']"
O-Low,8,loyal,"['loyal', 'patriotic', 'firm']"
O-Low,9,conservative-minded,[]
O-Low,10,establishment-oriented,[]
A-Low,1,cynical,"['cynical', 'misanthropical', 'misanthropic']"
A-Low,2,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,3,dismissive,['dismissive']
A-Low,4,intense,"['intense', 'acute', 'vivid']"
A-Low,5,perceptive,['perceptive']
A-Low,6,ruthless,"['ruthless', 'unpitying', 'remorseless', 'pitiless']"
A-Low,7,sarcastic,['sarcastic']
A-Low,8,critical,"['vital', 'critical']"
A-Low,9,polarizing,[]
A-Low,10,debating,[]
E-High,1,vibrant,"['vibrant', 'vivacious']"
E-High,2,charismatic,"['charismatic', 'magnetic']"
E-High,3,outgoing,"['extroverted', 'outgoing', 'forthcoming']"
E-High,4,energetic,"['gumptious', 'up-and-coming', 'industrious', 'energetic']"
E-High,5,assertive,"['assertive', 'self-assertive', 'self-asserting']"
E-High,6,adventurous,"['adventurous', 'adventuresome']"
E-High,7,affable,"['cordial', 'amiable', 'genial', 'affable']"
E-High,8,boisterous,"['boisterous', 'robustious', 'rambunctious', 'rumbustious', 'unruly']"
E-High,9,sociable,['sociable']
E-High,10,exuberant,"['exuberant', 'excessive', 'ebullient', 'extravagant', 'high-spirited']"
O-High,1,visionary,"['laputan', 'visionary', 'windy', 'airy', 'impractical']"
O-High,2,inquisitive,"['inquisitive', 'speculative', 'questioning', 'wondering']"
O-High,3,creative,"['creative', 'originative']"
O-High,4,introspective,"['introverted', 'self-examining', 'introspective']"
O-High,5,enthusiastic,['enthusiastic']
O-High,6,innovative,"['forward-looking', 'innovative', 'modern', 'advanced']"
O-High,7,curious,"['peculiar', 'queer', 'curious', 'odd', 'funny']"
O-High,8,expressive,['expressive']
O-High,9,adventurous,"['adventurous', 'adventuresome']"
O-High,10,interconnected,"['co-ordinated', 'interrelated', 'interconnected', 'coordinated']"
N-High,1,hyper-vigilant,[]
N-High,2,emotionally,[]
N-High,3,self-critical,[]
N-High,4,sensitivity,[]
N-High,5,dysregulated,[]
N-High,6,introverted,"['introverted', 'self-examining', 'introspective']"
N-High,7,impulsive,"['unprompted', 'driving', 'impulsive']"
N-High,8,defensive,"['justificative', 'defensive', 'justificatory']"
N-High,9,vulnerable,['vulnerable']
N-High,10,lackadaisical,"['languid', 'languorous', 'lackadaisical', 'dreamy']"
A-High,1,empathetic,"['empathic', 'empathetic']"
A-High,2,compassionate,['compassionate']
A-High,3,gentle,"['soft', 'gentle', 'aristocratic']"
A-High,4,affable,"['cordial', 'amiable', 'genial', 'affable']"
A-High,5,cooperative,"['concerted', 'conjunctive', 'cooperative', 'conjunct']"
A-High,6,considerate,['considerate']
A-High,7,caring,['caring']
A-High,8,sincere,"['sincere', 'solemn', 'earnest']"
A-High,9,humble,"['modest', 'small', 'humble', 'lowly', 'low']"
A-High,10,benevolent,"['sympathetic', 'benevolent', 'kindly', 'charitable']"
E-Low,1,low-key,"['subdued', 'low-key', 'low-keyed']"
E-Low,2,private,"['private', 'secret', 'individual']"
E-Low,3,reflective,"['meditative', 'brooding', 'musing', 'contemplative', 'broody']"
E-Low,4,cautious,"['conservative', 'cautious']"
E-Low,5,introverted,"['introverted', 'self-examining', 'introspective']"
E-Low,6,reserve,[]
E-Low,7,solitary,"['nongregarious', 'solitary', 'lonely', 'nonsocial', 'lone']"
E-Low,8,introvertedly,[]
E-Low,9,introvertedly,[]
E-Low,10,low-energy,[]
C-Low,1,distractible,[]
C-Low,2,impetuous,"['impulsive', 'impetuous', 'madcap', 'tearaway', 'hotheaded']"
C-Low,3,disorganized,"['disorganized', 'disorganised']"
C-Low,4,restless,"['ungratified', 'unsatisfied', 'restless']"
C-Low,5,spontaneous,"['self-generated', 'ad-lib', 'unwritten', 'spontaneous']"
C-Low,6,easily,[]
C-Low,7,frantic,"['frenetic', 'phrenetic', 'frantic', 'delirious', 'frenzied']"
C-Low,8,unpredictable,"['unpredictable', 'irregular']"
