EXT1,AGR1,CSN1,EST1,OPN1,EXT2,AGR2,CSN2,EST2,OPN2,EXT3,AGR3,CSN3,EST3,OPN3,EXT4,AGR4,CSN4,EST4,OPN4,EXT5,AGR5,CSN5,EST5,OPN5,EXT6,AGR6,CSN6,EST6,OPN6,EXT7,AGR7,CSN7,EST7,OPN7,EXT8,AGR8,CSN8,EST8,OPN8,OPN9,AGR9,CSN9,OPN10,EXT_Score,EST_Score,AGR_Score,CSN_Score,OPN_Score,EXT_Score_Comparison,AGR_Score_Comparison,CSN_Score_Comparison,EST_Score_Comparison,OPN_Score_Comparison
5,5,5,5,5,2,5,4,2,5,5,5,5,5,1,5,2,4,5,3,1,5,5,2,5,5,2,5,5,2,1,1,4,2,4,5,5,4,4,1,5,2,2,1,4.875,4.5,2.4444444444444446,3.555555555555556,2.6,high,low,low,high,low
5,5,4,5,2,5,5,5,2,5,5,5,4,4,2,5,1,2,4,4,1,2,5,2,5,5,2,5,5,5,2,2,5,2,3,5,5,5,4,1,5,2,2,2,4.375,4.25,2.111111111111111,3.6666666666666665,3.0,high,low,high,high,low
5,2,5,5,2,2,5,5,2,5,5,5,5,4,2,5,1,4,5,5,1,5,2,2,5,5,2,5,5,4,1,1,5,2,4,5,5,5,5,2,5,5,5,5,4.875,4.5,3.0,3.6666666666666665,3.3,high,low,high,high,low
5,5,4,5,5,5,5,2,2,5,5,5,4,4,2,5,5,2,5,3,1,2,1,2,3,5,2,5,5,5,1,5,5,2,4,5,4,5,2,2,5,2,2,5,4.5,4.125,3.0,4.444444444444445,3.3,high,low,high,high,low
5,2,4,5,5,2,5,4,2,3,5,5,5,5,2,5,2,2,5,5,1,4,1,2,4,5,1,5,5,4,1,2,4,2,2,5,5,5,2,2,2,5,3,2,4.875,4.25,3.2222222222222223,4.111111111111111,3.5,high,low,high,high,low
5,2,4,5,5,2,5,4,2,3,5,5,5,5,1,5,2,5,5,3,1,5,1,2,5,5,1,4,5,5,1,5,5,2,3,5,4,5,4,5,4,5,2,2,4.875,4.5,3.7777777777777777,3.888888888888889,3.4,high,low,high,high,low
5,4,4,5,5,2,4,4,2,4,5,5,5,5,1,5,2,4,5,4,2,5,1,2,3,5,1,5,4,2,1,2,4,2,4,5,5,4,5,2,1,2,5,2,4.75,4.5,2.6666666666666665,3.555555555555556,3.0,high,low,low,high,low
5,5,4,2,4,5,5,4,2,5,5,5,4,5,2,5,5,4,5,3,1,2,5,2,5,5,2,5,4,5,1,2,5,2,4,5,5,4,4,2,5,4,5,2,4.5,4.0,2.7777777777777777,3.111111111111111,3.1,high,low,low,high,low
5,4,4,5,5,2,3,5,2,5,5,5,5,4,2,5,2,4,5,5,1,2,1,2,4,5,1,5,5,2,1,2,4,2,2,5,5,5,2,2,2,4,2,2,4.875,4.125,2.4444444444444446,3.888888888888889,3.5,high,low,high,high,low
5,5,5,5,2,2,4,4,2,3,5,5,5,5,5,5,2,4,5,5,1,5,1,2,5,5,1,5,5,2,2,5,5,2,3,5,5,5,5,2,5,5,2,1,4.75,4.625,3.2222222222222223,4.222222222222222,2.9,high,low,high,high,low
