Label,Num,Adjectives,Synonyms
N-High,1,arrogant,"['self-important', 'arrogant', 'chesty']"
N-High,2,conceited,"['conceited', 'swollen', 'egotistical', 'egotistic', 'self-conceited']"
N-High,3,egotistical,"['self-loving', 'conceited', 'narcissistic', 'egotistical', 'egotistic']"
N-High,4,haughty,"['imperious', 'haughty', 'lordly', 'disdainful', 'overbearing']"
N-High,5,pompous,"['pontifical', 'overblown', 'grandiloquent', 'portentous', 'pompous']"
N-High,6,self-aggrandizing,"['self-aggrandizing', 'bragging', 'self-aggrandising', 'boastful', 'braggart']"
N-High,7,smug,"['smug', 'self-satisfied']"
N-High,8,superior,"['superscript', 'superior']"
N-High,9,vain,"['conceited', 'swollen', 'egotistical', 'egotistic', 'self-conceited']"
N-High,10,grandiose,"['highfaluting', 'grandiose', 'highfalutin', 'hifalutin']"
M-High,1,machiavellian,['machiavellian']
M-High,2,cunning,"['crafty', 'cute', 'dodgy', 'cunning']"
M-High,3,scheming,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,4,amoral,[]
M-High,5,calculating,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High,6,devious,"['devious', 'oblique', 'shifty']"
M-High,7,ambitious,"['ambitious', 'challenging']"
M-High,8,malleable,"['ductile', 'malleable', 'pliable']"
M-High,9,exploitative,"['exploitatory', 'exploitative', 'exploitive']"
M-High,10,unscrupulous,['unscrupulous']
P-Low,1,compassionate,['compassionate']
P-Low,2,reflective,"['meditative', 'broody', 'contemplative', 'musing', 'brooding']"
P-Low,3,empathic,"['empathic', 'empathetic']"
P-Low,4,thoughtful,"['serious-minded', 'thoughtful', 'heedful']"
P-Low,5,nurturing,[]
P-Low,6,considerate,['considerate']
P-Low,7,prudent,['prudent']
P-Low,8,altruistic,"['altruistic', 'selfless']"
P-Low,9,solicitous,['solicitous']
P-Low,10,guarded,"['guarded', 'restrained']"
M-Low,1,uncompromising,"['inflexible', 'sturdy', 'uncompromising']"
M-Low,2,sincere,"['solemn', 'earnest', 'sincere']"
M-Low,3,transparent,"['crystal_clear', 'crystalline', 'lucid', 'limpid', 'pellucid']"
M-Low,4,integrity-driven,[]
M-Low,5,authentic,"['authentic', 'reliable', 'bona_fide', 'unquestionable']"
M-Low,6,reliable,"['honest', 'reliable', 'dependable']"
M-Low,7,straightforward,"['straight', 'straightforward', 'aboveboard', 'square']"
M-Low,8,ethical,"['ethical', 'honourable', 'honorable']"
M-Low,9,unwavering,"['steadfast', 'firm', 'steady', 'unbendable', 'stiff']"
M-Low,10,principled,['principled']
P-High,1,reckless,"['reckless', 'heady', 'rash', 'heedless', 'foolhardy']"
P-High,2,daring,"['daring', 'venturous', 'venturesome', 'avant-garde', 'audacious']"
P-High,3,unpredictable,"['unpredictable', 'irregular']"
P-High,4,free-spirited,[]
P-High,5,thrill-hungry,[]
P-High,6,callous,"['callous', 'indurate', 'calloused', 'pachydermatous']"
P-High,7,unapologetic,['unapologetic']
P-High,8,restless,"['restless', 'ungratified', 'unsatisfied']"
P-High,9,impervious,"['imperviable', 'impervious']"
P-High,10,ruthless,"['ruthless', 'pitiless', 'remorseless', 'unpitying']"
N-Low,1,unassuming,"['unassuming', 'retiring']"
N-Low,2,self-effacing,"['reticent', 'self-effacing', 'retiring']"
N-Low,3,modest,"['modest', 'small']"
N-Low,4,unpretentious,"['unostentatious', 'understated', 'unpretending', 'unpretentious']"
N-Low,5,low-key,"['low-keyed', 'subdued', 'low-key']"
N-Low,6,unostentatious,"['unostentatious', 'understated', 'unpretending', 'unpretentious']"
N-Low,7,humble-minded,[]
N-Low,8,unobtrusive,"['unobtrusive', 'unnoticeable']"
N-Low,9,demure,"['overmodest', 'demure', 'coy']"
N-Low,10,unassumingly,[]
M-Low-N-High-P-High,1,unapologetic,['unapologetic']
M-Low-N-High-P-High,2,confidently,[]
M-Low-N-High-P-High,3,impulsive,"['impulsive', 'driving', 'unprompted']"
M-Low-N-High-P-High,4,thrill-seeking,[]
M-Low-N-High-P-High,5,emotionally,[]
M-Low-N-High-P-High,6,self-absorbed,"['self-involved', 'self-absorbed']"
M-Low-N-High-P-High,7,dominating,"['commanding', 'ascendent', 'dominating', 'ascendant']"
M-Low-N-High-P-High,8,lacking,"['absent', 'lacking', 'wanting', 'deficient']"
M-Low-N-High-P-High,9,rule-breaking,[]
M-Low-N-High-P-High,10,uninhibited,['uninhibited']
M-High-N-High-P-Low,1,strategic,"['strategical', 'strategic']"
M-High-N-High-P-Low,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-High-P-Low,3,cunning,"['crafty', 'cute', 'dodgy', 'cunning']"
M-High-N-High-P-Low,4,ambitious,"['ambitious', 'challenging']"
M-High-N-High-P-Low,5,adaptable,['adaptable']
M-High-N-High-P-Low,6,charismatic,"['charismatic', 'magnetic']"
M-High-N-High-P-Low,7,self-assured,"['self-assured', 'self-confident']"
M-High-N-High-P-Low,8,reflective,"['meditative', 'broody', 'contemplative', 'musing', 'brooding']"
M-High-N-High-P-Low,9,resourceful,['resourceful']
M-High-N-High-P-Low,10,calculating,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-Low-N-High-P-Low,1,authentic,"['authentic', 'reliable', 'bona_fide', 'unquestionable']"
M-Low-N-High-P-Low,2,empathetic,"['empathic', 'empathetic']"
M-Low-N-High-P-Low,3,self-assured,"['self-assured', 'self-confident']"
M-Low-N-High-P-Low,4,principled,['principled']
M-Low-N-High-P-Low,5,sincere,"['solemn', 'earnest', 'sincere']"
M-Low-N-High-P-Low,6,reflective,"['meditative', 'broody', 'contemplative', 'musing', 'brooding']"
M-Low-N-High-P-Low,7,compassionate,['compassionate']
M-Low-N-High-P-Low,8,humble,"['low', 'small', 'modest', 'humble', 'lowly']"
M-Low-N-High-P-Low,9,conscientious,"['conscientious', 'painstaking', 'scrupulous']"
M-Low-N-High-P-Low,10,introspective,"['introverted', 'introspective', 'self-examining']"
M-High-N-High-P-High,1,cunning,"['crafty', 'cute', 'dodgy', 'cunning']"
M-High-N-High-P-High,2,calculating,"['calculating', 'shrewd', 'scheming', 'calculative', 'conniving']"
M-High-N-High-P-High,3,charismatic,"['charismatic', 'magnetic']"
M-High-N-High-P-High,4,egotistical,"['self-loving', 'conceited', 'narcissistic', 'egotistical', 'egotistic']"
M-High-N-High-P-High,5,amoral,[]
M-High-N-High-P-High,6,dominant,"['dominant', 'predominant', 'prevalent', 'prevailing']"
M-High-N-High-P-High,7,impulsive,"['impulsive', 'driving', 'unprompted']"
M-High-N-High-P-High,8,detached,"['isolated', 'detached', 'uninvolved', 'degage']"
M-High-N-High-P-High,9,maneuvering,[]
M-High-N-High-P-High,10,ruthless,"['ruthless', 'pitiless', 'remorseless', 'unpitying']"
M-High-N-Low-P-Low,1,strategic,"['strategical', 'strategic']"
M-High-N-Low-P-Low,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-Low-P-Low,3,cautious,"['conservative', 'cautious']"
M-High-N-Low-P-Low,4,empathetic,"['empathic', 'empathetic']"
M-High-N-Low-P-Low,5,mindful,"['aware', 'mindful']"
M-High-N-Low-P-Low,6,responsible,"['creditworthy', 'responsible', 'responsible_for']"
M-High-N-Low-P-Low,7,unassuming,"['unassuming', 'retiring']"
M-High-N-Low-P-Low,8,low-key,"['low-keyed', 'subdued', 'low-key']"
M-High-N-Low-P-Low,9,diplomatic,"['diplomatical', 'diplomatic']"
M-High-N-Low-P-Low,10,principled,['principled']
M-Low-N-Low-P-High,1,authentic,"['authentic', 'reliable', 'bona_fide', 'unquestionable']"
M-Low-N-Low-P-High,2,direct,"['direct', 'unmediated', 'lineal']"
M-Low-N-Low-P-High,3,impulsive,"['impulsive', 'driving', 'unprompted']"
M-Low-N-Low-P-High,4,thrill-seeking,[]
M-Low-N-Low-P-High,5,emotionally,[]
M-Low-N-Low-P-High,6,ruthless,"['ruthless', 'pitiless', 'remorseless', 'unpitying']"
M-Low-N-Low-P-High,7,unapologetic,['unapologetic']
M-Low-N-Low-P-High,8,unconventional,"['unlawful', 'improper', 'unconventional']"
M-Low-N-Low-P-High,9,unpredictable,"['unpredictable', 'irregular']"
M-Low-N-Low-P-High,10,unbridled,"['uncurbed', 'ungoverned', 'unbridled', 'unchecked']"
M-Low-N-Low-P-Low,1,authentic,"['authentic', 'reliable', 'bona_fide', 'unquestionable']"
M-Low-N-Low-P-Low,2,compassionate,['compassionate']
M-Low-N-Low-P-Low,3,humane,"['humanistic', 'humanist', 'humane']"
M-Low-N-Low-P-Low,4,modest,"['modest', 'small']"
M-Low-N-Low-P-Low,5,reliable,"['honest', 'reliable', 'dependable']"
M-Low-N-Low-P-Low,6,selfless,"['altruistic', 'selfless']"
M-Low-N-Low-P-Low,7,sincere,"['solemn', 'earnest', 'sincere']"
M-Low-N-Low-P-Low,8,transparent,"['crystal_clear', 'crystalline', 'lucid', 'limpid', 'pellucid']"
M-Low-N-Low-P-Low,9,unassuming,"['unassuming', 'retiring']"
M-Low-N-Low-P-Low,10,wholesome,['wholesome']
M-High-N-Low-P-High,1,cunning,"['crafty', 'cute', 'dodgy', 'cunning']"
M-High-N-Low-P-High,2,pragmatic,"['pragmatical', 'pragmatic', 'matter-of-fact']"
M-High-N-Low-P-High,3,strategic,"['strategical', 'strategic']"
M-High-N-Low-P-High,4,detached,"['isolated', 'detached', 'uninvolved', 'degage']"
M-High-N-Low-P-High,5,impulsive,"['impulsive', 'driving', 'unprompted']"
