Label,Num,Adjectives
N-High,1,arrogant
N-High,2,conceited
N-High,3,egotistical
N-High,4,haughty
N-High,5,pompous
N-High,6,self-aggrandizing
N-High,7,smug
N-High,8,superior
N-High,9,vain
N-High,10,grandiose
M-High,1,machiavellian
M-High,2,cunning
M-High,3,scheming
M-High,4,amoral
M-High,5,calculating
M-High,6,devious
M-High,7,ambitious
M-High,8,malleable
M-High,9,exploitative
M-High,10,unscrupulous
P-Low,1,compassionate
P-Low,2,reflective
P-Low,3,empathic
P-Low,4,thoughtful
P-Low,5,nurturing
P-Low,6,considerate
P-Low,7,prudent
P-Low,8,altruistic
P-Low,9,solicitous
P-Low,10,guarded
M-Low,1,uncompromising
M-Low,2,sincere
M-Low,3,transparent
M-Low,4,integrity-driven
M-Low,5,authentic
M-Low,6,reliable
M-Low,7,straightforward
M-Low,8,ethical
M-Low,9,unwavering
M-Low,10,principled
P-High,1,reckless
P-High,2,daring
P-High,3,unpredictable
P-High,4,free-spirited
P-High,5,thrill-hungry
P-High,6,callous
P-High,7,unapologetic
P-High,8,restless
P-High,9,impervious
P-High,10,ruthless
N-Low,1,unassuming
N-Low,2,self-effacing
N-Low,3,modest
N-Low,4,unpretentious
N-Low,5,low-key
N-Low,6,unostentatious
N-Low,7,humble-minded
N-Low,8,unobtrusive
N-Low,9,demure
N-Low,10,unassumingly
M-Low-N-High-P-High,1,unapologetic
M-Low-N-High-P-High,2,confidently
M-Low-N-High-P-High,3,impulsive
M-Low-N-High-P-High,4,thrill-seeking
M-Low-N-High-P-High,5,emotionally
M-Low-N-High-P-High,6,self-absorbed
M-Low-N-High-P-High,7,dominating
M-Low-N-High-P-High,8,lacking
M-Low-N-High-P-High,9,rule-breaking
M-Low-N-High-P-High,10,uninhibited
M-High-N-High-P-Low,1,strategic
M-High-N-High-P-Low,2,pragmatic
M-High-N-High-P-Low,3,cunning
M-High-N-High-P-Low,4,ambitious
M-High-N-High-P-Low,5,adaptable
M-High-N-High-P-Low,6,charismatic
M-High-N-High-P-Low,7,self-assured
M-High-N-High-P-Low,8,reflective
M-High-N-High-P-Low,9,resourceful
M-High-N-High-P-Low,10,calculating
M-Low-N-High-P-Low,1,authentic
M-Low-N-High-P-Low,2,empathetic
M-Low-N-High-P-Low,3,self-assured
M-Low-N-High-P-Low,4,principled
M-Low-N-High-P-Low,5,sincere
M-Low-N-High-P-Low,6,reflective
M-Low-N-High-P-Low,7,compassionate
M-Low-N-High-P-Low,8,humble
M-Low-N-High-P-Low,9,conscientious
M-Low-N-High-P-Low,10,introspective
M-High-N-High-P-High,1,cunning
M-High-N-High-P-High,2,calculating
M-High-N-High-P-High,3,charismatic
M-High-N-High-P-High,4,egotistical
M-High-N-High-P-High,5,amoral
M-High-N-High-P-High,6,dominant
M-High-N-High-P-High,7,impulsive
M-High-N-High-P-High,8,detached
M-High-N-High-P-High,9,maneuvering
M-High-N-High-P-High,10,ruthless
M-High-N-Low-P-Low,1,strategic
M-High-N-Low-P-Low,2,pragmatic
M-High-N-Low-P-Low,3,cautious
M-High-N-Low-P-Low,4,empathetic
M-High-N-Low-P-Low,5,mindful
M-High-N-Low-P-Low,6,responsible
M-High-N-Low-P-Low,7,unassuming
M-High-N-Low-P-Low,8,low-key
M-High-N-Low-P-Low,9,diplomatic
M-High-N-Low-P-Low,10,principled
M-Low-N-Low-P-High,1,authentic
M-Low-N-Low-P-High,2,direct
M-Low-N-Low-P-High,3,impulsive
M-Low-N-Low-P-High,4,thrill-seeking
M-Low-N-Low-P-High,5,emotionally
M-Low-N-Low-P-High,6,ruthless
M-Low-N-Low-P-High,7,unapologetic
M-Low-N-Low-P-High,8,unconventional
M-Low-N-Low-P-High,9,unpredictable
M-Low-N-Low-P-High,10,unbridled
M-Low-N-Low-P-Low,1,authentic
M-Low-N-Low-P-Low,2,compassionate
M-Low-N-Low-P-Low,3,humane
M-Low-N-Low-P-Low,4,modest
M-Low-N-Low-P-Low,5,reliable
M-Low-N-Low-P-Low,6,selfless
M-Low-N-Low-P-Low,7,sincere
M-Low-N-Low-P-Low,8,transparent
M-Low-N-Low-P-Low,9,unassuming
M-Low-N-Low-P-Low,10,wholesome
M-High-N-Low-P-High,1,cunning
M-High-N-Low-P-High,2,pragmatic
M-High-N-Low-P-High,3,strategic
M-High-N-Low-P-High,4,detached
M-High-N-Low-P-High,5,impulsive
M-High-N-Low-P-High,6,thrill-seeking
M-High-N-Low-P-High,7,manipulative
M-High-N-Low-P-High,8,resourceful
M-High-N-Low-P-High,9,apathetic
M-High-N-Low-P-High,10,enigmatic
