Label,Num,Adjectives,Synonyms
N-High,1,reactive,"['responsive', 'reactive']"
N-High,2,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,3,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,4,angry,"['tempestuous', 'raging', 'angry', 'furious']"
N-High,5,melancholic,"['melancholy', 'melancholic']"
N-High,6,impulsive,"['driving', 'impulsive', 'unprompted']"
N-High,7,vulnerable,['vulnerable']
N-High,8,self-critical,[]
N-High,9,sensitive,"['sensitive', 'sensible']"
N-High,10,overwhelmed,[]
N-High,11,reactive,"['responsive', 'reactive']"
N-High,12,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,13,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,14,angry,"['tempestuous', 'raging', 'angry', 'furious']"
N-High,15,melancholic,"['melancholy', 'melancholic']"
N-High,16,impulsive,"['driving', 'impulsive', 'unprompted']"
N-High,17,vulnerable,['vulnerable']
N-High,18,self-critical,[]
N-High,19,sensitive,"['sensitive', 'sensible']"
N-High,20,overwhelmed,[]
A-Low,1,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,2,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
A-Low,3,independent,"['independent', 'sovereign', 'autonomous', 'self-governing']"
A-Low,4,critical,"['vital', 'critical']"
A-Low,5,aggressive,"['aggressive', 'fast-growing', 'strong-growing']"
A-Low,6,determined,"['determined', 'dictated']"
A-Low,7,competitive,"['competitory', 'free-enterprise', 'competitive', 'private-enterprise']"
A-Low,8,analytical,"['analytic', 'analytical']"
A-Low,9,pessimistic,['pessimistic']
A-Low,10,unyielding,"['tenacious', 'dogged', 'persistent', 'pertinacious', 'dour']"
A-Low,11,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,12,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
A-Low,13,independent,"['independent', 'sovereign', 'autonomous', 'self-governing']"
A-Low,14,critical,"['vital', 'critical']"
A-Low,15,aggressive,"['aggressive', 'fast-growing', 'strong-growing']"
A-Low,16,determined,"['determined', 'dictated']"
A-Low,17,competitive,"['competitory', 'free-enterprise', 'competitive', 'private-enterprise']"
A-Low,18,analytical,"['analytic', 'analytical']"
A-Low,19,pessimistic,['pessimistic']
A-Low,20,unyielding,"['tenacious', 'dogged', 'persistent', 'pertinacious', 'dour']"
C-High,1,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,2,dependable,"['honest', 'reliable', 'dependable']"
C-High,3,efficient,"['effective', 'efficient']"
C-High,4,focused,"['focused', 'focussed']"
C-High,5,goal-oriented,[]
C-High,6,honest,"['dependable', 'honest', 'honorable']"
C-High,7,industrious,"['tireless', 'untiring', 'industrious', 'energetic', 'hardworking']"
C-High,8,methodical,['methodical']
C-High,9,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
C-High,10,reliable,"['honest', 'reliable', 'dependable']"
C-High,11,consistent,"['coherent', 'reproducible', 'consistent']"
C-High,12,dependable,"['honest', 'reliable', 'dependable']"
C-High,13,efficient,"['effective', 'efficient']"
C-High,14,focused,"['focused', 'focussed']"
C-High,15,goal-oriented,[]
C-High,16,honest,"['dependable', 'honest', 'honorable']"
C-High,17,industrious,"['tireless', 'untiring', 'industrious', 'energetic', 'hardworking']"
C-High,18,methodical,['methodical']
C-High,19,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
C-High,20,reliable,"['honest', 'reliable', 'dependable']"
O-Low,1,conservative,"['button-down', 'conservative', 'cautious']"
O-Low,2,settled,"['colonised', 'settled', 'colonized']"
O-Low,3,traditionalist,"['hidebound', 'traditionalist']"
O-Low,4,steadfast,"['firm', 'unbendable', 'stiff', 'steady', 'steadfast']"
O-Low,5,pragmatic,"['pragmatic', 'pragmatical', 'matter-of-fact']"
O-Low,6,established,"['accomplished', 'established', 'constituted', 'effected']"
O-Low,7,methodical,['methodical']
O-Low,8,resilient,"['bouncy', 'live', 'lively', 'resilient']"
O-Low,9,consistent,"['coherent', 'reproducible', 'consistent']"
O-Low,10,reliable,"['honest', 'reliable', 'dependable']"
O-Low,11,conservative,"['button-down', 'conservative', 'cautious']"
O-Low,12,settled,"['colonised', 'settled', 'colonized']"
O-Low,13,traditionalist,"['hidebound', 'traditionalist']"
O-Low,14,steadfast,"['firm', 'unbendable', 'stiff', 'steady', 'steadfast']"
O-Low,15,pragmatic,"['pragmatic', 'pragmatical', 'matter-of-fact']"
O-Low,16,established,"['accomplished', 'established', 'constituted', 'effected']"
O-Low,17,methodical,['methodical']
O-Low,18,resilient,"['bouncy', 'live', 'lively', 'resilient']"
O-Low,19,consistent,"['coherent', 'reproducible', 'consistent']"
O-Low,20,reliable,"['honest', 'reliable', 'dependable']"
A-High,1,compassionate,['compassionate']
A-High,2,hospitable,['hospitable']
A-High,3,generous,['generous']
A-High,4,attentive,"['paying_attention', 'heedful', 'attentive', 'thoughtful']"
A-High,5,supportive,['supportive']
A-High,6,sympathetic,"['kindly', 'charitable', 'sympathetic', 'benevolent']"
A-High,7,friendly,"['favorable', 'friendly', 'well-disposed']"
A-High,8,thoughtful,"['serious-minded', 'heedful', 'thoughtful']"
A-High,9,patient,['patient']
A-High,10,caring,['caring']
A-High,11,compassionate,['compassionate']
A-High,12,hospitable,['hospitable']
A-High,13,generous,['generous']
A-High,14,attentive,"['paying_attention', 'heedful', 'attentive', 'thoughtful']"
A-High,15,supportive,['supportive']
A-High,16,sympathetic,"['kindly', 'charitable', 'sympathetic', 'benevolent']"
A-High,17,friendly,"['favorable', 'friendly', 'well-disposed']"
A-High,18,thoughtful,"['serious-minded', 'heedful', 'thoughtful']"
A-High,19,patient,['patient']
A-High,20,caring,['caring']
N-Low,1,equanimous,"['equanimous', 'poised', 'self-collected', 'collected', 'self-contained']"
N-Low,2,zenithic,[]
N-Low,3,steadfast,"['firm', 'unbendable', 'stiff', 'steady', 'steadfast']"
N-Low,4,benevolent,"['kindly', 'charitable', 'sympathetic', 'benevolent']"
N-Low,5,serenity,[]
N-Low,6,seraphic,"['seraphic', 'cherubic', 'seraphical', 'angelical', 'angelic']"
N-Low,7,immaculate,"['spic-and-span', 'immaculate', 'spick-and-span', 'speckless', 'spic']"
N-Low,8,dynamesthetic,[]
N-Low,9,optimistic,"['optimistic', 'affirmative']"
N-Low,10,pacifist,"['dovish', 'pacifist', 'pacifistic']"
N-Low,11,equanimous,"['equanimous', 'poised', 'self-collected', 'collected', 'self-contained']"
N-Low,12,zenithic,[]
N-Low,13,steadfast,"['firm', 'unbendable', 'stiff', 'steady', 'steadfast']"
N-Low,14,benevolent,"['kindly', 'charitable', 'sympathetic', 'benevolent']"
N-Low,15,serenity,[]
N-Low,16,seraphic,"['seraphic', 'cherubic', 'seraphical', 'angelical', 'angelic']"
N-Low,17,immaculate,"['spic-and-span', 'immaculate', 'spick-and-span', 'speckless', 'spic']"
N-Low,18,dynamesthetic,[]
N-Low,19,optimistic,"['optimistic', 'affirmative']"
N-Low,20,pacifist,"['dovish', 'pacifist', 'pacifistic']"
O-High,1,visionary,"['impractical', 'visionary', 'airy', 'laputan', 'windy']"
O-High,2,curious,"['curious', 'queer', 'odd', 'peculiar', 'funny']"
O-High,3,adventurous,"['adventurous', 'adventuresome']"
O-High,4,creative,"['creative', 'originative']"
O-High,5,open-minded,['open-minded']
O-High,6,aesthetic,"['aesthetic', 'aesthetical', 'esthetic']"
O-High,7,insightful,['insightful']
O-High,8,intellectual,"['rational', 'noetic', 'cerebral', 'intellectual']"
O-High,9,innovative,"['forward-looking', 'modern', 'advanced', 'innovative']"
O-High,10,artistic,"['aesthetic', 'artistic', 'esthetic']"
O-High,11,visionary,"['impractical', 'visionary', 'airy', 'laputan', 'windy']"
O-High,12,curious,"['curious', 'queer', 'odd', 'peculiar', 'funny']"
O-High,13,adventurous,"['adventurous', 'adventuresome']"
O-High,14,creative,"['creative', 'originative']"
