Label,Num,Adjectives
N-High,1,anxious
N-High,2,depressed
N-High,3,angry
N-High,4,stressed
N-High,5,rebellious
N-High,6,self-conscious
N-High,7,skeptical
N-High,8,overanalytical
N-High,9,lonely
N-High,10,impulsive
N-High,11,anxious
N-High,12,depressed
N-High,13,angry
N-High,14,stressed
N-High,15,rebellious
N-High,16,self-conscious
N-High,17,skeptical
N-High,18,overanalytical
N-High,19,lonely
N-High,20,impulsive
A-Low,1,assertive
A-Low,2,critical
A-Low,3,doubtful
A-Low,4,eloquent
A-Low,5,forceful
A-Low,6,gritty
A-Low,7,inquisitive
A-Low,8,nimble
A-Low,9,pugnacious
A-Low,10,sharp-tongued
A-Low,11,assertive
A-Low,12,critical
A-Low,13,doubtful
A-Low,14,eloquent
A-Low,15,forceful
A-Low,16,gritty
A-Low,17,inquisitive
A-Low,18,nimble
A-Low,19,pugnacious
A-Low,20,sharp-tongued
C-High,1,dependable
C-High,2,diligent
C-High,3,disciplined
C-High,4,efficient
C-High,5,focused
C-High,6,goal-oriented
C-High,7,honest
C-High,8,persistent
C-High,9,proactive
C-High,10,reliable
C-High,11,dependable
C-High,12,diligent
C-High,13,disciplined
C-High,14,efficient
C-High,15,focused
C-High,16,goal-oriented
C-High,17,honest
C-High,18,persistent
C-High,19,proactive
C-High,20,reliable
O-Low,1,pragmatic
O-Low,2,consistent
O-Low,3,reliable
O-Low,4,traditionalist
O-Low,5,stable
O-Low,6,conformist
O-Low,7,resilient
O-Low,8,cautious
O-Low,9,sage
O-Low,10,committed
O-Low,11,pragmatic
O-Low,12,consistent
O-Low,13,reliable
O-Low,14,traditionalist
O-Low,15,stable
O-Low,16,conformist
O-Low,17,resilient
O-Low,18,cautious
O-Low,19,sage
O-Low,20,committed
A-High,1,affectionate
A-High,2,compassionate
A-High,3,caring
A-High,4,hospitable
A-High,5,generous
A-High,6,supportive
A-High,7,sensitive
A-High,8,diplomatic
A-High,9,relatable
A-High,10,welcoming
A-High,11,affectionate
A-High,12,compassionate
A-High,13,caring
A-High,14,hospitable
A-High,15,generous
A-High,16,supportive
A-High,17,sensitive
A-High,18,diplomatic
A-High,19,relatable
A-High,20,welcoming
N-Low,1,balanced
N-Low,2,composed
N-Low,3,emotionally
N-Low,4,gentlehearted
N-Low,5,mindful
N-Low,6,poised
N-Low,7,relaxed
N-Low,8,steadfast
N-Low,9,unflappable
N-Low,10,zen-like
N-Low,11,balanced
N-Low,12,composed
N-Low,13,emotionally
N-Low,14,gentlehearted
N-Low,15,mindful
N-Low,16,poised
N-Low,17,relaxed
N-Low,18,steadfast
N-Low,19,unflappable
N-Low,20,zen-like
O-High,1,innovative
O-High,2,curious
O-High,3,creative
O-High,4,aesthetic
O-High,5,eccentric
O-High,6,philosophical
O-High,7,iconoclastic
O-High,8,subversive
O-High,9,visionary
O-High,10,imaginative
O-High,11,innovative
O-High,12,curious
O-High,13,creative
O-High,14,aesthetic
O-High,15,eccentric
O-High,16,philosophical
O-High,17,iconoclastic
O-High,18,subversive
O-High,19,visionary
O-High,20,imaginative
C-Low,1,impetuous
C-Low,2,inattentive
C-Low,3,impulsive
C-Low,4,lackadaisical
C-Low,5,unpredictable
C-Low,6,fidgety
C-Low,7,impatient
C-Low,8,disorganized
C-Low,9,hasty
C-Low,10,chaotic
C-Low,11,impetuous
C-Low,12,inattentive
C-Low,13,impulsive
C-Low,14,lackadaisical
C-Low,15,unpredictable
C-Low,16,fidgety
C-Low,17,impatient
C-Low,18,disorganized
C-Low,19,hasty
C-Low,20,chaotic
E-Low,1,thoughtful
E-Low,2,quiet
E-Low,3,reflective
E-Low,4,reserved
E-Low,5,calm
E-Low,6,cautious
E-Low,7,considerate
E-Low,8,solitary
E-Low,9,peaceful
E-Low,10,sensitive
E-Low,11,thoughtful
E-Low,12,quiet
E-Low,13,reflective
E-Low,14,reserved
E-Low,15,calm
E-Low,16,cautious
E-Low,17,considerate
E-Low,18,solitary
E-Low,19,peaceful
E-Low,20,sensitive
E-High,1,chatty
E-High,2,social
E-High,3,talkative
E-High,4,enthusiastic
E-High,5,assertive
E-High,6,excitable
E-High,7,energetic
E-High,8,adventurous
E-High,9,friendly
E-High,10,lively
E-High,11,chatty
E-High,12,social
E-High,13,talkative
E-High,14,enthusiastic
E-High,15,assertive
E-High,16,excitable
E-High,17,energetic
E-High,18,adventurous
E-High,19,friendly
E-High,20,lively
E-High-N-High-A-High-C-High-O-Low,1,outgoing
E-High-N-High-A-High-C-High-O-Low,2,sociable
E-High-N-High-A-High-C-High-O-Low,3,talkative
E-High-N-High-A-High-C-High-O-Low,4,energetic
E-High-N-High-A-High-C-High-O-Low,5,assertive
E-High-N-High-A-High-C-High-O-Low,6,emotionally
E-High-N-High-A-High-C-High-O-Low,7,warm-hearted
E-High-N-High-A-High-C-High-O-Low,8,considerate
E-High-N-High-A-High-C-High-O-Low,9,reliable
E-High-N-High-A-High-C-High-O-Low,10,self-controlled
E-High-N-High-A-High-C-High-O-Low,11,outgoing
E-High-N-High-A-High-C-High-O-Low,12,sociable
E-High-N-High-A-High-C-High-O-Low,13,talkative
E-High-N-High-A-High-C-High-O-Low,14,energetic
E-High-N-High-A-High-C-High-O-Low,15,assertive
E-High-N-High-A-High-C-High-O-Low,16,emotionally
E-High-N-High-A-High-C-High-O-Low,17,warm-hearted
E-High-N-High-A-High-C-High-O-Low,18,considerate
E-High-N-High-A-High-C-High-O-Low,19,reliable
E-High-N-High-A-High-C-High-O-Low,20,self-controlled
E-Low-N-High-A-High-C-High-O-High,1,reflective
E-Low-N-High-A-High-C-High-O-High,2,thoughtful
E-Low-N-High-A-High-C-High-O-High,3,cautious
E-Low-N-High-A-High-C-High-O-High,4,compassionate
E-Low-N-High-A-High-C-High-O-High,5,responsible
E-Low-N-High-A-High-C-High-O-High,6,curious
E-Low-N-High-A-High-C-High-O-High,7,persevering
E-Low-N-High-A-High-C-High-O-High,8,considerate
E-Low-N-High-A-High-C-High-O-High,9,efficient
E-Low-N-High-A-High-C-High-O-High,10,imaginative
E-Low-N-High-A-High-C-High-O-High,11,reflective
E-Low-N-High-A-High-C-High-O-High,12,thoughtful
E-Low-N-High-A-High-C-High-O-High,13,cautious
E-Low-N-High-A-High-C-High-O-High,14,compassionate
E-Low-N-High-A-High-C-High-O-High,15,responsible
E-Low-N-High-A-High-C-High-O-High,16,curious
E-Low-N-High-A-High-C-High-O-High,17,persevering
E-Low-N-High-A-High-C-High-O-High,18,considerate
E-Low-N-High-A-High-C-High-O-High,19,efficient
E-Low-N-High-A-High-C-High-O-High,20,imaginative
E-High-N-Low-A-Low-C-Low-O-Low,1,energetic
E-High-N-Low-A-Low-C-Low-O-Low,2,excitable
E-High-N-Low-A-Low-C-Low-O-Low,3,assertive
E-High-N-Low-A-Low-C-Low-O-Low,4,competitive
E-High-N-Low-A-Low-C-Low-O-Low,5,independent
E-High-N-Low-A-Low-C-Low-O-Low,6,risk-taking
