Label,Num,Adjectives,Synonyms
N-High,1,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,2,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,3,angry,"['tempestuous', 'raging', 'angry', 'furious']"
N-High,4,stressed,"['distressed', 'stressed', 'accented']"
N-High,5,rebellious,"['rebellious', 'ill-affected', 'malcontent', 'disaffected']"
N-High,6,self-conscious,"['self-aware', 'self-conscious']"
N-High,7,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
N-High,8,overanalytical,[]
N-High,9,lonely,"['alone', 'lonely', 'solitary', 'lone']"
N-High,10,impulsive,"['driving', 'impulsive', 'unprompted']"
N-High,11,anxious,"['nervous', 'anxious', 'queasy', 'dying']"
N-High,12,depressed,"['grim', 'gloomy', 'depressed', 'down']"
N-High,13,angry,"['tempestuous', 'raging', 'angry', 'furious']"
N-High,14,stressed,"['distressed', 'stressed', 'accented']"
N-High,15,rebellious,"['rebellious', 'ill-affected', 'malcontent', 'disaffected']"
N-High,16,self-conscious,"['self-aware', 'self-conscious']"
N-High,17,skeptical,"['sceptical', 'unbelieving', 'disbelieving', 'doubting', 'skeptical']"
N-High,18,overanalytical,[]
N-High,19,lonely,"['alone', 'lonely', 'solitary', 'lone']"
N-High,20,impulsive,"['driving', 'impulsive', 'unprompted']"
A-Low,1,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,2,critical,"['vital', 'critical']"
A-Low,3,doubtful,"['dubious', 'doubtful', 'dubitable', 'in_question']"
A-Low,4,eloquent,"['fluent', 'eloquent', 'silver', 'facile', 'silver-tongued']"
A-Low,5,forceful,"['forceful', 'emphatic']"
A-Low,6,gritty,"['farinaceous', 'coarse-grained', 'grainy', 'granular', 'granulose']"
A-Low,7,inquisitive,"['speculative', 'questioning', 'wondering', 'inquisitive']"
A-Low,8,nimble,"['agile', 'spry', 'quick', 'nimble']"
A-Low,9,pugnacious,"['rough', 'hard-boiled', 'hard-bitten', 'pugnacious']"
A-Low,10,sharp-tongued,[]
A-Low,11,assertive,"['assertive', 'self-assertive', 'self-asserting']"
A-Low,12,critical,"['vital', 'critical']"
A-Low,13,doubtful,"['dubious', 'doubtful', 'dubitable', 'in_question']"
A-Low,14,eloquent,"['fluent', 'eloquent', 'silver', 'facile', 'silver-tongued']"
A-Low,15,forceful,"['forceful', 'emphatic']"
A-Low,16,gritty,"['farinaceous', 'coarse-grained', 'grainy', 'granular', 'granulose']"
A-Low,17,inquisitive,"['speculative', 'questioning', 'wondering', 'inquisitive']"
A-Low,18,nimble,"['agile', 'spry', 'quick', 'nimble']"
A-Low,19,pugnacious,"['rough', 'hard-boiled', 'hard-bitten', 'pugnacious']"
A-Low,20,sharp-tongued,[]
C-High,1,dependable,"['honest', 'reliable', 'dependable']"
C-High,2,diligent,"['diligent', 'persevering']"
C-High,3,disciplined,['disciplined']
C-High,4,efficient,"['effective', 'efficient']"
C-High,5,focused,"['focused', 'focussed']"
C-High,6,goal-oriented,[]
C-High,7,honest,"['dependable', 'honest', 'honorable']"
C-High,8,persistent,"['persistent', 'unrelenting', 'haunting', 'relentless']"
C-High,9,proactive,['proactive']
C-High,10,reliable,"['honest', 'reliable', 'dependable']"
C-High,11,dependable,"['honest', 'reliable', 'dependable']"
