Label,Num,Adjectives,Synonyms
O-High,1,innovative,"['modern', 'innovative', 'advanced', 'forward-looking']"
O-High,2,visionary,"['laputan', 'visionary', 'airy', 'impractical', 'windy']"
O-High,3,artistic,"['artistic', 'aesthetic', 'esthetic']"
O-High,4,intellectual,"['rational', 'noetic', 'intellectual', 'cerebral']"
O-High,5,adventurous,"['adventuresome', 'adventurous']"
O-High,6,inquisitive,"['questioning', 'inquisitive', 'wondering', 'speculative']"
O-High,7,creative,"['creative', 'originative']"
O-High,8,enthusiastic,['enthusiastic']
O-High,9,philosophical,"['philosophical', 'philosophic']"
O-High,10,renaissance-minded,[]
O-Low,1,conventional,"['established', 'conventional']"
O-Low,2,conservative,"['cautious', 'conservative', 'button-down']"
O-Low,3,traditional,['traditional']
O-Low,4,staid,"['sedate', 'staid']"
O-Low,5,respectful,"['respectful', 'reverential', 'venerating']"
O-Low,6,cautious,"['cautious', 'conservative']"
O-Low,7,established,"['established', 'effected', 'accomplished', 'constituted']"
O-Low,8,unadventurous,['unadventurous']
O-Low,9,orthodox,"['eastern_orthodox', 'jewish-orthodox', 'orthodox']"
O-Low,10,sentimental,"['hokey', 'sentimental', 'maudlin', 'drippy', 'bathetic']"
C-High,1,meticulous,"['punctilious', 'meticulous']"
C-High,2,diligent,"['diligent', 'persevering']"
C-High,3,methodical,['methodical']
C-High,4,resilient,"['lively', 'bouncy', 'live', 'resilient']"
C-High,5,proactive,['proactive']
C-High,6,disciplined,['disciplined']
C-High,7,practical,"['pragmatic', 'practical', 'hardheaded', 'hard-nosed']"
C-High,8,persevering,"['diligent', 'persevering']"
C-High,9,strategic,"['strategical', 'strategic']"
C-High,10,committed,"['committed', 'attached']"
N-Low,1,composed,['composed']
N-Low,2,philosophical,"['philosophical', 'philosophic']"
N-Low,3,seren,[]
N-Low,4,steadfast,"['firm', 'unbendable', 'steady', 'stiff', 'steadfast']"
N-Low,5,reflective,"['musing', 'meditative', 'brooding', 'broody', 'contemplative']"
N-Low,6,resolute,"['resolute', 'unhesitating']"
N-Low,7,calmative,[]
N-Low,8,emollient,"['softening', 'demulcent', 'emollient', 'salving']"
N-Low,9,equanimous,"['self-collected', 'self-contained', 'equanimous', 'collected', 'poised']"
N-Low,10,serene,"['serene', 'unagitated', 'calm', 'tranquil']"
E-High,1,vivacious,"['vivacious', 'vibrant']"
E-High,2,exuberant,"['high-spirited', 'exuberant', 'extravagant', 'ebullient', 'excessive']"
E-High,3,charismatic,"['charismatic', 'magnetic']"
E-High,4,effervescent,"['bubbling', 'sparkling', 'effervescent']"
E-High,5,confident,"['confident', 'convinced', 'positive']"
E-High,6,adventurous,"['adventuresome', 'adventurous']"
E-High,7,outgoing,"['outgoing', 'extroverted', 'forthcoming']"
E-High,8,enthusiastic,['enthusiastic']
E-High,9,energetic,"['gumptious', 'industrious', 'up-and-coming', 'energetic']"
E-High,10,daring,"['avant-garde', 'audacious', 'venturesome', 'venturous', 'daring']"
A-High,1,affable,"['affable', 'cordial', 'amiable', 'genial']"
A-High,2,compassionate,['compassionate']
A-High,3,empathetic,"['empathic', 'empathetic']"
A-High,4,gentle,"['aristocratic', 'soft', 'gentle']"
A-High,5,helpful,['helpful']
