Label,Num,Adjectives
O-High,1,visionary
O-High,2,inquisitive
O-High,3,artistic
O-High,4,enthusiastic
O-High,5,intellectual
O-High,6,adventurous
O-High,7,eccentric
O-High,8,innovative
O-High,9,dreamer
O-High,10,renaissance
O-Low,1,conventional
O-Low,2,traditionalist
O-Low,3,conservative
O-Low,4,sentimental
O-Low,5,respectful
O-Low,6,predictable
O-Low,7,staid
O-Low,8,orthodox
O-Low,9,moralistic
O-Low,10,unadventurous
C-High,1,diligent
C-High,2,meticulous
C-High,3,methodical
C-High,4,punctual
C-High,5,disciplined
C-High,6,tenacious
C-High,7,results-driven
C-High,8,organized
C-High,9,practical
C-High,10,proactive
N-Low,1,phlegmatic
N-Low,2,composed
N-Low,3,serene
N-Low,4,steadfast
N-Low,5,sanguine
N-Low,6,equanimous
N-Low,7,philosophical
N-Low,8,calmative
N-Low,9,unfazed
N-Low,10,buoyant
E-High,1,exuberant
E-High,2,vivacious
E-High,3,dynamic
E-High,4,charismatic
E-High,5,boisterous
E-High,6,affable
E-High,7,eccentric
E-High,8,flamboyant
E-High,9,outgoing
E-High,10,impulsive
A-High,1,affable
A-High,2,compassionate
A-High,3,empathetic
A-High,4,gentle
A-High,5,nurturing
A-High,6,sympathetic
A-High,7,tolerant
A-High,8,understanding
A-High,9,warm-hearted
A-High,10,caring
C-Low,1,spontaneous
C-Low,2,impetuous
C-Low,3,mercurial
C-Low,4,haphazard
C-Low,5,distractible
C-Low,6,reckless
C-Low,7,emotionally
C-Low,8,disorganized
C-Low,9,procrastinator
C-Low,10,flighty
E-Low,1,reticent
E-Low,2,introverted
E-Low,3,reserved
E-Low,4,cautious
E-Low,5,muted
E-Low,6,reflective
E-Low,7,shy
E-Low,8,solitary
E-Low,9,subdued
E-Low,10,guarded
N-High,1,emotionally
N-High,2,sensitively
N-High,3,maladjusted
N-High,4,hyper-sensitive
N-High,5,intensely
N-High,6,defensively
N-High,7,emotionally
N-High,8,self-destructively
N-High,9,emotionally
N-High,10,vulnerably
A-Low,1,confrontational
A-Low,2,argumentative
A-Low,3,perfectionistic
A-Low,4,dogmatic
A-Low,5,pugnacious
A-Low,6,critical
A-Low,7,disputatious
A-Low,8,intractable
A-Low,9,uncompromising
A-Low,10,brusque
E-High-N-Low-A-High-C-Low-O-Low,1,vivacious
E-High-N-Low-A-High-C-Low-O-Low,2,affable
E-High-N-Low-A-High-C-Low-O-Low,3,fearless
E-High-N-Low-A-High-C-Low-O-Low,4,charismatic
E-High-N-Low-A-High-C-Low-O-Low,5,resilient
E-High-N-Low-A-High-C-Low-O-Low,6,sociable
E-High-N-Low-A-High-C-Low-O-Low,7,energetic
E-High-N-Low-A-High-C-Low-O-Low,8,empathetic
E-High-N-Low-A-High-C-Low-O-Low,9,spontaneous
E-High-N-Low-A-High-C-Low-O-Low,10,traditional
E-High-N-High-A-High-C-Low-O-High,1,vivacious
E-High-N-High-A-High-C-Low-O-High,2,emotionally
E-High-N-High-A-High-C-Low-O-High,3,charismatic
E-High-N-High-A-High-C-Low-O-High,4,impulsive
E-High-N-High-A-High-C-Low-O-High,5,adventurous
E-High-N-High-A-High-C-Low-O-High,6,creative
E-High-N-High-A-High-C-Low-O-High,7,high-maintenance
E-High-N-High-A-High-C-Low-O-High,8,sociable
E-High-N-High-A-High-C-Low-O-High,9,dramatic
